home,away,home_score,away_score
Mallorca,Real Madrid,0,3
Athletic Bilbao,Getafe,1,1
Deportivo Alaves,Granada,2,3
Elche,Valencia,0,1
Osasuna,Levante,3,1
Rayo Vallecano,Atletico Madrid,0,1
Espanyol,Mallorca,1,0
Celta Vigo,Real Betis,0,0
Cadiz,Villarreal,1,0
Sevilla,Real Sociedad,0,0
Real Madrid,Barcelona,0,4
Athletic Bilbao,Levante,3,1
Atletico Madrid,Cadiz,2,1
Levante,Espanyol,1,1
Granada,Elche,0,1
Villarreal,Celta Vigo,1,0
Getafe,Valencia,0,0
Rayo Vallecano,Sevilla,1,1
Real Betis,Athletic Bilbao,1,0
Real Sociedad,Deportivo Alaves,1,0
Barcelona,Osasuna,4,0
Granada,Cadiz,0,0
Mallorca,Real Sociedad,0,2
Deportivo Alaves,Sevilla,0,0
Osasuna,Villarreal,1,0
Espanyol,Getafe,2,0
Valencia,Granada,3,1
Real Madrid,Real Sociedad,4,1
Cadiz,Rayo Vallecano,2,0
Elche,Barcelona,1,2
Celta Vigo,Mallorca,4,3
Real Betis,Atletico Madrid,1,3
Celta Vigo,Levante,1,1
Levante,Elche,3,0
Mallorca,Valencia,0,1
Getafe,Deportivo Alaves,2,2
Rayo Vallecano,Real Madrid,0,1
Atletico Madrid,Celta Vigo,2,0
Villarreal,Espanyol,5,1
Sevilla,Real Betis,2,1
Real Sociedad,Osasuna,1,0
Barcelona,Athletic Bilbao,4,0
Mallorca,Athletic Bilbao,3,2
Atletico Madrid,Levante,0,1
Elche,Rayo Vallecano,2,1
Granada,Villarreal,1,4
Osasuna,Atletico Madrid,0,3
Cadiz,Getafe,1,1
Real Madrid,Deportivo Alaves,3,0
Espanyol,Sevilla,1,1
Valencia,Barcelona,1,4
Real Betis,Mallorca,2,1
Athletic Bilbao,Real Sociedad,4,0
Athletic Bilbao,Espanyol,2,1
Sevilla,Elche,2,0
Cadiz,Celta Vigo,0,0
Villarreal,Real Madrid,0,0
Rayo Vallecano,Osasuna,0,3
Atletico Madrid,Getafe,4,3
Deportivo Alaves,Valencia,2,1
Levante,Real Betis,2,4
Real Sociedad,Granada,2,0
Espanyol,Barcelona,2,2
Getafe,Levante,3,0
Elche,Deportivo Alaves,3,1
Mallorca,Cadiz,2,1
Celta Vigo,Rayo Vallecano,2,0
Osasuna,Sevilla,0,0
Valencia,Real Sociedad,0,0
Barcelona,Atletico Madrid,4,2
Real Betis,Villarreal,0,2
Real Madrid,Granada,1,0
Real Betis,Deportivo Alaves,4,0
Cadiz,Espanyol,2,2
Celta Vigo,Osasuna,2,0
Valencia,Sevilla,1,1
Getafe,Granada,4,2
Espanyol,Real Betis,1,4
Levante,Cadiz,0,2
Villarreal,Mallorca,3,0
Sevilla,Celta Vigo,2,2
Atletico Madrid,Valencia,3,2
Granada,Osasuna,0,2
Real Madrid,Elche,2,2
Real Sociedad,Getafe,0,0
Rayo Vallecano,Athletic Bilbao,0,1
Deportivo Alaves,Barcelona,0,1
Espanyol,Elche,1,2
Elche,Villarreal,1,0
Villarreal,Levante,5,0
Osasuna,Athletic Bilbao,1,3
Cadiz,Sevilla,0,1
Levante,Mallorca,2,0
Real Sociedad,Celta Vigo,1,0
Granada,Barcelona,1,1
Real Madrid,Valencia,4,1
Rayo Vallecano,Real Betis,1,1
Sevilla,Getafe,1,0
Osasuna,Cadiz,2,0
Deportivo Alaves,Athletic Bilbao,0,0
Villarreal,Atletico Madrid,2,2
Valencia,Espanyol,1,2
Getafe,Real Madrid,1,0
Elche,Granada,0,0
Atletico Madrid,Rayo Vallecano,2,0
Real Betis,Celta Vigo,0,2
Deportivo Alaves,Real Sociedad,1,1
Mallorca,Barcelona,0,1
Levante,Valencia,3,4
Villarreal,Deportivo Alaves,5,2
Sevilla,Barcelona,1,1
Granada,Atletico Madrid,2,1
Athletic Bilbao,Real Madrid,1,2
Cadiz,Granada,1,1
Celta Vigo,Espanyol,3,1
Rayo Vallecano,Deportivo Alaves,2,0
Real Sociedad,Villarreal,1,3
Barcelona,Elche,3,2
Sevilla,Atletico Madrid,2,1
Granada,Mallorca,4,1
Athletic Bilbao,Real Betis,3,2
Getafe,Osasuna,1,0
Real Madrid,Cadiz,0,0
Getafe,Athletic Bilbao,0,0
Mallorca,Celta Vigo,0,0
Espanyol,Levante,4,3
Deportivo Alaves,Getafe,1,1
Valencia,Elche,2,1
Athletic Bilbao,Sevilla,0,1
Villarreal,Rayo Vallecano,2,0
Osasuna,Barcelona,2,2
Real Betis,Real Sociedad,4,0
Real Madrid,Atletico Madrid,2,0
Osasuna,Elche,1,1
Real Madrid,Athletic Bilbao,1,0
Granada,Deportivo Alaves,2,1
Sevilla,Villarreal,1,0
Barcelona,Real Betis,0,1
Atletico Madrid,Mallorca,1,2
Real Sociedad,Real Madrid,0,2
Rayo Vallecano,Espanyol,1,0
Elche,Cadiz,3,1
Levante,Osasuna,0,0
Celta Vigo,Valencia,1,2
Rayo Vallecano,Mallorca,3,1
Athletic Bilbao,Granada,2,2
Deportivo Alaves,Celta Vigo,1,2
Valencia,Rayo Vallecano,1,1
Mallorca,Getafe,0,0
Villarreal,Barcelona,1,3
Real Betis,Levante,3,1
Espanyol,Real Sociedad,1,0
Cadiz,Atletico Madrid,1,4
Real Madrid,Sevilla,2,1
Levante,Athletic Bilbao,0,0
Celta Vigo,Villarreal,1,1
Sevilla,Deportivo Alaves,2,2
Atletico Madrid,Osasuna,1,0
Barcelona,Espanyol,1,0
Getafe,Cadiz,4,0
Granada,Real Madrid,1,4
Elche,Real Betis,0,3
Real Sociedad,Valencia,0,0
Rayo Vallecano,Celta Vigo,0,0
Levante,Granada,0,3
Athletic Bilbao,Cadiz,0,1
Espanyol,Granada,2,0
Celta Vigo,Barcelona,3,3
Deportivo Alaves,Levante,2,1
Real Madrid,Rayo Vallecano,2,1
Villarreal,Getafe,1,0
Valencia,Atletico Madrid,3,3
Mallorca,Elche,2,2
Osasuna,Real Sociedad,0,2
Real Betis,Sevilla,0,2
Getafe,Celta Vigo,0,3
Deportivo Alaves,Elche,1,0
Espanyol,Athletic Bilbao,1,1
Villarreal,Cadiz,3,3
Rayo Vallecano,Barcelona,1,0
Mallorca,Sevilla,1,1
Real Betis,Valencia,4,1
Real Madrid,Osasuna,0,0
Celta Vigo,Real Sociedad,0,2
Granada,Getafe,1,1
Levante,Atletico Madrid,2,2
Elche,Real Madrid,1,2
Sevilla,Osasuna,2,0
Valencia,Villarreal,2,0
Barcelona,Deportivo Alaves,1,1
Cadiz,Mallorca,1,1
Atletico Madrid,Real Betis,3,0
Getafe,Espanyol,2,1
Real Sociedad,Athletic Bilbao,1,1
Deportivo Alaves,Real Betis,0,1
Espanyol,Cadiz,2,0
Osasuna,Granada,1,1
Valencia,Mallorca,2,2
Cadiz,Deportivo Alaves,0,2
Elche,Espanyol,2,2
Athletic Bilbao,Villarreal,2,1
Sevilla,Levante,5,3
Barcelona,Real Madrid,1,2
Real Betis,Rayo Vallecano,3,2
Atletico Madrid,Real Sociedad,2,2
Levante,Getafe,0,0
Real Sociedad,Mallorca,1,0
Rayo Vallecano,Elche,2,1
Celta Vigo,Sevilla,0,1
Villarreal,Osasuna,1,2
Barcelona,Valencia,3,1
Celta Vigo,Granada,1,0
Athletic Bilbao,Deportivo Alaves,1,0
Osasuna,Rayo Vallecano,1,0
Mallorca,Levante,1,0
Cadiz,Valencia,0,0
Atletico Madrid,Barcelona,2,0
Elche,Celta Vigo,1,0
Espanyol,Real Madrid,2,1
Villarreal,Real Betis,2,0
Getafe,Real Sociedad,1,1
Granada,Sevilla,1,0
Barcelona,Granada,1,1
Getafe,Atletico Madrid,1,2
Athletic Bilbao,Rayo Vallecano,1,2
Levante,Celta Vigo,0,2
Espanyol,Deportivo Alaves,1,0
Sevilla,Valencia,3,1
Villarreal,Elche,4,1
Real Madrid,Mallorca,6,1
Osasuna,Real Betis,1,3
Granada,Real Sociedad,2,3
Cadiz,Barcelona,0,0
Deportivo Alaves,Atletico Madrid,1,0
Valencia,Athletic Bilbao,1,1
Sevilla,Espanyol,2,0
Real Madrid,Villarreal,0,0
Mallorca,Osasuna,2,3
Barcelona,Levante,3,0
Real Sociedad,Elche,1,0
Rayo Vallecano,Cadiz,3,1
Real Betis,Getafe,2,0
Getafe,Elche,0,1
Granada,Real Betis,1,2
Celta Vigo,Cadiz,1,2
Rayo Vallecano,Getafe,3,0
Atletico Madrid,Athletic Bilbao,0,0
Elche,Levante,1,1
Deportivo Alaves,Osasuna,0,2
Mallorca,Villarreal,0,0
Real Sociedad,Sevilla,0,0
Real Betis,Espanyol,2,2
Valencia,Real Madrid,1,2
Levante,Rayo Vallecano,1,1
Athletic Bilbao,Mallorca,2,0
Espanyol,Atletico Madrid,1,2
Osasuna,Valencia,1,4
Cadiz,Real Sociedad,0,2
Real Madrid,Celta Vigo,5,2
Getafe,Sevilla,0,1
Osasuna,Celta Vigo,0,0
Mallorca,Espanyol,1,0
Valencia,Deportivo Alaves,3,0
Celta Vigo,Athletic Bilbao,0,1
Real Sociedad,Levante,1,0
Elche,Sevilla,1,1
Real Betis,Real Madrid,0,1
Barcelona,Getafe,2,1
Rayo Vallecano,Granada,4,0
Cadiz,Osasuna,2,3
Atletico Madrid,Villarreal,2,2
Villarreal,Granada,0,0
Elche,Athletic Bilbao,0,0
Real Betis,Cadiz,1,1
Deportivo Alaves,Mallorca,0,1
Granada,Valencia,1,1
Espanyol,Villarreal,0,0
Athletic Bilbao,Barcelona,1,1
Real Sociedad,Rayo Vallecano,1,0
Atletico Madrid,Elche,1,0
Levante,Real Madrid,3,3
