home,away,home_score,away_score
Real Valladolid,Girona,1,0
Real Madrid,Celta Vigo,2,0
Elche,Valencia,0,2
Barcelona,Atletico Madrid,1,0
Mallorca,Getafe,3,1
Sevilla,Villarreal,2,1
Barcelona,Girona,0,0
Rayo Vallecano,Osasuna,2,1
Villarreal,Real Valladolid,1,2
Athletic Bilbao,Real Sociedad,2,0
Real Betis,Espanyol,3,1
Cadiz,Real Madrid,0,2
Girona,Elche,2,0
Getafe,Barcelona,0,0
Atletico Madrid,Almeria,2,1
Valencia,Sevilla,0,2
Valencia,Rayo Vallecano,1,1
Sevilla,Celta Vigo,2,2
Osasuna,Elche,2,1
Espanyol,Athletic Bilbao,1,2
Real Sociedad,Getafe,2,0
Real Madrid,Villarreal,2,3
Real Valladolid,Mallorca,3,3
Real Betis,Cadiz,0,2
Almeria,Valencia,2,1
Rayo Vallecano,Atletico Madrid,1,2
Mallorca,Osasuna,0,0
Girona,Espanyol,2,1
Athletic Bilbao,Getafe,0,0
Cadiz,Sevilla,0,2
Elche,Barcelona,0,4
Celta Vigo,Almeria,2,2
Real Madrid,Real Valladolid,6,0
Villarreal,Real Sociedad,2,0
Atletico Madrid,Real Betis,1,0
Girona,Atletico Madrid,0,1
Real Valladolid,Athletic Bilbao,1,3
Almeria,Cadiz,1,1
Rayo Vallecano,Girona,2,2
Espanyol,Celta Vigo,1,3
Atletico Madrid,Valencia,3,0
Real Betis,Mallorca,1,0
Real Sociedad,Elche,2,0
Osasuna,Villarreal,0,3
Getafe,Sevilla,2,0
Barcelona,Real Madrid,2,1
Osasuna,Celta Vigo,0,0
Cadiz,Getafe,2,2
Real Madrid,Espanyol,3,1
Elche,Real Valladolid,1,1
Celta Vigo,Rayo Vallecano,3,0
Valencia,Osasuna,1,0
Mallorca,Real Sociedad,1,1
Sevilla,Almeria,2,1
Villarreal,Real Betis,1,1
Athletic Bilbao,Barcelona,0,1
Villarreal,Getafe,2,1
Real Sociedad,Cadiz,0,0
Getafe,Girona,3,2
Almeria,Villarreal,0,2
Mallorca,Elche,0,1
Atletico Madrid,Sevilla,6,1
Real Valladolid,Espanyol,2,1
Barcelona,Valencia,1,0
Rayo Vallecano,Athletic Bilbao,0,0
Real Betis,Real Madrid,0,0
Getafe,Valencia,1,0
Elche,Real Betis,2,3
Espanyol,Mallorca,2,1
Cadiz,Rayo Vallecano,1,0
Real Madrid,Atletico Madrid,1,1
Valencia,Real Sociedad,1,0
Athletic Bilbao,Girona,2,3
Celta Vigo,Real Valladolid,3,0
Almeria,Barcelona,1,0
Sevilla,Osasuna,2,3
Espanyol,Real Sociedad,2,3
Real Madrid,Elche,4,0
Girona,Almeria,6,2
Real Sociedad,Celta Vigo,1,1
Real Betis,Real Valladolid,2,1
Mallorca,Villarreal,4,2
Osasuna,Real Madrid,0,2
Elche,Espanyol,0,1
Rayo Vallecano,Sevilla,1,1
Atletico Madrid,Athletic Bilbao,1,0
Barcelona,Cadiz,2,0
Rayo Vallecano,Almeria,2,0
Cadiz,Girona,2,0
Almeria,Real Betis,2,3
Sevilla,Mallorca,2,0
Valencia,Athletic Bilbao,1,2
Getafe,Rayo Vallecano,1,1
Celta Vigo,Atletico Madrid,0,1
Real Valladolid,Osasuna,0,0
Villarreal,Barcelona,0,1
Villarreal,Rayo Vallecano,0,1
Real Betis,Barcelona,1,2
Real Madrid,Valencia,2,0
Athletic Bilbao,Cadiz,4,1
Espanyol,Osasuna,1,1
Elche,Villarreal,3,1
Atletico Madrid,Getafe,1,1
Real Betis,Celta Vigo,3,4
Mallorca,Real Madrid,1,0
Girona,Valencia,1,0
Real Sociedad,Real Valladolid,0,1
Barcelona,Sevilla,3,0
Valencia,Almeria,2,2
Almeria,Espanyol,3,1
Cadiz,Mallorca,2,0
Girona,Barcelona,0,1
Sevilla,Elche,3,0
Getafe,Real Betis,0,1
Real Valladolid,Valencia,1,0
Osasuna,Atletico Madrid,0,1
Celta Vigo,Athletic Bilbao,1,0
Real Madrid,Real Sociedad,0,0
Cadiz,Elche,1,1
Mallorca,Celta Vigo,1,0
Rayo Vallecano,Real Sociedad,0,2
Espanyol,Real Betis,1,0
Atletico Madrid,Real Valladolid,3,0
Sevilla,Cadiz,1,0
Villarreal,Girona,1,0
Elche,Osasuna,1,1
Barcelona,Getafe,1,0
Athletic Bilbao,Real Madrid,0,2
Athletic Bilbao,Osasuna,0,0
Celta Vigo,Villarreal,1,1
Real Valladolid,Rayo Vallecano,0,1
Girona,Sevilla,2,1
Osasuna,Mallorca,1,0
Real Sociedad,Athletic Bilbao,3,1
Getafe,Espanyol,1,2
Almeria,Atletico Madrid,1,1
Elche,Celta Vigo,0,1
Valencia,Cadiz,0,1
Villarreal,Real Madrid,2,1
Mallorca,Real Valladolid,1,0
Espanyol,Girona,2,2
Almeria,Real Sociedad,0,2
Rayo Vallecano,Real Betis,1,2
Sevilla,Getafe,2,1
Atletico Madrid,Barcelona,0,1
Girona,Rayo Vallecano,2,2
Real Betis,Athletic Bilbao,0,0
Atletico Madrid,Elche,2,0
Getafe,Mallorca,2,0
Celta Vigo,Sevilla,1,1
Cadiz,Almeria,1,1
Real Valladolid,Real Madrid,0,2
Barcelona,Espanyol,1,1
Villarreal,Valencia,2,1
Real Sociedad,Osasuna,2,0
Rayo Vallecano,Real Madrid,3,2
Elche,Girona,1,2
Athletic Bilbao,Real Valladolid,3,0
Osasuna,Barcelona,1,2
Almeria,Getafe,1,0
Sevilla,Real Sociedad,1,2
Espanyol,Villarreal,0,1
Mallorca,Atletico Madrid,1,0
Rayo Vallecano,Celta Vigo,0,0
Valencia,Real Betis,3,0
Real Madrid,Cadiz,2,1
Elche,Getafe,0,1
Girona,Athletic Bilbao,2,1
Getafe,Cadiz,0,0
Real Valladolid,Elche,2,1
Celta Vigo,Osasuna,1,2
Barcelona,Almeria,2,0
Atletico Madrid,Espanyol,1,1
Real Sociedad,Valencia,1,1
Villarreal,Mallorca,0,2
Real Betis,Sevilla,1,1
Celta Vigo,Getafe,1,1
Mallorca,Espanyol,1,1
Almeria,Celta Vigo,3,1
Cadiz,Atletico Madrid,3,2
Sevilla,Rayo Vallecano,0,1
Valencia,Barcelona,0,1
Osasuna,Real Valladolid,2,0
Real Madrid,Girona,1,1
Athletic Bilbao,Villarreal,1,0
Real Sociedad,Real Betis,0,2
Villarreal,Osasuna,2,0
Sevilla,Valencia,1,1
Getafe,Athletic Bilbao,2,2
Atletico Madrid,Rayo Vallecano,1,1
Cadiz,Real Betis,0,0
Real Valladolid,Celta Vigo,4,1
Real Sociedad,Mallorca,1,0
Elche,Real Madrid,0,3
Almeria,Girona,3,2
Osasuna,Espanyol,1,0
Barcelona,Villarreal,3,0
Rayo Vallecano,Cadiz,5,1
Real Valladolid,Real Sociedad,1,0
Valencia,Mallorca,1,2
Real Madrid,Sevilla,3,1
Espanyol,Elche,2,2
Real Betis,Atletico Madrid,1,2
Villarreal,Almeria,2,1
Girona,Osasuna,1,1
Barcelona,Athletic Bilbao,4,0
Villarreal,Osasuna,2,0
Sevilla,Valencia,1,1
Getafe,Athletic Bilbao,2,2
Atletico Madrid,Rayo Vallecano,1,1
Cadiz,Real Betis,0,0
Real Valladolid,Celta Vigo,4,1
Real Sociedad,Mallorca,1,0
Elche,Real Madrid,0,3
Almeria,Girona,3,2
Osasuna,Espanyol,1,0
Barcelona,Villarreal,3,0
Rayo Vallecano,Cadiz,5,1
Real Valladolid,Real Sociedad,1,0
Valencia,Mallorca,1,2
Real Madrid,Sevilla,3,1
Espanyol,Elche,2,2
Real Betis,Atletico Madrid,1,2
Villarreal,Almeria,2,1
Girona,Osasuna,1,1
Barcelona,Athletic Bilbao,4,0
Elche,Mallorca,1,1
Rayo Vallecano,Getafe,0,0
Girona,Cadiz,1,1
Valencia,Elche,2,2
Mallorca,Sevilla,0,1
Athletic Bilbao,Atletico Madrid,0,1
Celta Vigo,Real Sociedad,1,2
Real Madrid,Barcelona,3,1
Espanyol,Real Valladolid,1,0
Real Betis,Almeria,3,1
Rayo Vallecano,Elche,2,1
Osasuna,Valencia,1,2
Almeria,Rayo Vallecano,3,1
Atletico Madrid,Girona,2,1
Sevilla,Athletic Bilbao,1,1
Getafe,Real Madrid,0,1
Real Valladolid,Real Betis,0,0
Cadiz,Espanyol,2,2
Real Sociedad,Villarreal,1,0
Barcelona,Celta Vigo,1,0
Athletic Bilbao,Almeria,4,0
Cadiz,Villarreal,0,0
Getafe,Real Valladolid,2,3
Sevilla,Atletico Madrid,0,2
Mallorca,Barcelona,0,1
Espanyol,Valencia,2,2
Celta Vigo,Real Betis,1,0
Girona,Real Sociedad,3,5
Real Madrid,Osasuna,1,1
Almeria,Osasuna,0,1
Real Valladolid,Cadiz,0,1
Mallorca,Almeria,1,0
Barcelona,Elche,3,0
Valencia,Celta Vigo,3,0
Athletic Bilbao,Rayo Vallecano,3,2
Osasuna,Getafe,0,2
Villarreal,Sevilla,1,1
Real Sociedad,Espanyol,2,1
Real Betis,Girona,2,1
Atletico Madrid,Real Madrid,1,2
Real Valladolid,Almeria,1,0
Girona,Real Valladolid,2,1
Rayo Vallecano,Valencia,2,1
Espanyol,Sevilla,2,3
Cadiz,Barcelona,0,4
Atletico Madrid,Celta Vigo,4,1
Real Madrid,Mallorca,4,1
Elche,Athletic Bilbao,1,4
Getafe,Real Sociedad,2,1
Real Betis,Villarreal,1,0
Cadiz,Athletic Bilbao,0,4
Valencia,Atletico Madrid,0,1
Celta Vigo,Cadiz,3,0
Mallorca,Girona,1,1
Real Madrid,Real Betis,2,1
Real Sociedad,Atletico Madrid,1,1
Sevilla,Barcelona,0,3
Osasuna,Rayo Vallecano,2,1
Athletic Bilbao,Espanyol,0,1
Villarreal,Elche,4,0
Valencia,Getafe,5,1
Elche,Almeria,1,1
Girona,Getafe,3,1
Girona,Celta Vigo,0,1
Real Betis,Osasuna,1,0
Elche,Real Sociedad,0,1
Rayo Vallecano,Mallorca,0,2
Almeria,Sevilla,2,1
Getafe,Villarreal,0,0
Barcelona,Real Valladolid,4,0
Espanyol,Real Madrid,1,3
Athletic Bilbao,Mallorca,0,0
Getafe,Atletico Madrid,0,3
Real Betis,Elche,3,0
Espanyol,Rayo Vallecano,0,2
Sevilla,Real Valladolid,1,1
Osasuna,Cadiz,2,0
Mallorca,Real Betis,1,2
Celta Vigo,Real Madrid,1,4
Athletic Bilbao,Valencia,1,0
Atletico Madrid,Villarreal,0,2
Real Sociedad,Barcelona,1,4
