home,away,home_score,away_score
Atletico Madrid,Levante,0,2
Valencia,Celta Vigo,2,0
Real Valladolid,Real Madrid,0,1
Barcelona,Cadiz,1,1
Real Sociedad,Deportivo Alaves,4,0
SD Huesca,Granada,3,2
Athletic Bilbao,Villarreal,1,1
Atletico Madrid,Celta Vigo,2,2
Real Madrid,Getafe,2,0
Celta Vigo,Elche,3,1
Granada,Atletico Madrid,1,2
Sevilla,SD Huesca,1,0
Eibar,Real Valladolid,1,1
Barcelona,Deportivo Alaves,5,1
Getafe,Real Sociedad,0,1
Real Madrid,Valencia,2,0
Levante,Osasuna,0,1
Villarreal,Real Betis,1,2
Real Betis,Osasuna,1,0
Deportivo Alaves,Real Valladolid,1,0
Levante,Granada,2,2
SD Huesca,Real Madrid,1,2
Elche,Villarreal,2,2
Sevilla,Getafe,3,0
Real Sociedad,Cadiz,4,1
Athletic Bilbao,Valencia,1,1
Osasuna,Eibar,2,1
Real Betis,Barcelona,2,3
Athletic Bilbao,Getafe,5,1
Real Valladolid,SD Huesca,1,3
Eibar,Sevilla,0,2
Real Madrid,Levante,1,2
Valencia,Elche,1,0
Villarreal,Real Sociedad,1,1
Getafe,Deportivo Alaves,0,0
Cadiz,Atletico Madrid,2,4
Granada,Celta Vigo,0,0
Barcelona,Athletic Bilbao,2,1
Cadiz,Levante,2,2
Real Valladolid,Elche,2,2
Deportivo Alaves,Sevilla,1,2
Getafe,SD Huesca,1,0
Real Betis,Celta Vigo,2,1
Villarreal,Granada,2,2
Valencia,Osasuna,1,1
Eibar,Atletico Madrid,1,2
Levante,Real Valladolid,2,2
SD Huesca,Villarreal,0,0
Sevilla,Cadiz,3,0
Real Sociedad,Real Betis,2,2
Deportivo Alaves,Real Madrid,1,4
Osasuna,Granada,3,1
Elche,Barcelona,0,2
Celta Vigo,Eibar,1,1
Atletico Madrid,Valencia,3,1
Elche,Getafe,1,3
SD Huesca,Real Betis,0,2
Granada,Osasuna,2,0
Atletico Madrid,Sevilla,2,0
Valencia,Cadiz,1,1
Athletic Bilbao,Barcelona,2,3
Celta Vigo,Villarreal,0,4
Sevilla,Real Sociedad,3,2
Granada,Barcelona,0,4
Osasuna,Real Madrid,0,0
Levante,Eibar,2,1
Cadiz,Deportivo Alaves,3,1
Real Valladolid,Valencia,0,1
Sevilla,Villarreal,2,0
Barcelona,Eibar,1,1
Cadiz,Real Valladolid,0,0
Levante,Real Betis,4,3
Granada,Valencia,2,1
Celta Vigo,SD Huesca,2,1
Atletico Madrid,Getafe,1,0
Elche,Real Madrid,1,1
Athletic Bilbao,Real Sociedad,0,1
Osasuna,Deportivo Alaves,1,1
Villarreal,Levante,2,1
Real Betis,Sevilla,1,1
Getafe,Real Valladolid,0,1
Real Madrid,Celta Vigo,2,0
Athletic Bilbao,Elche,1,0
Deportivo Alaves,Atletico Madrid,1,2
Eibar,Granada,2,0
Real Sociedad,Osasuna,1,1
SD Huesca,Barcelona,0,1
Valencia,Sevilla,0,1
Elche,Osasuna,2,2
Real Sociedad,Atletico Madrid,0,2
SD Huesca,Levante,1,1
Real Valladolid,Barcelona,0,3
Villarreal,Athletic Bilbao,1,1
Getafe,Celta Vigo,1,1
Real Madrid,Granada,2,0
Deportivo Alaves,Eibar,2,1
Real Betis,Cadiz,1,0
Celta Vigo,Cadiz,4,0
Real Madrid,Athletic Bilbao,3,1
Barcelona,Real Sociedad,2,1
Athletic Bilbao,SD Huesca,2,0
Atletico Madrid,Elche,3,1
Barcelona,Valencia,2,2
Levante,Real Sociedad,2,1
Osasuna,Villarreal,1,3
Sevilla,Real Valladolid,1,1
Celta Vigo,Deportivo Alaves,2,0
Granada,Real Betis,2,0
Cadiz,Getafe,0,2
Eibar,Real Madrid,1,3
Eibar,Valencia,0,0
Real Valladolid,Osasuna,3,2
Valencia,Athletic Bilbao,2,2
Getafe,Sevilla,0,1
SD Huesca,Deportivo Alaves,1,0
Real Madrid,Atletico Madrid,2,0
Real Sociedad,Eibar,1,1
Real Betis,Villarreal,1,1
Elche,Granada,0,1
Barcelona,Levante,1,0
Real Betis,Eibar,0,2
Athletic Bilbao,Celta Vigo,0,2
Levante,Getafe,3,0
Sevilla,Real Madrid,0,1
Atletico Madrid,Real Valladolid,2,0
Cadiz,Barcelona,2,1
Granada,SD Huesca,3,3
Osasuna,Real Betis,0,2
Villarreal,Elche,0,0
Deportivo Alaves,Real Sociedad,0,0
Athletic Bilbao,Real Betis,4,0
Real Valladolid,Levante,1,1
Elche,Cadiz,1,1
Valencia,Atletico Madrid,0,1
SD Huesca,Sevilla,0,1
Real Madrid,Deportivo Alaves,1,2
Barcelona,Osasuna,4,0
Getafe,Athletic Bilbao,1,1
Celta Vigo,Granada,3,1
Real Sociedad,Villarreal,1,1
Osasuna,SD Huesca,1,1
Levante,Elche,1,1
Villarreal,Real Madrid,1,1
Sevilla,Celta Vigo,4,2
Atletico Madrid,Barcelona,1,0
Eibar,Getafe,0,0
Cadiz,Real Sociedad,0,1
Granada,Real Valladolid,1,3
Deportivo Alaves,Valencia,2,2
Villarreal,Real Valladolid,2,0
Elche,Celta Vigo,1,1
SD Huesca,Eibar,1,1
Barcelona,Real Betis,5,2
Sevilla,Osasuna,1,0
Atletico Madrid,Cadiz,4,0
Getafe,Villarreal,1,3
Real Sociedad,Granada,2,0
Real Valladolid,Athletic Bilbao,2,1
Levante,Deportivo Alaves,1,1
Valencia,Real Madrid,4,1
Levante,Celta Vigo,1,1
Eibar,Cadiz,0,2
Real Madrid,SD Huesca,4,1
Athletic Bilbao,Sevilla,2,1
Osasuna,Atletico Madrid,1,3
Deportivo Alaves,Barcelona,1,1
Real Betis,Elche,3,1
Celta Vigo,Real Sociedad,1,4
Granada,Levante,1,1
Valencia,Getafe,2,2
Elche,Valencia,2,1
Barcelona,Real Madrid,1,3
Osasuna,Athletic Bilbao,1,0
Sevilla,Eibar,0,1
Atletico Madrid,Real Betis,2,0
Real Valladolid,Deportivo Alaves,0,2
Cadiz,Villarreal,0,0
Getafe,Granada,0,1
Real Sociedad,SD Huesca,4,1
Granada,Sevilla,1,0
Celta Vigo,Atletico Madrid,0,2
Real Madrid,Cadiz,0,1
Getafe,Barcelona,1,0
Eibar,Osasuna,0,0
Athletic Bilbao,Levante,2,0
Villarreal,Valencia,2,1
Deportivo Alaves,Elche,0,2
SD Huesca,Real Valladolid,2,2
Real Betis,Real Sociedad,0,3
Real Sociedad,Valencia,0,1
Getafe,Real Betis,3,0
SD Huesca,Atletico Madrid,0,0
Villarreal,Deportivo Alaves,3,1
Real Madrid,Real Valladolid,1,0
Eibar,Elche,0,1
Sevilla,Levante,1,0
Athletic Bilbao,Cadiz,0,1
Celta Vigo,Barcelona,0,3
Real Valladolid,Eibar,1,2
Atletico Madrid,Villarreal,0,0
Elche,SD Huesca,0,0
Real Sociedad,Getafe,3,0
Valencia,Real Betis,0,2
Osasuna,Celta Vigo,2,0
Deportivo Alaves,Athletic Bilbao,1,0
Levante,Real Madrid,0,2
Cadiz,Granada,1,1
Barcelona,Sevilla,1,1
Deportivo Alaves,Getafe,0,0
Valencia,SD Huesca,1,1
Elche,Real Sociedad,0,3
Real Betis,Real Madrid,2,3
Osasuna,Levante,1,3
Eibar,Athletic Bilbao,1,2
Atletico Madrid,Granada,6,1
Cadiz,Sevilla,1,3
Real Valladolid,Celta Vigo,1,1
Barcelona,Villarreal,4,0
Villarreal,Eibar,2,1
Getafe,Osasuna,1,0
Celta Vigo,Valencia,2,1
SD Huesca,Cadiz,0,2
Granada,Deportivo Alaves,2,1
Real Betis,Real Valladolid,2,0
Real Sociedad,Real Madrid,0,0
