home,away,home_score,away_score
Cagliari,Crotone,4,2
Benevento,Napoli,1,2
Parma Calcio 1913,Spezia,2,2
Fiorentina,Udinese,3,2
Juventus,Verona,1,1
Napoli,Atalanta,4,1
Sampdoria,Lazio,3,0
Inter,AC Milan,1,2
Crotone,Juventus,1,1
Bologna,Sassuolo,3,4
Spezia,Fiorentina,2,2
Torino,Cagliari,2,3
Udinese,Parma Calcio 1913,3,2
Roma,Benevento,5,2
Bologna,Parma Calcio 1913,4,1
Udinese,Spezia,0,2
Benevento,Inter,2,5
Lazio,Atalanta,1,4
Fiorentina,Sampdoria,1,2
Sassuolo,Crotone,4,1
Udinese,Roma,0,1
Atalanta,Cagliari,5,2
Benevento,Bologna,1,0
Lazio,Inter,1,1
Parma Calcio 1913,Verona,1,0
AC Milan,Spezia,3,0
AC Milan,Bologna,2,0
Torino,Atalanta,2,4
Cagliari,Lazio,0,2
Sampdoria,Benevento,2,3
Inter,Fiorentina,4,3
Spezia,Sassuolo,1,4
Verona,Udinese,1,0
Napoli,Genoa,6,0
Crotone,AC Milan,0,2
Roma,Juventus,2,2
