home,away,home_score,away_score
AC Milan,Torino,1,0
Brescia,Napoli,1,2
Bologna,Udinese,1,1
SPAL 2013,Juventus,1,2
Fiorentina,AC Milan,1,1
Genoa,Lazio,2,3
Roma,Lecce,4,0
Lecce,SPAL 2013,2,1
Bologna,Genoa,0,3
Atalanta,Roma,2,1
Udinese,Verona,0,0
Sampdoria,Fiorentina,1,5
Sassuolo,Parma Calcio 1913,0,1
Juventus,Brescia,2,0
Cagliari,Napoli,0,1
Lazio,Inter,2,1
Sampdoria,Napoli,2,4
Lazio,Verona,0,0
Roma,Bologna,2,3
Fiorentina,Atalanta,1,2
Torino,Sampdoria,1,3
Verona,Juventus,2,1
SPAL 2013,Sassuolo,1,2
Napoli,Lecce,2,3
Genoa,Cagliari,1,0
Brescia,Udinese,1,1
Parma Calcio 1913,Lazio,0,1
Inter,AC Milan,4,2
Bologna,Brescia,2,1
Cagliari,Parma Calcio 1913,2,2
Sassuolo,Roma,4,2
Juventus,Fiorentina,3,0
Lazio,SPAL 2013,5,1
Atalanta,Genoa,2,2
AC Milan,Verona,1,1
Lecce,Torino,4,0
Udinese,Inter,0,2
Atalanta,SPAL 2013,1,2
Brescia,AC Milan,0,1
SPAL 2013,Bologna,1,3
Fiorentina,Genoa,0,0
Torino,Atalanta,0,7
Inter,Cagliari,1,1
Verona,Lecce,3,0
Sampdoria,Sassuolo,0,0
Parma Calcio 1913,Udinese,2,0
Roma,Lazio,1,1
Napoli,Juventus,2,1
Parma Calcio 1913,Lecce,2,0
Lazio,Sampdoria,5,1
Sassuolo,Torino,2,1
Napoli,Fiorentina,0,2
AC Milan,Udinese,3,2
Lecce,Inter,1,1
Bologna,Verona,1,1
Brescia,Cagliari,2,2
Genoa,Roma,1,3
Juventus,Parma Calcio 1913,2,1
Bologna,Fiorentina,1,1
Atalanta,Parma Calcio 1913,5,0
Juventus,Cagliari,4,0
AC Milan,Sampdoria,0,0
Lecce,Udinese,0,1
Napoli,Inter,1,3
Cagliari,AC Milan,0,2
Lazio,Napoli,1,0
Inter,Atalanta,1,1
Udinese,Sassuolo,3,0
Sampdoria,Brescia,5,1
Torino,Bologna,1,0
Fiorentina,SPAL 2013,1,0
Verona,Genoa,2,1
Roma,Juventus,1,2
Brescia,Lazio,1,2
SPAL 2013,Verona,0,2
Genoa,Sassuolo,2,1
Roma,Torino,0,2
Cagliari,Lazio,1,2
Sampdoria,Juventus,1,2
Brescia,Sassuolo,0,2
Fiorentina,Roma,1,4
Udinese,Cagliari,2,1
Inter,Genoa,4,0
Torino,SPAL 2013,1,2
Atalanta,AC Milan,5,0
Lecce,Bologna,2,3
Parma Calcio 1913,Brescia,1,1
Sassuolo,Napoli,1,2
Brescia,Lecce,3,0
Napoli,Parma Calcio 1913,1,2
Genoa,Sampdoria,0,1
Verona,Torino,3,3
Juventus,Udinese,3,1
AC Milan,Sassuolo,0,0
Bologna,Atalanta,2,1
Roma,SPAL 2013,3,1
Fiorentina,Inter,1,1
Cagliari,Sampdoria,4,3
Inter,Roma,0,0
Atalanta,Verona,3,2
Udinese,Napoli,1,1
Lazio,Juventus,3,1
Lecce,Genoa,2,2
Sassuolo,Cagliari,2,2
SPAL 2013,Brescia,0,1
Torino,Fiorentina,2,1
Sampdoria,Parma Calcio 1913,0,1
Bologna,AC Milan,2,3
Lecce,Cagliari,2,2
SPAL 2013,Genoa,1,1
Brescia,Atalanta,0,3
Genoa,Torino,0,1
Fiorentina,Lecce,0,1
Juventus,Sassuolo,2,2
Lazio,Udinese,3,0
Inter,SPAL 2013,2,1
Parma Calcio 1913,AC Milan,0,1
Napoli,Bologna,1,2
Verona,Roma,1,3
Atalanta,Juventus,1,3
AC Milan,Napoli,1,1
Torino,Inter,0,3
Bologna,Parma Calcio 1913,2,2
Verona,Fiorentina,1,0
Roma,Brescia,3,0
Sassuolo,Lazio,1,2
Sampdoria,Udinese,2,1
SPAL 2013,Sampdoria,0,1
Sassuolo,Bologna,3,1
Brescia,Torino,0,4
Inter,Verona,2,1
Napoli,Genoa,0,0
Cagliari,Fiorentina,5,2
Lazio,Lecce,4,2
Udinese,SPAL 2013,0,0
Sampdoria,Atalanta,0,0
Parma Calcio 1913,Roma,2,0
Juventus,AC Milan,1,0
Parma Calcio 1913,Verona,0,1
Brescia,Inter,1,2
Napoli,Atalanta,2,2
Cagliari,Bologna,3,2
Juventus,Genoa,2,1
Lazio,Torino,4,0
Sampdoria,Lecce,1,1
Sassuolo,Fiorentina,1,2
Udinese,Roma,0,4
AC Milan,SPAL 2013,1,0
Roma,Napoli,2,1
Bologna,Inter,1,2
Torino,Juventus,0,1
Atalanta,Cagliari,0,2
Genoa,Udinese,1,3
Verona,Brescia,2,1
Lecce,Sassuolo,2,2
Fiorentina,Parma Calcio 1913,1,1
AC Milan,Lazio,1,2
Brescia,Fiorentina,0,0
Verona,Sassuolo,0,1
Lecce,Juventus,1,1
Inter,Parma Calcio 1913,2,2
Genoa,Brescia,3,1
Bologna,Sampdoria,2,1
Atalanta,Udinese,7,1
SPAL 2013,Napoli,1,1
Torino,Cagliari,1,1
Roma,AC Milan,2,1
Fiorentina,Lazio,1,2
Lazio,Atalanta,3,3
Napoli,Verona,2,0
Juventus,Bologna,2,1
Sassuolo,Inter,3,4
Udinese,Torino,1,0
Cagliari,SPAL 2013,2,0
Sampdoria,Roma,0,0
Parma Calcio 1913,Genoa,5,1
AC Milan,Lecce,2,2
Parma Calcio 1913,Torino,3,2
SPAL 2013,Parma Calcio 1913,1,0
Verona,Sampdoria,2,0
Genoa,AC Milan,1,2
Fiorentina,Udinese,1,0
Atalanta,Lecce,3,1
Bologna,Lazio,2,2
Roma,Cagliari,1,1
Torino,Napoli,0,0
Inter,Juventus,1,2
Verona,Udinese,0,0
Brescia,Juventus,1,2
Roma,Atalanta,0,2
SPAL 2013,Lecce,1,3
Fiorentina,Sampdoria,2,1
Genoa,Bologna,0,0
Inter,Lazio,1,0
Napoli,Cagliari,0,1
Parma Calcio 1913,Sassuolo,1,0
Torino,AC Milan,2,1
Juventus,SPAL 2013,2,0
Sampdoria,Inter,1,3
Sassuolo,Atalanta,1,4
Napoli,Brescia,2,1
Udinese,Bologna,1,0
Lazio,Genoa,4,0
Lecce,Roma,0,1
Cagliari,Verona,1,1
AC Milan,Fiorentina,1,3
Torino,Lecce,1,2
Cagliari,Genoa,3,1
Udinese,Brescia,0,1
Juventus,Verona,2,1
AC Milan,Inter,0,2
Sassuolo,SPAL 2013,3,0
Sampdoria,Torino,1,0
Bologna,Roma,1,2
Lecce,Napoli,1,4
Atalanta,Fiorentina,2,2
Lazio,Parma Calcio 1913,2,0
Fiorentina,Juventus,0,0
Napoli,Sampdoria,2,0
Inter,Udinese,1,0
Genoa,Atalanta,1,2
Brescia,Bologna,3,4
Parma Calcio 1913,Cagliari,1,3
SPAL 2013,Lazio,2,1
Roma,Sassuolo,4,2
Verona,AC Milan,0,1
Inter,Lecce,4,0
Bologna,SPAL 2013,1,0
AC Milan,Brescia,1,0
Juventus,Napoli,4,3
Lazio,Roma,1,1
Lecce,Verona,0,1
Cagliari,Inter,1,2
Genoa,Fiorentina,2,1
Sassuolo,Sampdoria,4,1
Udinese,Parma Calcio 1913,1,3
Atalanta,Torino,2,3
