home,away,home_score,away_score
Cagliari,Frosinone,1,0
Empoli,SPAL 2013,2,4
Genoa,Torino,0,1
Juventus,Fiorentina,2,1
Inter,Roma,1,1
Bologna,Chievo,3,0
SPAL 2013,Juventus,2,1
Roma,Udinese,1,0
AC Milan,Lazio,1,0
Torino,Cagliari,1,1
Sampdoria,Genoa,2,0
Sassuolo,Parma Calcio 1913,0,0
Fiorentina,Bologna,0,0
Chievo,Napoli,1,3
Frosinone,Inter,1,3
AC Milan,Udinese,1,1
Cagliari,Juventus,0,2
Empoli,Napoli,2,1
Frosinone,Parma Calcio 1913,3,2
Genoa,Inter,0,4
Roma,Fiorentina,2,2
SPAL 2013,Lazio,1,0
Torino,Sampdoria,2,1
Sassuolo,Chievo,4,0
Atalanta,Bologna,4,1
Parma Calcio 1913,Torino,0,0
Juventus,AC Milan,2,1
Sampdoria,Roma,0,1
Fiorentina,Frosinone,0,1
Cagliari,SPAL 2013,2,1
Udinese,Empoli,3,2
Inter,Atalanta,0,0
Lazio,Sassuolo,2,2
Napoli,Genoa,1,1
Chievo,Cagliari,0,3
Udinese,Genoa,2,0
Juventus,Empoli,1,0
Sampdoria,AC Milan,1,0
Parma Calcio 1913,Atalanta,1,3
Roma,Napoli,1,4
Fiorentina,Torino,1,1
Frosinone,SPAL 2013,0,1
Bologna,Sassuolo,2,1
Inter,Lazio,0,1
Roma,Empoli,2,1
Cagliari,Fiorentina,2,1
Sassuolo,Sampdoria,3,5
SPAL 2013,Roma,2,1
Torino,Bologna,2,3
Genoa,Juventus,2,0
Lazio,Parma Calcio 1913,4,1
Empoli,Frosinone,2,1
Atalanta,Chievo,1,1
Napoli,Udinese,4,2
AC Milan,Inter,2,3
Juventus,Udinese,4,1
Parma Calcio 1913,Genoa,1,0
Chievo,AC Milan,1,2
Bologna,Cagliari,2,0
Frosinone,Torino,1,2
Inter,SPAL 2013,2,0
Sampdoria,Atalanta,1,2
Sassuolo,Napoli,1,1
Fiorentina,Lazio,1,1
Cagliari,Inter,2,1
Empoli,Parma Calcio 1913,3,3
AC Milan,Sassuolo,1,0
Lazio,Roma,3,0
Torino,Chievo,3,0
Udinese,Bologna,2,1
SPAL 2013,Sampdoria,1,2
Genoa,Frosinone,0,0
Atalanta,Fiorentina,3,1
Napoli,Juventus,1,2
Roma,Bologna,2,1
AC Milan,Empoli,3,0
Torino,Atalanta,2,0
Frosinone,Roma,2,3
Sampdoria,Cagliari,1,0
Sassuolo,SPAL 2013,1,1
Bologna,Juventus,0,1
Chievo,Genoa,0,0
Parma Calcio 1913,Napoli,0,4
Fiorentina,Inter,3,3
Juventus,Frosinone,3,0
Cagliari,Parma Calcio 1913,2,1
Atalanta,AC Milan,1,3
SPAL 2013,Fiorentina,1,4
Udinese,Chievo,1,0
Empoli,Sassuolo,3,0
Genoa,Lazio,2,1
Inter,Sampdoria,2,1
Napoli,Torino,0,0
Frosinone,Lazio,0,1
Cagliari,Atalanta,0,1
Lazio,Empoli,1,0
Chievo,Roma,0,3
Fiorentina,Napoli,0,0
Parma Calcio 1913,Inter,0,1
Bologna,Genoa,1,1
Torino,Udinese,1,0
Sampdoria,Frosinone,0,1
Atalanta,SPAL 2013,2,1
Sassuolo,Juventus,0,3
AC Milan,Cagliari,3,0
Empoli,Genoa,1,3
Empoli,Chievo,2,2
Napoli,Sampdoria,3,0
Juventus,Parma Calcio 1913,3,3
SPAL 2013,Torino,0,0
Udinese,Fiorentina,1,1
Genoa,Sassuolo,1,1
Inter,Bologna,0,1
Roma,AC Milan,1,1
Genoa,AC Milan,0,2
Juventus,Chievo,3,0
Sassuolo,Cagliari,3,0
Sampdoria,Udinese,4,0
AC Milan,Napoli,0,0
Chievo,Fiorentina,3,4
Atalanta,Roma,3,3
Bologna,Frosinone,0,4
Parma Calcio 1913,SPAL 2013,2,3
Torino,Inter,1,0
Lazio,Juventus,1,2
Roma,Torino,3,2
Udinese,Parma Calcio 1913,1,2
Inter,Sassuolo,0,0
Frosinone,Atalanta,0,5
SPAL 2013,Bologna,1,1
Fiorentina,Sampdoria,3,3
Cagliari,Empoli,2,2
Napoli,Lazio,2,1
Frosinone,AC Milan,0,0
Atalanta,Juventus,2,2
Bologna,Lazio,0,2
Cagliari,Genoa,1,0
Fiorentina,Parma Calcio 1913,0,1
Sampdoria,Chievo,2,0
SPAL 2013,Udinese,0,0
Torino,Empoli,3,0
Roma,Sassuolo,3,1
Inter,Napoli,1,0
Juventus,Sampdoria,2,1
Lazio,Torino,1,1
Parma Calcio 1913,Roma,0,2
Sassuolo,Atalanta,2,6
Udinese,Cagliari,2,0
Chievo,Frosinone,1,0
Empoli,Inter,0,1
Genoa,Fiorentina,0,0
Napoli,Bologna,3,2
AC Milan,SPAL 2013,2,1
Atalanta,Lazio,1,0
Bologna,AC Milan,0,0
Lazio,Cagliari,3,1
AC Milan,Fiorentina,0,1
Napoli,SPAL 2013,1,0
Sassuolo,Torino,1,1
Udinese,Frosinone,1,1
Empoli,Sampdoria,2,4
Genoa,Atalanta,3,1
Chievo,Inter,1,1
Parma Calcio 1913,Bologna,0,0
Juventus,Roma,1,0
Inter,Udinese,1,0
Torino,Juventus,0,1
SPAL 2013,Chievo,0,0
Sampdoria,Parma Calcio 1913,2,0
Fiorentina,Empoli,3,1
Frosinone,Sassuolo,0,2
Cagliari,Napoli,0,1
Roma,Genoa,3,2
Atalanta,Napoli,1,2
Juventus,Inter,1,0
Napoli,Frosinone,4,0
Cagliari,Roma,2,2
Lazio,Sampdoria,2,2
Sassuolo,Fiorentina,3,3
Udinese,Atalanta,1,3
Parma Calcio 1913,Chievo,1,1
Empoli,Bologna,2,1
Genoa,SPAL 2013,1,1
AC Milan,Torino,0,0
Cagliari,Torino,0,0
SPAL 2013,Empoli,2,2
Fiorentina,Juventus,0,3
Sampdoria,Bologna,4,1
AC Milan,Parma Calcio 1913,2,1
Sassuolo,Udinese,0,0
Torino,Genoa,2,1
Frosinone,Cagliari,1,1
Chievo,Lazio,1,1
Roma,Inter,2,2
Udinese,Roma,1,0
Juventus,SPAL 2013,2,0
Inter,Frosinone,3,0
Parma Calcio 1913,Sassuolo,2,1
Napoli,Chievo,0,0
Bologna,Fiorentina,0,0
Empoli,Atalanta,3,2
Lazio,AC Milan,1,1
Genoa,Sampdoria,1,1
Frosinone,Fiorentina,1,1
Torino,Parma Calcio 1913,1,2
SPAL 2013,Cagliari,2,2
Genoa,Napoli,1,2
Atalanta,Inter,4,1
Chievo,Bologna,2,2
Empoli,Udinese,2,1
Roma,Sampdoria,4,1
Sassuolo,Lazio,1,1
AC Milan,Juventus,0,2
Lazio,Inter,0,3
AC Milan,Genoa,2,1
Napoli,Empoli,5,1
Inter,Genoa,5,0
Fiorentina,Roma,1,1
Juventus,Cagliari,3,1
Lazio,SPAL 2013,4,1
Parma Calcio 1913,Frosinone,0,0
Sampdoria,Torino,1,4
Chievo,Sassuolo,0,2
Bologna,Atalanta,1,2
Udinese,AC Milan,0,1
Sampdoria,Sassuolo,0,0
Atalanta,Parma Calcio 1913,3,0
Empoli,Juventus,1,2
Torino,Fiorentina,1,1
Sassuolo,Bologna,2,2
SPAL 2013,Frosinone,0,3
Genoa,Udinese,2,2
Cagliari,Chievo,2,1
AC Milan,Sampdoria,3,2
Napoli,Roma,1,1
Roma,SPAL 2013,0,2
Juventus,Genoa,1,1
Udinese,Napoli,0,3
Frosinone,Empoli,3,3
Bologna,Torino,2,2
Chievo,Atalanta,1,5
Parma Calcio 1913,Lazio,0,2
Fiorentina,Cagliari,1,1
Inter,AC Milan,1,0
Sampdoria,SPAL 2013,2,1
Torino,Frosinone,3,2
Cagliari,Bologna,2,0
Udinese,Juventus,0,2
Empoli,Roma,0,2
Genoa,Parma Calcio 1913,1,3
Lazio,Fiorentina,1,0
AC Milan,Chievo,3,1
Atalanta,Sampdoria,0,1
Napoli,Sassuolo,2,0
SPAL 2013,Inter,1,2
Inter,Fiorentina,2,1
Udinese,Lazio,1,2
Juventus,Bologna,2,0
Napoli,Parma Calcio 1913,3,0
Roma,Frosinone,4,0
Atalanta,Torino,0,0
Cagliari,Sampdoria,0,0
Genoa,Chievo,2,0
SPAL 2013,Sassuolo,0,2
Empoli,AC Milan,1,1
Roma,Lazio,3,1
Juventus,Napoli,3,1
Inter,Cagliari,2,0
Bologna,Udinese,2,1
Chievo,Torino,0,1
Fiorentina,Atalanta,2,0
Frosinone,Genoa,1,2
Parma Calcio 1913,Empoli,1,0
Sassuolo,AC Milan,1,4
SPAL 2013,Atalanta,2,0
Sampdoria,Fiorentina,1,1
Sassuolo,Empoli,3,1
Parma Calcio 1913,Cagliari,2,0
Fiorentina,SPAL 2013,3,0
Sampdoria,Inter,0,1
Torino,Napoli,1,3
Lazio,Genoa,4,1
Bologna,Roma,2,0
Chievo,Udinese,0,2
AC Milan,Atalanta,2,2
Frosinone,Juventus,0,2
Inter,Parma Calcio 1913,0,1
Napoli,Fiorentina,1,0
Frosinone,Sampdoria,0,5
Roma,Chievo,2,2
Udinese,Torino,1,1
Juventus,Sassuolo,2,1
Genoa,Bologna,1,0
Empoli,Lazio,0,1
Cagliari,AC Milan,1,1
Roma,Atalanta,3,3
AC Milan,Roma,2,1
Bologna,Inter,0,3
Parma Calcio 1913,Juventus,1,2
Fiorentina,Udinese,1,0
Lazio,Frosinone,1,0
Sampdoria,Napoli,3,0
Sassuolo,Genoa,5,3
Torino,SPAL 2013,1,0
Chievo,Empoli,0,0
Atalanta,Cagliari,0,1
Atalanta,Frosinone,4,0
Juventus,Lazio,2,0
Napoli,AC Milan,3,2
SPAL 2013,Parma Calcio 1913,1,0
Udinese,Sampdoria,1,0
Cagliari,Sassuolo,2,2
Fiorentina,Chievo,6,1
Frosinone,Bologna,0,0
Genoa,Empoli,2,1
Inter,Torino,2,2
