name,team,min,goal,assist,shot,pass,aer,mom,rating
Matthijs de Ligt,Juventus,2675,3,1,0.6,0.889,2.9,2,6.87
Alex Meret,Napoli,620,0,0,0.0,0.868,0.6,1,6.87
Guglielmo Vicario,Empoli,3420,0,0,0.0,0.7490000000000001,0.4,5,6.87
Lukasz Skorupski,Bologna,3240,0,0,0.0,0.72,0.5,5,6.86
Pierre Kalulu,AC Milan,1939,1,2,0.2,0.898,0.8,3,6.86
Etrit Berisha,Torino,900,0,0,0.0,0.495,0.0,0,6.86
Junior Messias,AC Milan,1430,5,2,1.7,0.728,1.1,2,6.86
Mario Pasalic,Atalanta,2010,13,6,1.3,0.8109999999999999,1.4,3,6.86
Dries Mertens,Napoli,1389,11,1,1.5,0.762,0.1,2,6.86
Marko Arnautovic,Bologna,2706,14,1,2.8,0.737,0.8,4,6.85
Hirving Lozano,Napoli,1622,5,5,1.7,0.821,0.3,2,6.85
Sasa Lukic,Torino,2987,5,4,0.9,0.878,1.2,2,6.85
Dusan Vlahovic,Juventus,1078,7,1,2.9,0.6829999999999999,1.3,2,6.85
Beto,Udinese,2175,11,0,2.3,0.687,2.6,1,6.84
Adrien Tameze,Verona,2580,4,2,0.6,0.8109999999999999,1.6,1,6.84
Jerdy Schouten,Bologna,1394,1,1,0.4,0.847,1.6,1,6.84
Josip Ilicic,Atalanta,837,3,4,1.6,0.763,0.1,0,6.84
Álvaro Morata,Juventus,2312,9,7,1.7,0.757,1.1,3,6.83
Nicolás Domínguez,Bologna,2027,0,3,0.8,0.8340000000000001,1.3,2,6.83
Amir Rrahmani,Napoli,2928,4,0,0.7,0.9109999999999999,2.4,2,6.83
Adrian Semper,Genoa,90,0,0,0.0,0.529,0.0,0,6.83
Zlatan Ibrahimovic,AC Milan,1009,8,3,2.2,0.725,1.9,2,6.82
Gianluca Scamacca,Sassuolo,2155,16,0,2.2,0.74,1.4,2,6.82
David Ospina,Napoli,2790,0,0,0.0,0.812,0.4,0,6.82
Teun Koopmeiners,Atalanta,2129,4,1,0.9,0.8270000000000001,0.9,2,6.82
Éderson,Salernitana,1153,2,1,1.4,0.816,0.7,2,6.82
Riccardo Stivanello,Bologna,45,0,0,0.0,0.75,1.0,0,6.82
Adrien Rabiot,Juventus,2294,0,2,0.8,0.833,1.5,0,6.82
Milan Skriniar,Inter,3150,3,0,0.7,0.929,1.5,0,6.82
Denzel Dumfries,Inter,2028,5,4,1.2,0.7709999999999999,1.3,1,6.81
Jordan Veretout,Roma,2329,4,8,0.8,0.884,0.4,1,6.81
Manuel Locatelli,Juventus,2161,3,4,0.7,0.858,1.0,2,6.81
Wilfried Singo,Torino,2626,3,4,1.2,0.7979999999999999,1.2,3,6.8
Simone Bastoni,Spezia,2291,3,3,0.9,0.74,0.8,2,6.8
Szymon Zurkowski,Empoli,2320,6,2,1.3,0.799,0.7,2,6.8
Giorgio Altare,Cagliari,1469,1,0,0.9,0.6890000000000001,2.4,1,6.8
Samir,Udinese,1427,0,0,0.4,0.7979999999999999,2.4,0,6.8
Ibañez,Roma,2888,3,0,0.6,0.875,1.8,2,6.8
Destiny Udogie,Udinese,2486,5,4,0.8,0.784,0.8,0,6.8
Milan Badelj,Genoa,2853,1,0,0.6,0.789,1.0,1,6.79
Sérgio Oliveira,Roma,902,2,1,0.9,0.8320000000000001,0.6,3,6.79
Samir Handanovic,Inter,3330,0,0,0.0,0.833,0.2,3,6.79
Petar Stojanovic,Empoli,2741,1,1,0.3,0.785,0.4,1,6.79
Ismaël Bennacer,AC Milan,1523,2,1,0.5,0.877,0.5,2,6.78
Morten Frendrup,Genoa,694,0,0,0.4,0.665,1.2,0,6.78
Marten de Roon,Atalanta,2549,3,0,0.8,0.8540000000000001,1.8,0,6.78
Marco Faraoni,Verona,2583,4,6,0.9,0.68,1.4,1,6.77
João Galvão,Cagliari,3325,13,4,2.5,0.723,1.7,4,6.77
Josip Brekalo,Torino,2297,7,2,1.4,0.7809999999999999,0.5,3,6.77
Davide Frattesi,Sassuolo,2885,4,3,1.9,0.8370000000000001,0.7,1,6.77
Federico Dimarco,Inter,1422,2,2,1.2,0.882,0.3,1,6.77
Ivan Provedel,Spezia,2762,0,0,0.0,0.575,0.3,3,6.76
Maxime Lopez,Sassuolo,2942,2,2,0.5,0.912,0.2,0,6.76
Pablo Marí,Udinese,1342,2,0,0.7,0.763,2.9,1,6.76
Cristiano Biraghi,Fiorentina,3167,4,1,1.0,0.8490000000000001,0.1,1,6.76
Merih Demiral,Atalanta,1916,1,2,0.9,0.852,3.0,2,6.75
Giacomo Bonaventura,Fiorentina,2280,4,5,1.5,0.852,0.5,1,6.75
Musa Barrow,Bologna,2147,6,6,2.1,0.826,0.4,1,6.75
Nikola Milenkovic,Fiorentina,2932,1,0,0.7,0.8959999999999999,2.9,0,6.75
Giacomo Raspadori,Sassuolo,2757,10,5,2.0,0.8270000000000001,0.3,2,6.75
Emil Bohinen,Salernitana,699,0,1,0.4,0.821,0.5,0,6.75
Chris Smalling,Roma,2088,3,0,0.4,0.89,1.9,0,6.74
Alessio Romagnoli,AC Milan,1408,1,0,0.6,0.895,2.4,0,6.74
Giorgio Chiellini,Juventus,1354,0,0,0.2,0.835,1.8,0,6.74
Andrea Pinamonti,Empoli,2871,13,2,2.5,0.622,2.1,2,6.74
Francesco Acerbi,Lazio,2530,4,0,0.5,0.9,2.3,0,6.73
Mattia Bani,Genoa,1214,0,0,0.5,0.715,2.5,1,6.73
Domenico Criscito,Genoa,1622,6,1,1.2,0.8,0.9,0,6.73
Rafael Tolói,Atalanta,1440,1,1,0.6,0.8240000000000001,1.9,0,6.73
Nicolò Rovella,Genoa,1467,0,3,0.8,0.847,0.2,0,6.73
Wojciech Szczesny,Juventus,2970,0,0,0.0,0.794,0.3,2,6.73
Lucas Martínez,Fiorentina,1431,1,0,0.8,0.898,2.4,0,6.73
Ethan Ampadu,Venezia,2289,0,3,0.2,0.769,2.3,0,6.73
Weston McKennie,Juventus,1372,3,0,1.1,0.773,1.4,1,6.73
Stefan de Vrij,Inter,2413,0,0,0.7,0.9179999999999999,2.3,0,6.73
Giorgos Kyriakopoulos,Sassuolo,1973,0,5,1.0,0.845,0.7,0,6.73
Alberto Grassi,Cagliari,2185,0,2,0.8,0.813,1.8,2,6.73
Stanislav Lobotka,Napoli,1687,1,0,0.1,0.937,0.3,0,6.73
Darko Lazovic,Verona,2783,1,7,1.4,0.708,0.4,1,6.72
Filip Djuricic,Sassuolo,678,2,1,1.4,0.795,0.3,1,6.72
Mërgim Vojvoda,Torino,1978,0,3,0.6,0.7909999999999999,0.8,1,6.72
Remo Freuler,Atalanta,2380,1,3,0.7,0.872,0.7,0,6.71
Johan Vásquez,Genoa,2282,1,0,0.5,0.718,2.1,1,6.71
Piotr Zielinski,Napoli,2099,6,5,1.2,0.848,0.1,1,6.71
Fernando Forestieri,Udinese,53,2,1,0.8,0.889,0.0,0,6.71
Andrea Belotti,Torino,1378,8,1,2.6,0.7070000000000001,2.5,2,6.71
Manolo Gabbiadini,Sampdoria,1147,6,2,2.4,0.667,0.9,0,6.71
Sebastiano Luperto,Empoli,1957,0,2,0.4,0.8440000000000001,1.8,0,6.71
Boris Radunovic,Cagliari,271,0,0,0.0,0.5,0.0,1,6.7
Leonardo Bonucci,Juventus,2004,5,1,0.7,0.871,1.8,1,6.7
Daniele Verde,Spezia,1959,8,6,1.6,0.7929999999999999,0.0,2,6.7
Joaquín Correa,Inter,1024,6,1,1.3,0.821,0.3,3,6.7
Federico Fazio,Salernitana,1435,1,0,1.0,0.816,3.4,2,6.7
Aaron Hickey,Bologna,2835,5,1,0.6,0.83,0.5,3,6.69
Mikkel Damsgaard,Sampdoria,576,0,0,1.0,0.774,0.6,0,6.69
Walace,Udinese,2972,1,0,1.3,0.831,0.6,0,6.69
Jovane Cabral,Lazio,192,1,0,2.0,0.8859999999999999,0.3,0,6.69
Danilo D 39 Ambrosio,Inter,990,1,1,0.7,0.877,0.9,1,6.69
Tommaso Pobega,Torino,2240,4,3,1.5,0.795,2.3,2,6.69
Nedim Bajrami,Empoli,2063,6,5,1.5,0.7929999999999999,0.0,1,6.68
Alexis Saelemaekers,AC Milan,1869,1,3,1.1,0.83,0.3,1,6.68
Ales Mateju,Venezia,731,0,1,0.2,0.7559999999999999,1.2,0,6.68
Mattia Aramu,Venezia,2112,7,5,1.8,0.752,0.3,1,6.68
Mattia Viti,Empoli,1489,0,0,0.2,0.836,1.5,0,6.68
Nahuel Molina,Udinese,2650,7,2,1.3,0.7290000000000001,0.3,1,6.68
Mohamed Fares,Genoa,586,2,1,1.4,0.701,1.0,1,6.68
Andrea Ranocchia,Inter,338,0,0,0.3,0.919,2.7,0,6.68
Simone Romagnoli,Empoli,1498,2,0,0.3,0.7759999999999999,2.9,0,6.68
Francesco Caputo,Sampdoria,2799,11,4,1.5,0.763,0.7,1,6.68
Ola Aina,Torino,1442,0,0,0.5,0.737,0.8,0,6.68
Bartosz Bereszynski,Sampdoria,2956,0,3,0.2,0.7909999999999999,1.3,0,6.67
Nicolò Zaniolo,Roma,1985,2,2,2.5,0.769,0.7,2,6.67
Lucas Torreira,Fiorentina,2201,5,1,0.9,0.877,0.6,3,6.67
Davide Biraschi,Genoa,935,0,0,0.2,0.738,1.5,1,6.67
Riccardo Orsolini,Bologna,1794,6,3,1.8,0.706,0.9,0,6.67
Pasquale Mazzocchi,Salernitana,1277,0,2,0.3,0.799,0.7,0,6.67
Luigi Sepe,Salernitana,1394,0,0,0.0,0.6809999999999999,0.3,0,6.67
Jakub Kiwior,Spezia,1963,0,0,0.4,0.782,1.4,1,6.66
Emil Audero,Sampdoria,2562,0,0,0.0,0.67,0.3,0,6.66
Morten Thorsby,Sampdoria,2952,3,1,0.7,0.711,4.9,2,6.66
Omar Colley,Sampdoria,2749,0,0,0.3,0.8370000000000001,1.8,0,6.66
Nicola Zalewski,Roma,799,0,0,0.6,0.8079999999999999,0.1,0,6.66
Luiz Felipe,Lazio,2494,0,0,0.2,0.9159999999999999,1.4,2,6.66
Mattias Svanberg,Bologna,2576,3,3,1.1,0.7659999999999999,0.6,1,6.66
Koray Günter,Verona,2416,0,0,0.2,0.807,3.0,2,6.66
Mattia Caldara,Venezia,2703,1,0,0.5,0.82,1.6,0,6.66
Rodrigo Bentancur,Juventus,1157,0,2,0.4,0.875,1.1,1,6.65
Antonio Sanabria,Torino,1814,6,2,1.7,0.725,2.7,1,6.65
Rodrigo Becão,Udinese,3132,2,1,0.5,0.805,1.8,1,6.65
Ivan Ilic,Verona,2537,1,4,0.7,0.823,1.6,0,6.65
Mamadou Coulibaly,Salernitana,810,2,0,0.8,0.769,0.8,1,6.64
Francesco Caputo,Sassuolo,158,0,1,2.0,0.778,1.0,0,6.64
Nahitan Nández,Cagliari,1521,0,2,1.0,0.7440000000000001,2.1,0,6.63
Alessandro Florenzi,AC Milan,1152,2,0,0.9,0.8240000000000001,0.4,0,6.63
Stefano Sensi,Sampdoria,761,1,0,0.9,0.8270000000000001,0.7,0,6.63
Bram Nuytinck,Udinese,2037,1,0,0.4,0.843,1.2,1,6.63
Silvan Hefti,Genoa,1290,0,0,0.3,0.7040000000000001,0.4,0,6.63
Davide Zappacosta,Atalanta,2360,1,5,1.1,0.861,0.2,1,6.63
Brahim Díaz,AC Milan,1872,3,3,1.0,0.86,0.1,0,6.62
Alexis Sánchez,Inter,863,5,2,1.2,0.8109999999999999,0.4,0,6.62
Igor Julio,Fiorentina,2240,0,0,0.2,0.919,1.5,0,6.62
Alex Ferrari,Sampdoria,1653,1,0,0.2,0.838,1.0,1,6.62
Matteo Pessina,Atalanta,1444,1,1,1.0,0.826,1.0,0,6.62
Koffi Djidji,Torino,1738,0,0,0.4,0.8440000000000001,1.8,0,6.61
Jérémie Boga,Sassuolo,672,0,2,1.3,0.833,0.2,0,6.61
Andrea Consigli,Sassuolo,3322,0,0,0.0,0.77,0.3,3,6.61
Rolando Mandragora,Torino,1319,0,2,1.1,0.8640000000000001,0.8,0,6.61
Arthur Theate,Bologna,2428,2,1,0.7,0.8370000000000001,1.3,0,6.61
Roberto Soriano,Bologna,2639,0,4,0.7,0.82,0.7,0,6.61
Mattia De Sciglio,Juventus,1168,1,2,0.3,0.818,0.8,0,6.61
Pawel Dawidowicz,Verona,1196,0,0,0.4,0.863,1.3,0,6.6
Pietro Terracciano,Fiorentina,2860,0,0,0.0,0.777,0.4,1,6.6
Berat Djimsiti,Atalanta,2257,1,1,0.6,0.83,1.9,0,6.6
Rui Patrício,Roma,3420,0,0,0.0,0.74,0.1,0,6.6
Rick Karsdorp,Roma,2890,0,2,0.1,0.8320000000000001,0.1,0,6.59
Luca Pellegrini,Juventus,1117,0,1,0.3,0.8059999999999999,0.5,0,6.59
Aleksey Miranchuk,Atalanta,769,2,5,0.7,0.8290000000000001,0.5,0,6.59
Gianluca Mancini,Roma,2884,0,0,0.7,0.85,2.1,0,6.59
Salvatore Sirigu,Genoa,3330,0,0,0.0,0.628,0.2,1,6.59
Simon Kjær,AC Milan,806,0,0,0.5,0.884,1.2,0,6.59
Nicolò Casale,Verona,2596,0,2,0.3,0.812,1.9,0,6.58
Daniele Padelli,Udinese,270,0,0,0.0,0.652,0.3,1,6.58
Marco Sportiello,Atalanta,451,0,0,0.0,0.696,0.2,0,6.58
Kevin Agudelo,Spezia,1236,3,1,0.9,0.764,0.7,0,6.58
Adam Marusic,Lazio,2720,1,1,0.2,0.894,1.0,0,6.58
Ricardo Rodríguez,Torino,2472,0,1,0.3,0.875,1.6,2,6.58
Alessandro Buongiorno,Torino,1184,0,2,0.3,0.816,2.3,0,6.58
Juan Musso,Atalanta,2932,0,0,0.0,0.703,0.2,0,6.58
Matteo Darmian,Inter,1509,2,1,0.3,0.802,0.7,0,6.58
Raoul Bellanova,Cagliari,2498,1,2,0.7,0.758,0.5,0,6.58
Alex Sandro,Juventus,1776,0,1,0.3,0.8590000000000001,1.1,0,6.57
Danilo Cataldi,Lazio,1713,1,2,0.4,0.889,0.2,1,6.57
Federico Bernardeschi,Juventus,1480,1,2,1.2,0.821,0.3,1,6.57
Erick Pulgar,Fiorentina,341,0,1,0.5,0.88,0.7,0,6.57
Jérémie Boga,Atalanta,765,0,0,1.4,0.826,0.2,0,6.57
Dennis Praet,Torino,1544,2,2,1.0,0.775,0.3,0,6.57
Thomas Henry,Venezia,2122,9,3,1.5,0.619,2.8,1,6.57
Samuele Ricci,Empoli,1533,1,1,0.4,0.899,0.2,1,6.57
Alessio Cragno,Cagliari,3150,0,0,0.0,0.609,0.3,0,6.57
Riccardo Saponara,Fiorentina,1287,3,3,1.3,0.797,0.2,0,6.57
Grigoris Kastanos,Salernitana,1346,1,1,1.0,0.7509999999999999,0.7,2,6.57
Matías Viña,Roma,1566,0,1,0.5,0.7909999999999999,0.7,0,6.57
Matteo Politano,Napoli,1659,3,4,1.3,0.773,0.2,1,6.56
Jean Victor Makengo,Udinese,2360,1,3,1.0,0.8420000000000001,0.3,1,6.56
Rogério,Sassuolo,1733,0,1,0.6,0.857,0.4,0,6.56
Ainsley Maitland Niles,Roma,493,0,0,0.4,0.785,1.0,0,6.56
Ridgeciano Haps,Venezia,2062,1,1,0.4,0.752,1.0,0,6.56
Denis Zakaria,Juventus,598,1,1,1.0,0.7959999999999999,0.2,1,6.56
Stephan El Shaarawy,Roma,1047,3,0,1.4,0.8420000000000001,0.5,0,6.56
Marash Kumbulla,Roma,1030,0,0,0.4,0.861,1.3,0,6.56
Armando Izzo,Torino,526,0,0,0.5,0.7879999999999999,1.4,0,6.56
Kelvin Amian,Spezia,2652,1,1,0.8,0.772,1.3,0,6.56
Andrea Cambiaso,Genoa,1795,1,4,0.5,0.8220000000000001,0.3,0,6.56
Daniele Rugani,Juventus,881,0,0,0.2,0.91,1.3,0,6.56
Lorenzo De Silvestri,Bologna,2300,3,2,0.5,0.733,2.5,0,6.55
Marco Silvestri,Udinese,3150,0,0,0.0,0.6509999999999999,0.3,1,6.55
Thomas Strakosha,Lazio,2070,0,0,0.0,0.8109999999999999,0.3,0,6.55
Isaac Success,Udinese,911,2,7,1.1,0.648,0.7,1,6.55
Nehuén Pérez,Udinese,1695,0,1,0.5,0.778,1.5,0,6.54
David Zima,Torino,1310,0,1,0.3,0.848,2.3,0,6.54
Eljif Elmas,Napoli,1601,3,5,0.9,0.878,0.2,1,6.54
Alessandro Berardi,Verona,90,0,0,0.0,0.34600000000000003,0.0,0,6.54
Diego Godín,Cagliari,819,0,1,0.6,0.9,1.6,0,6.54
Rade Krunic,AC Milan,1414,0,2,0.4,0.848,0.9,0,6.54
Emmanuel Gyasi,Spezia,3045,6,0,1.1,0.836,0.9,0,6.54
Ciprian Tatarusanu,AC Milan,540,0,0,0.0,0.768,0.0,0,6.54
Manolo Portanova,Genoa,1333,1,0,1.2,0.623,1.0,1,6.53
Matteo Lovato,Cagliari,1243,0,0,0.4,0.826,1.3,0,6.53
Niki Mäenpää,Venezia,1485,0,1,0.0,0.625,0.4,2,6.53
Arthur Cabral,Fiorentina,750,2,2,1.6,0.7859999999999999,0.9,0,6.53
Gian Marco Ferrari,Sassuolo,3127,1,0,0.7,0.9,2.2,0,6.53
Albin Ekdal,Sampdoria,1641,1,0,0.5,0.792,0.9,1,6.53
Mattia Destro,Genoa,1754,9,1,2.0,0.581,2.3,2,6.53
Roberto Pereyra,Udinese,1799,3,5,1.3,0.871,0.0,0,6.53
Antonio Vacca,Venezia,1070,0,1,0.0,0.856,0.2,0,6.53
Maya Yoshida,Sampdoria,1823,2,3,0.3,0.848,1.6,0,6.53
Martin Erlic,Spezia,2579,2,0,0.5,0.8059999999999999,1.9,0,6.53
Gaetano Castrovilli,Fiorentina,1400,1,1,0.7,0.802,0.3,0,6.52
Adrien Silva,Sampdoria,1086,0,1,0.5,0.855,0.6,0,6.52
Miguel Veloso,Verona,1347,0,3,0.8,0.83,1.2,0,6.52
Gary Medel,Bologna,2831,0,1,0.1,0.893,0.5,0,6.52
Aimar Sher,Spezia,45,0,0,0.0,0.905,1.0,0,6.52
Fabiano Parisi,Empoli,1474,0,1,0.6,0.779,0.3,0,6.52
Elseid Hysaj,Lazio,2031,1,0,0.1,0.8740000000000001,0.6,0,6.52
Manuel Lazzari,Lazio,1655,3,3,0.4,0.877,0.1,0,6.51
Nikola Maksimovic,Genoa,1116,0,0,0.2,0.833,2.4,1,6.51
Petko Hristov,Spezia,1245,1,1,0.1,0.807,2.2,0,6.51
Felipe Caicedo,Genoa,279,1,2,1.3,0.68,1.7,0,6.51
Juan Jesus,Napoli,1273,1,0,0.2,0.885,1.4,0,6.51
Jacopo Dezi,Venezia,16,0,0,1.0,0.955,1.0,0,6.51
Tolgay Arslan,Udinese,1677,1,1,0.8,0.818,0.2,0,6.51
Razvan Marin,Cagliari,2817,0,5,1.1,0.813,0.6,1,6.5
Adama Soumaoro,Bologna,2267,0,0,0.3,0.892,1.6,0,6.5
Diego Coppola,Verona,249,0,0,0.3,0.7859999999999999,2.8,0,6.5
Gianluca Busio,Venezia,1956,1,2,0.5,0.846,1.1,1,6.49
Lorenzo Tonelli,Empoli,868,0,0,0.5,0.8290000000000001,2.1,0,6.49
Lucas Leiva,Lazio,1698,0,1,0.1,0.9209999999999999,0.7,0,6.49
Tommaso Augello,Sampdoria,2398,1,1,0.2,0.789,0.9,0,6.49
Sofian Kiyine,Venezia,1239,1,0,0.8,0.7929999999999999,0.5,1,6.49
David Okereke,Venezia,2064,7,0,1.3,0.7240000000000001,1.0,0,6.49
Nicolas Haas,Empoli,1007,0,2,0.4,0.797,0.3,0,6.49
Lorenzo Montipò,Verona,3060,0,0,0.0,0.499,0.3,0,6.49
Marko Pjaca,Torino,1146,3,0,0.9,0.779,0.8,1,6.48
Alessandro Deiola,Cagliari,2147,4,1,0.8,0.775,1.2,1,6.48
Lazar Samardzic,Udinese,472,2,2,0.8,0.841,0.3,0,6.48
Leonardo Pavoletti,Cagliari,1508,5,1,1.1,0.648,3.8,1,6.48
Arthur,Juventus,957,0,0,0.1,0.897,0.2,0,6.48
Cristian Ansaldi,Torino,678,0,3,0.4,0.746,0.2,0,6.48
Ignacio Pussetto,Udinese,1202,4,4,1.1,0.718,1.1,1,6.48
Bartlomiej Dragowski,Fiorentina,557,0,0,0.0,0.7909999999999999,0.0,1,6.48
Tomás Rincón,Sampdoria,1171,0,0,0.1,0.843,0.8,0,6.48
Pietro Ceccaroni,Venezia,3122,2,1,0.5,0.826,1.1,0,6.47
Arkadiusz Reca,Spezia,1779,0,2,0.3,0.7290000000000001,0.7,0,6.47
Roberto Gagliardini,Inter,640,2,2,0.4,0.866,0.8,0,6.47
Ante Rebic,AC Milan,876,2,2,1.3,0.634,0.5,2,6.47
Lassana Coulibaly,Salernitana,2341,0,0,0.7,0.8270000000000001,0.7,0,6.47
Riccardo Sottil,Fiorentina,1245,3,2,0.9,0.851,0.3,1,6.47
Federico Bonazzoli,Salernitana,1867,10,0,1.8,0.7709999999999999,0.4,0,6.47
Dimitrije Kamenovic,Lazio,45,0,0,1.0,0.75,2.0,0,6.47
Vid Belec,Salernitana,1936,0,0,0.0,0.59,0.1,0,6.47
Cristian Molinaro,Venezia,549,0,1,0.0,0.759,0.5,0,6.47
Rey Manaj,Spezia,1768,5,0,1.8,0.743,2.3,0,6.47
Giuseppe Pezzella,Atalanta,1068,0,2,0.4,0.795,0.7,0,6.46
Kevin Bonifazi,Bologna,1209,0,0,0.4,0.813,1.5,0,6.46
Samuele Ricci,Torino,725,0,0,0.3,0.929,0.1,0,6.46
Giulio Maggiore,Spezia,2835,2,3,1.2,0.7559999999999999,0.9,0,6.46
Norbert Gyömbér,Salernitana,2566,0,0,0.3,0.7829999999999999,1.3,0,6.46
Cristian Volpato,Roma,36,1,0,0.3,0.833,0.0,0,6.46
Matteo Lovato,Atalanta,303,0,1,0.2,0.8640000000000001,1.7,0,6.46
