home,away,home_score,away_score
Torino,Salernitana,4,0
Cagliari,Genoa,2,3
AC Milan,Lazio,2,0
Roma,Sassuolo,2,1
Cagliari,Spezia,2,2
Sampdoria,AC Milan,0,1
Udinese,Venezia,3,0
Verona,Inter,1,3
Lazio,Spezia,6,1
Atalanta,Bologna,0,0
Fiorentina,Torino,2,1
Juventus,Empoli,0,1
Sassuolo,Sampdoria,0,0
Genoa,Napoli,1,2
AC Milan,Cagliari,4,1
Salernitana,Roma,0,4
