home,away,home_score,away_score
RB Leipzig,Bayer Leverkusen,1,0
FC Koln,Borussia M.Gladbach,2,3
Hamburger SV,Hoffenheim,2,1
Schalke 04,Wolfsburg,4,1
Bayern Munich,Borussia Dortmund,4,1
Hertha Berlin,Augsburg,2,0
Ingolstadt,Darmstadt,3,2
Hertha Berlin,Hoffenheim,1,3
Hamburger SV,FC Koln,2,1
Bayern Munich,Augsburg,6,0
Schalke 04,Borussia Dortmund,1,1
Freiburg,Werder Bremen,2,5
RB Leipzig,Darmstadt,4,0
Eintracht Frankfurt,Borussia M.Gladbach,0,0
Ingolstadt,Mainz 05,2,1
Bayer Leverkusen,Wolfsburg,3,3
Borussia Dortmund,Ingolstadt,1,0
Werder Bremen,RB Leipzig,3,0
Hoffenheim,Bayer Leverkusen,1,0
Wolfsburg,Darmstadt,1,0
FC Koln,Hertha Berlin,4,2
Augsburg,Freiburg,1,1
Eintracht Frankfurt,Hamburger SV,0,0
Mainz 05,Schalke 04,0,1
Borussia M.Gladbach,Bayern Munich,0,1
Bayer Leverkusen,Werder Bremen,1,1
Bayern Munich,Eintracht Frankfurt,3,0
Hertha Berlin,Borussia Dortmund,2,1
Darmstadt,Mainz 05,2,1
Freiburg,Hoffenheim,1,1
RB Leipzig,Wolfsburg,0,1
Ingolstadt,FC Koln,2,2
Schalke 04,Augsburg,3,0
Hamburger SV,Borussia M.Gladbach,2,1
Augsburg,RB Leipzig,2,2
Werder Bremen,Darmstadt,2,0
Hoffenheim,Ingolstadt,5,2
Borussia Dortmund,Bayer Leverkusen,6,2
Mainz 05,Wolfsburg,1,1
FC Koln,Bayern Munich,0,3
Borussia M.Gladbach,Schalke 04,4,2
Eintracht Frankfurt,Freiburg,1,2
Hamburger SV,Hertha Berlin,1,0
Wolfsburg,Werder Bremen,1,2
Bayern Munich,Hamburger SV,8,0
Bayer Leverkusen,Mainz 05,0,2
Darmstadt,Augsburg,1,2
Freiburg,Borussia Dortmund,0,3
RB Leipzig,FC Koln,3,1
Hertha Berlin,Eintracht Frankfurt,2,0
Ingolstadt,Borussia M.Gladbach,0,2
Schalke 04,Hoffenheim,1,1
Augsburg,Bayer Leverkusen,1,3
Eintracht Frankfurt,Ingolstadt,0,2
Borussia Dortmund,Wolfsburg,3,0
Mainz 05,Werder Bremen,0,2
Hertha Berlin,Bayern Munich,1,1
Hoffenheim,Darmstadt,2,0
Hamburger SV,Freiburg,2,2
Borussia M.Gladbach,RB Leipzig,1,2
FC Koln,Schalke 04,1,1
Mainz 05,Augsburg,2,0
Darmstadt,Borussia Dortmund,2,1
Bayer Leverkusen,Eintracht Frankfurt,3,0
Ingolstadt,Bayern Munich,0,2
Werder Bremen,Borussia M.Gladbach,0,1
RB Leipzig,Hamburger SV,0,3
Schalke 04,Hertha Berlin,2,0
Wolfsburg,Hoffenheim,2,1
Freiburg,FC Koln,2,1
Hamburger SV,Bayer Leverkusen,1,0
Hoffenheim,Mainz 05,4,0
Bayern Munich,Schalke 04,1,1
Borussia M.Gladbach,Freiburg,3,0
Hertha Berlin,Ingolstadt,1,0
FC Koln,Wolfsburg,1,0
Borussia Dortmund,RB Leipzig,1,0
Augsburg,Werder Bremen,3,2
Eintracht Frankfurt,Darmstadt,2,0
Schalke 04,Eintracht Frankfurt,0,1
Wolfsburg,Augsburg,1,2
Ingolstadt,Hamburger SV,3,1
Werder Bremen,Bayern Munich,1,2
Darmstadt,FC Koln,1,6
RB Leipzig,Hoffenheim,2,1
Bayer Leverkusen,Borussia M.Gladbach,2,3
Freiburg,Hertha Berlin,2,1
Mainz 05,Borussia Dortmund,1,1
Freiburg,Bayern Munich,1,2
Schalke 04,Ingolstadt,1,0
Wolfsburg,Hamburger SV,1,0
Augsburg,Hoffenheim,0,2
Werder Bremen,Borussia Dortmund,1,2
Darmstadt,Borussia M.Gladbach,0,0
RB Leipzig,Eintracht Frankfurt,3,0
Bayer Leverkusen,Hertha Berlin,3,1
Mainz 05,FC Koln,0,0
Eintracht Frankfurt,Mainz 05,3,0
Borussia M.Gladbach,Wolfsburg,1,2
Hamburger SV,Schalke 04,2,1
Borussia Dortmund,Augsburg,1,1
Ingolstadt,Freiburg,1,2
Hoffenheim,Werder Bremen,1,1
Hertha Berlin,Darmstadt,2,0
FC Koln,Bayer Leverkusen,1,1
Bayern Munich,RB Leipzig,3,0
Hoffenheim,Borussia Dortmund,2,2
RB Leipzig,Hertha Berlin,2,0
Augsburg,Borussia M.Gladbach,1,0
Werder Bremen,FC Koln,1,1
Schalke 04,Freiburg,1,1
Mainz 05,Hamburger SV,3,1
Wolfsburg,Eintracht Frankfurt,1,0
Darmstadt,Bayern Munich,0,1
Bayer Leverkusen,Ingolstadt,1,2
Eintracht Frankfurt,Hoffenheim,0,0
Freiburg,Darmstadt,1,0
FC Koln,Borussia Dortmund,1,1
Hamburger SV,Augsburg,1,0
Ingolstadt,RB Leipzig,1,0
Bayern Munich,Wolfsburg,5,0
Hertha Berlin,Werder Bremen,0,1
Borussia M.Gladbach,Mainz 05,1,0
Schalke 04,Bayer Leverkusen,0,1
Mainz 05,Bayern Munich,1,3
Wolfsburg,Hertha Berlin,2,3
Borussia Dortmund,Borussia M.Gladbach,4,1
Bayer Leverkusen,Freiburg,1,1
Werder Bremen,Ingolstadt,2,1
Hoffenheim,FC Koln,4,0
RB Leipzig,Schalke 04,2,1
Darmstadt,Hamburger SV,0,2
Augsburg,Eintracht Frankfurt,1,1
Mainz 05,Bayern Munich,1,3
Wolfsburg,Hertha Berlin,2,3
Borussia Dortmund,Borussia M.Gladbach,4,1
Bayer Leverkusen,Freiburg,1,1
Werder Bremen,Ingolstadt,2,1
Hoffenheim,FC Koln,4,0
RB Leipzig,Schalke 04,2,1
Darmstadt,Hamburger SV,0,2
Augsburg,Eintracht Frankfurt,1,1
Freiburg,RB Leipzig,1,4
FC Koln,Augsburg,0,0
Hamburger SV,Werder Bremen,2,2
Ingolstadt,Wolfsburg,1,1
Eintracht Frankfurt,Borussia Dortmund,2,1
Borussia M.Gladbach,Hoffenheim,1,1
Bayern Munich,Bayer Leverkusen,2,1
Schalke 04,Darmstadt,3,1
Hertha Berlin,Mainz 05,2,1
Bayer Leverkusen,RB Leipzig,2,3
Borussia M.Gladbach,FC Koln,1,2
Mainz 05,Freiburg,4,2
Wolfsburg,Schalke 04,0,1
Augsburg,Hertha Berlin,0,0
Darmstadt,Ingolstadt,0,1
Borussia Dortmund,Bayern Munich,1,0
Hoffenheim,Hamburger SV,2,2
Werder Bremen,Eintracht Frankfurt,1,2
Hertha Berlin,Borussia M.Gladbach,3,0
Hamburger SV,Borussia Dortmund,2,5
Ingolstadt,Augsburg,0,2
Bayern Munich,Hoffenheim,1,1
Bayer Leverkusen,Darmstadt,3,2
Freiburg,Wolfsburg,0,3
Eintracht Frankfurt,FC Koln,1,0
RB Leipzig,Mainz 05,3,1
Schalke 04,Werder Bremen,3,1
Borussia M.Gladbach,Eintracht Frankfurt,0,0
Mainz 05,Ingolstadt,2,0
Wolfsburg,Bayer Leverkusen,1,2
Augsburg,Bayern Munich,1,3
Werder Bremen,Freiburg,1,3
Darmstadt,RB Leipzig,0,2
Borussia Dortmund,Schalke 04,0,0
Hoffenheim,Hertha Berlin,1,0
FC Koln,Hamburger SV,3,0
Hamburger SV,Eintracht Frankfurt,0,3
Ingolstadt,Borussia Dortmund,3,3
Darmstadt,Wolfsburg,3,1
Freiburg,Augsburg,2,1
Bayer Leverkusen,Hoffenheim,0,3
Hertha Berlin,FC Koln,2,1
Bayern Munich,Borussia M.Gladbach,2,0
RB Leipzig,Werder Bremen,3,1
Schalke 04,Mainz 05,3,0
Borussia Dortmund,Hertha Berlin,1,1
Borussia M.Gladbach,Hamburger SV,0,0
FC Koln,Ingolstadt,2,1
Augsburg,Schalke 04,1,1
Hoffenheim,Freiburg,2,1
Eintracht Frankfurt,Bayern Munich,2,2
Werder Bremen,Bayer Leverkusen,2,1
Mainz 05,Darmstadt,2,1
Wolfsburg,RB Leipzig,0,1
RB Leipzig,Augsburg,2,1
Bayern Munich,FC Koln,1,1
Hertha Berlin,Hamburger SV,2,0
Ingolstadt,Hoffenheim,1,2
Darmstadt,Werder Bremen,2,2
Freiburg,Eintracht Frankfurt,1,0
Bayer Leverkusen,Borussia Dortmund,2,0
Wolfsburg,Mainz 05,0,0
Schalke 04,Borussia M.Gladbach,4,0
Wolfsburg,Borussia Dortmund,1,5
Ingolstadt,Eintracht Frankfurt,0,2
Darmstadt,Hoffenheim,1,1
Freiburg,Hamburger SV,1,0
RB Leipzig,Borussia M.Gladbach,1,1
Bayern Munich,Hertha Berlin,3,0
Bayer Leverkusen,Augsburg,0,0
Schalke 04,FC Koln,1,3
Werder Bremen,Mainz 05,1,2
Borussia Dortmund,Freiburg,3,1
Borussia M.Gladbach,Ingolstadt,2,0
Mainz 05,Bayer Leverkusen,2,3
Eintracht Frankfurt,Hertha Berlin,3,3
Hamburger SV,Bayern Munich,0,1
Augsburg,Darmstadt,1,0
Werder Bremen,Wolfsburg,2,1
Hoffenheim,Schalke 04,2,1
FC Koln,RB Leipzig,1,1
FC Koln,Freiburg,3,0
Hamburger SV,RB Leipzig,0,4
Hoffenheim,Wolfsburg,0,0
Eintracht Frankfurt,Bayer Leverkusen,2,1
Bayern Munich,Ingolstadt,3,1
Borussia Dortmund,Darmstadt,6,0
Borussia M.Gladbach,Werder Bremen,4,1
Augsburg,Mainz 05,1,3
Hertha Berlin,Schalke 04,2,0
Schalke 04,Bayern Munich,0,2
Wolfsburg,FC Koln,0,0
Ingolstadt,Hertha Berlin,0,2
Darmstadt,Eintracht Frankfurt,1,0
Freiburg,Borussia M.Gladbach,3,1
Bayer Leverkusen,Hamburger SV,3,1
RB Leipzig,Borussia Dortmund,1,0
Werder Bremen,Augsburg,1,2
Mainz 05,Hoffenheim,4,4
