home,away,home_score,away_score
RB Leipzig,Bayer Leverkusen,1,1
Bayern Munich,Paderborn,3,2
Borussia M.Gladbach,Hoffenheim,1,1
Werder Bremen,Borussia Dortmund,0,2
Hertha Berlin,FC Koln,0,5
Freiburg,Fortuna Duesseldorf,0,2
Schalke 04,RB Leipzig,0,5
Bayer Leverkusen,Augsburg,2,0
Wolfsburg,Mainz 05,4,0
Borussia Dortmund,Eintracht Frankfurt,4,0
RB Leipzig,Werder Bremen,3,0
Hoffenheim,Wolfsburg,2,3
Augsburg,Freiburg,1,1
Paderborn,Hertha Berlin,1,2
Union Berlin,Bayer Leverkusen,2,3
Fortuna Duesseldorf,Borussia M.Gladbach,1,4
FC Koln,Bayern Munich,1,4
Mainz 05,Schalke 04,0,0
Eintracht Frankfurt,Augsburg,5,0
Werder Bremen,Union Berlin,0,2
Hertha Berlin,Mainz 05,1,3
Freiburg,Hoffenheim,1,0
Schalke 04,Paderborn,1,1
Wolfsburg,Fortuna Duesseldorf,1,1
Bayer Leverkusen,Borussia Dortmund,4,3
Bayern Munich,RB Leipzig,0,0
Hertha Berlin,Schalke 04,0,0
Mainz 05,Bayern Munich,1,3
Augsburg,Werder Bremen,2,1
Borussia Dortmund,Union Berlin,5,0
Hoffenheim,Bayer Leverkusen,2,1
Fortuna Duesseldorf,Eintracht Frankfurt,1,1
RB Leipzig,Borussia M.Gladbach,2,2
FC Koln,Freiburg,4,0
Paderborn,Wolfsburg,2,4
Borussia Dortmund,FC Koln,5,1
Borussia M.Gladbach,Mainz 05,3,1
Wolfsburg,Hertha Berlin,1,2
Eintracht Frankfurt,RB Leipzig,2,0
Freiburg,Paderborn,0,2
Union Berlin,Augsburg,2,0
Bayern Munich,Schalke 04,5,0
Werder Bremen,Hoffenheim,0,3
Bayer Leverkusen,Fortuna Duesseldorf,3,0
Schalke 04,Borussia M.Gladbach,2,0
Augsburg,Borussia Dortmund,3,5
FC Koln,Wolfsburg,3,1
Hoffenheim,Eintracht Frankfurt,1,2
Fortuna Duesseldorf,Werder Bremen,0,1
Mainz 05,Freiburg,1,2
RB Leipzig,Union Berlin,3,1
Hertha Berlin,Bayern Munich,0,4
Paderborn,Bayer Leverkusen,1,4
Werder Bremen,Mainz 05,0,5
Borussia Dortmund,RB Leipzig,3,3
Augsburg,Fortuna Duesseldorf,3,0
Union Berlin,Hoffenheim,0,2
Bayer Leverkusen,Hertha Berlin,0,1
Borussia M.Gladbach,Paderborn,2,0
Wolfsburg,Schalke 04,1,1
Eintracht Frankfurt,FC Koln,2,4
Freiburg,Bayern Munich,1,3
Hoffenheim,Borussia Dortmund,2,1
Mainz 05,Bayer Leverkusen,0,1
Schalke 04,Freiburg,2,2
FC Koln,Werder Bremen,1,0
Bayern Munich,Wolfsburg,2,0
RB Leipzig,Augsburg,3,1
Hertha Berlin,Borussia M.Gladbach,0,0
Fortuna Duesseldorf,Union Berlin,2,1
Paderborn,Eintracht Frankfurt,2,1
Hoffenheim,Augsburg,2,4
Bayern Munich,Werder Bremen,6,1
Hertha Berlin,Freiburg,1,0
Mainz 05,Borussia Dortmund,0,4
FC Koln,Bayer Leverkusen,2,0
Paderborn,Union Berlin,1,1
Fortuna Duesseldorf,RB Leipzig,0,3
Wolfsburg,Borussia M.Gladbach,2,1
Schalke 04,Eintracht Frankfurt,1,0
Mainz 05,Eintracht Frankfurt,2,1
Eintracht Frankfurt,Hertha Berlin,2,2
Borussia Dortmund,Fortuna Duesseldorf,5,0
RB Leipzig,Hoffenheim,3,1
Freiburg,Wolfsburg,1,0
Augsburg,Mainz 05,2,1
Borussia M.Gladbach,Bayern Munich,2,1
Bayer Leverkusen,Schalke 04,2,1
Union Berlin,FC Koln,2,0
Werder Bremen,Paderborn,0,1
Schalke 04,Union Berlin,2,1
FC Koln,Augsburg,1,1
Paderborn,RB Leipzig,2,3
Hoffenheim,Fortuna Duesseldorf,1,1
Hertha Berlin,Borussia Dortmund,1,2
Bayern Munich,Bayer Leverkusen,1,2
Borussia M.Gladbach,Freiburg,4,2
Wolfsburg,Werder Bremen,2,3
Borussia Dortmund,Paderborn,3,3
Fortuna Duesseldorf,Bayern Munich,0,4
Bayer Leverkusen,Freiburg,1,1
Eintracht Frankfurt,Wolfsburg,0,2
Werder Bremen,Schalke 04,1,2
Union Berlin,Borussia M.Gladbach,2,0
RB Leipzig,FC Koln,4,1
Augsburg,Hertha Berlin,4,0
Hoffenheim,Mainz 05,1,5
FC Koln,Hoffenheim,1,2
Paderborn,Augsburg,0,1
Hertha Berlin,RB Leipzig,2,4
Mainz 05,Union Berlin,2,3
Schalke 04,Fortuna Duesseldorf,3,3
Bayern Munich,Borussia Dortmund,4,0
Borussia M.Gladbach,Werder Bremen,3,1
Wolfsburg,Bayer Leverkusen,0,2
Freiburg,Eintracht Frankfurt,1,0
Hoffenheim,Paderborn,3,0
Borussia Dortmund,Wolfsburg,3,0
RB Leipzig,Mainz 05,8,0
Bayer Leverkusen,Borussia M.Gladbach,1,2
Eintracht Frankfurt,Bayern Munich,5,1
Werder Bremen,Freiburg,2,2
Union Berlin,Hertha Berlin,1,0
Fortuna Duesseldorf,FC Koln,2,0
Augsburg,Schalke 04,2,3
Mainz 05,FC Koln,3,1
Bayern Munich,Union Berlin,2,1
Freiburg,RB Leipzig,2,1
Schalke 04,Borussia Dortmund,0,0
Paderborn,Fortuna Duesseldorf,2,0
Hertha Berlin,Hoffenheim,2,3
Bayer Leverkusen,Werder Bremen,2,2
Wolfsburg,Augsburg,0,0
Borussia M.Gladbach,Eintracht Frankfurt,4,2
Eintracht Frankfurt,Bayer Leverkusen,3,0
Werder Bremen,Hertha Berlin,1,1
RB Leipzig,Wolfsburg,1,1
Fortuna Duesseldorf,Mainz 05,1,0
Augsburg,Bayern Munich,2,2
Union Berlin,Freiburg,2,0
Borussia Dortmund,Borussia M.Gladbach,1,0
FC Koln,Paderborn,3,0
Hoffenheim,Schalke 04,2,0
Hertha Berlin,Fortuna Duesseldorf,3,1
Freiburg,Borussia Dortmund,2,2
Bayern Munich,Hoffenheim,1,2
Bayer Leverkusen,RB Leipzig,1,1
Paderborn,Mainz 05,1,2
Schalke 04,FC Koln,1,1
Borussia M.Gladbach,Augsburg,5,1
Wolfsburg,Union Berlin,1,0
Eintracht Frankfurt,Werder Bremen,2,2
Wolfsburg,Hoffenheim,1,1
Union Berlin,Eintracht Frankfurt,1,2
Paderborn,Bayern Munich,2,3
RB Leipzig,Schalke 04,1,3
Hoffenheim,Borussia M.Gladbach,0,3
Mainz 05,Wolfsburg,0,1
Augsburg,Bayer Leverkusen,0,3
Borussia Dortmund,Werder Bremen,2,2
Fortuna Duesseldorf,Freiburg,1,2
FC Koln,Hertha Berlin,0,4
Schalke 04,Mainz 05,2,1
Hertha Berlin,Paderborn,2,1
Freiburg,Augsburg,1,1
Bayern Munich,FC Koln,4,0
Bayer Leverkusen,Union Berlin,2,0
Werder Bremen,RB Leipzig,0,3
Borussia M.Gladbach,Fortuna Duesseldorf,2,1
Eintracht Frankfurt,Borussia Dortmund,2,2
Fortuna Duesseldorf,Wolfsburg,1,1
Mainz 05,Hertha Berlin,2,1
Augsburg,Eintracht Frankfurt,2,1
FC Koln,Borussia M.Gladbach,0,1
Borussia Dortmund,Bayer Leverkusen,4,0
Union Berlin,Werder Bremen,1,2
RB Leipzig,Bayern Munich,1,1
Hoffenheim,Freiburg,0,3
Paderborn,Schalke 04,1,5
Borussia M.Gladbach,RB Leipzig,1,3
Wolfsburg,Paderborn,1,1
Freiburg,FC Koln,1,2
Schalke 04,Hertha Berlin,3,0
Bayern Munich,Mainz 05,6,1
Bayer Leverkusen,Hoffenheim,0,0
Union Berlin,Borussia Dortmund,3,1
Werder Bremen,Augsburg,3,2
Eintracht Frankfurt,Fortuna Duesseldorf,2,1
FC Koln,Borussia Dortmund,1,3
Paderborn,Freiburg,1,3
Mainz 05,Borussia M.Gladbach,1,3
Hoffenheim,Werder Bremen,3,2
Fortuna Duesseldorf,Bayer Leverkusen,1,3
Augsburg,Union Berlin,1,1
Schalke 04,Bayern Munich,0,3
RB Leipzig,Eintracht Frankfurt,2,1
Hertha Berlin,Wolfsburg,0,3
