home,away,home_score,away_score
Fortuna Duesseldorf,VfB Stuttgart,3,0
Hannover 96,RB Leipzig,0,3
Nuernberg,Werder Bremen,1,1
Bayer Leverkusen,Bayern Munich,3,1
Eintracht Frankfurt,Borussia Dortmund,1,1
Hertha Berlin,Wolfsburg,0,1
Hoffenheim,Fortuna Duesseldorf,1,1
Schalke 04,Borussia M.Gladbach,0,2
Augsburg,Mainz 05,3,0
VfB Stuttgart,Freiburg,2,2
Hertha Berlin,Schalke 04,2,2
Borussia Dortmund,Hannover 96,5,1
Borussia M.Gladbach,Augsburg,2,0
Freiburg,Hoffenheim,2,4
Mainz 05,Nuernberg,2,1
Wolfsburg,Bayer Leverkusen,0,3
Werder Bremen,Eintracht Frankfurt,2,2
Bayern Munich,VfB Stuttgart,4,1
Fortuna Duesseldorf,RB Leipzig,0,4
Hoffenheim,Bayern Munich,1,3
Bayer Leverkusen,Borussia M.Gladbach,0,1
VfB Stuttgart,Mainz 05,2,3
Eintracht Frankfurt,Freiburg,3,1
Augsburg,Fortuna Duesseldorf,1,2
Hannover 96,Werder Bremen,0,1
RB Leipzig,Borussia Dortmund,0,1
Nuernberg,Hertha Berlin,1,3
Schalke 04,Wolfsburg,2,1
Borussia M.Gladbach,Nuernberg,2,0
Hertha Berlin,Augsburg,2,2
Wolfsburg,VfB Stuttgart,2,0
Fortuna Duesseldorf,Borussia Dortmund,2,1
Schalke 04,Bayer Leverkusen,1,2
Werder Bremen,Hoffenheim,1,1
Freiburg,Hannover 96,1,1
Mainz 05,Eintracht Frankfurt,2,2
Bayern Munich,RB Leipzig,1,0
Borussia Dortmund,Borussia M.Gladbach,2,1
Bayer Leverkusen,Hertha Berlin,3,1
RB Leipzig,Werder Bremen,3,2
VfB Stuttgart,Schalke 04,1,3
Hannover 96,Fortuna Duesseldorf,0,1
Nuernberg,Freiburg,0,1
Eintracht Frankfurt,Bayern Munich,0,3
Augsburg,Wolfsburg,2,3
Hoffenheim,Mainz 05,1,1
Nuernberg,Wolfsburg,0,2
Hoffenheim,Borussia M.Gladbach,0,0
VfB Stuttgart,Hertha Berlin,2,1
Augsburg,Schalke 04,1,1
Hannover 96,Bayern Munich,0,4
Fortuna Duesseldorf,Freiburg,2,0
Borussia Dortmund,Werder Bremen,2,1
RB Leipzig,Mainz 05,4,1
Eintracht Frankfurt,Bayer Leverkusen,2,1
Nuernberg,Bayer Leverkusen,1,1
Werder Bremen,Fortuna Duesseldorf,3,1
Freiburg,RB Leipzig,3,0
Wolfsburg,Hoffenheim,2,2
Bayern Munich,Nuernberg,3,0
Schalke 04,Borussia Dortmund,1,2
Bayer Leverkusen,Augsburg,1,0
Hertha Berlin,Eintracht Frankfurt,1,0
Mainz 05,Hannover 96,1,1
Borussia M.Gladbach,VfB Stuttgart,3,0
Fortuna Duesseldorf,Mainz 05,0,1
Borussia Dortmund,Freiburg,2,0
VfB Stuttgart,Augsburg,1,0
Werder Bremen,Bayern Munich,1,2
Hannover 96,Hertha Berlin,0,2
Hoffenheim,Schalke 04,1,1
RB Leipzig,Borussia M.Gladbach,2,0
Eintracht Frankfurt,Wolfsburg,1,2
Bayer Leverkusen,VfB Stuttgart,2,0
Bayern Munich,Fortuna Duesseldorf,3,3
Hertha Berlin,Hoffenheim,3,3
Augsburg,Eintracht Frankfurt,1,3
Mainz 05,Borussia Dortmund,1,2
Wolfsburg,RB Leipzig,1,0
Schalke 04,Nuernberg,5,2
Freiburg,Werder Bremen,1,1
Borussia M.Gladbach,Hannover 96,4,1
Hannover 96,Wolfsburg,2,1
Freiburg,Mainz 05,1,3
Fortuna Duesseldorf,Hertha Berlin,4,1
Nuernberg,VfB Stuttgart,0,2
Hoffenheim,Augsburg,2,1
Werder Bremen,Borussia M.Gladbach,1,3
Borussia Dortmund,Bayern Munich,3,2
RB Leipzig,Bayer Leverkusen,3,0
Eintracht Frankfurt,Schalke 04,3,0
VfB Stuttgart,Eintracht Frankfurt,0,3
Bayern Munich,Freiburg,1,1
Schalke 04,Hannover 96,3,1
Bayer Leverkusen,Hoffenheim,1,4
Augsburg,Nuernberg,2,2
Wolfsburg,Borussia Dortmund,0,1
Hertha Berlin,RB Leipzig,0,3
Borussia M.Gladbach,Fortuna Duesseldorf,3,0
Mainz 05,Werder Bremen,2,1
Freiburg,Borussia M.Gladbach,3,1
Mainz 05,Bayern Munich,1,2
Fortuna Duesseldorf,Wolfsburg,0,3
Borussia Dortmund,Hertha Berlin,2,2
Hannover 96,Augsburg,1,2
Hoffenheim,VfB Stuttgart,4,0
Nuernberg,Eintracht Frankfurt,1,1
RB Leipzig,Schalke 04,0,0
Werder Bremen,Bayer Leverkusen,2,6
Eintracht Frankfurt,Fortuna Duesseldorf,7,1
Bayer Leverkusen,Hannover 96,2,2
VfB Stuttgart,Borussia Dortmund,0,4
Augsburg,RB Leipzig,0,0
Wolfsburg,Bayern Munich,1,3
Nuernberg,Hoffenheim,1,3
Schalke 04,Werder Bremen,0,2
Hertha Berlin,Freiburg,1,1
Borussia M.Gladbach,Mainz 05,4,0
Werder Bremen,Wolfsburg,2,0
Hannover 96,VfB Stuttgart,3,1
Borussia Dortmund,Augsburg,4,3
Mainz 05,Hertha Berlin,0,0
Fortuna Duesseldorf,Schalke 04,0,2
Bayern Munich,Borussia M.Gladbach,0,3
Freiburg,Bayer Leverkusen,0,0
Hoffenheim,Eintracht Frankfurt,1,2
RB Leipzig,Nuernberg,6,0
Werder Bremen,Hertha Berlin,3,1
Hannover 96,Hoffenheim,1,3
Freiburg,Schalke 04,1,0
Bayern Munich,Augsburg,1,1
Fortuna Duesseldorf,Bayer Leverkusen,1,2
Borussia Dortmund,Nuernberg,7,0
RB Leipzig,VfB Stuttgart,2,0
Borussia M.Gladbach,Eintracht Frankfurt,3,1
Mainz 05,Wolfsburg,0,0
Hertha Berlin,Bayern Munich,2,0
VfB Stuttgart,Werder Bremen,2,1
Schalke 04,Mainz 05,1,0
Hoffenheim,RB Leipzig,1,2
Wolfsburg,Borussia M.Gladbach,2,2
Nuernberg,Fortuna Duesseldorf,3,0
Bayer Leverkusen,Borussia Dortmund,2,4
Eintracht Frankfurt,Hannover 96,4,1
Augsburg,Freiburg,4,1
VfB Stuttgart,Fortuna Duesseldorf,0,0
Hoffenheim,Borussia Dortmund,1,1
Hertha Berlin,Borussia M.Gladbach,4,2
Augsburg,Werder Bremen,2,3
Wolfsburg,Freiburg,1,3
Nuernberg,Hannover 96,2,0
Schalke 04,Bayern Munich,0,2
Bayer Leverkusen,Mainz 05,1,0
Eintracht Frankfurt,RB Leipzig,1,1
Borussia Dortmund,Eintracht Frankfurt,3,1
RB Leipzig,Hannover 96,3,2
Mainz 05,Augsburg,2,1
Wolfsburg,Hertha Berlin,2,2
Fortuna Duesseldorf,Hoffenheim,2,1
Bayern Munich,Bayer Leverkusen,3,1
Borussia M.Gladbach,Schalke 04,2,1
Werder Bremen,Nuernberg,1,1
Freiburg,VfB Stuttgart,3,3
Hannover 96,Borussia Dortmund,0,0
Nuernberg,Mainz 05,1,1
Eintracht Frankfurt,Werder Bremen,1,2
Augsburg,Borussia M.Gladbach,1,1
Hoffenheim,Freiburg,3,1
Bayer Leverkusen,Wolfsburg,1,3
VfB Stuttgart,Bayern Munich,0,3
RB Leipzig,Fortuna Duesseldorf,1,1
Schalke 04,Hertha Berlin,0,2
