home,away,home_score,away_score
VfB Stuttgart,FC Koln,3,0
Borussia M.Gladbach,Bayern Munich,3,2
Wolfsburg,RB Leipzig,0,3
Bochum,Freiburg,0,2
Eintracht Frankfurt,Werder Bremen,2,0
Union Berlin,Schalke 04,0,0
Borussia Dortmund,Hertha Berlin,4,1
Bayer Leverkusen,Mainz 05,2,3
Schalke 04,Wolfsburg,0,0
Werder Bremen,Borussia Dortmund,0,2
Mainz 05,Augsburg,3,1
Hoffenheim,Bayer Leverkusen,1,3
Bayern Munich,Bochum,3,0
Freiburg,VfB Stuttgart,2,1
RB Leipzig,Union Berlin,1,2
Hertha Berlin,Borussia M.Gladbach,4,1
FC Koln,Eintracht Frankfurt,3,0
Augsburg,Bayer Leverkusen,1,0
Bochum,Hoffenheim,5,2
Eintracht Frankfurt,Hertha Berlin,3,0
Borussia Dortmund,Freiburg,5,1
Union Berlin,Mainz 05,2,1
FC Koln,RB Leipzig,0,0
Borussia M.Gladbach,Schalke 04,0,0
VfB Stuttgart,Werder Bremen,0,2
Wolfsburg,Bayern Munich,2,4
Schalke 04,RB Leipzig,1,6
Bayern Munich,FC Koln,1,1
Hoffenheim,VfB Stuttgart,2,2
Hertha Berlin,Wolfsburg,0,5
Mainz 05,Borussia Dortmund,1,2
Augsburg,Borussia M.Gladbach,1,0
Bayer Leverkusen,Bochum,2,0
Freiburg,Eintracht Frankfurt,1,1
Werder Bremen,Union Berlin,1,2
RB Leipzig,VfB Stuttgart,2,1
Freiburg,Augsburg,3,1
Mainz 05,Bochum,5,2
Hoffenheim,Borussia M.Gladbach,1,4
Hertha Berlin,Union Berlin,0,2
Werder Bremen,Wolfsburg,2,1
Bayern Munich,Eintracht Frankfurt,1,1
Schalke 04,FC Koln,0,0
Bayer Leverkusen,Borussia Dortmund,0,2
RB Leipzig,Bayern Munich,1,1
Union Berlin,Hoffenheim,3,1
Eintracht Frankfurt,Schalke 04,3,0
Wolfsburg,Freiburg,6,0
Bochum,Hertha Berlin,3,1
VfB Stuttgart,Mainz 05,1,1
FC Koln,Werder Bremen,7,1
Borussia Dortmund,Augsburg,4,3
Borussia M.Gladbach,Bayer Leverkusen,2,3
Wolfsburg,Borussia Dortmund,2,0
Bochum,Borussia M.Gladbach,2,1
VfB Stuttgart,Hertha Berlin,2,1
Bayern Munich,Werder Bremen,6,1
FC Koln,Bayer Leverkusen,1,2
Eintracht Frankfurt,Hoffenheim,4,2
RB Leipzig,Freiburg,3,1
Union Berlin,Augsburg,2,2
Schalke 04,Mainz 05,1,0
Borussia M.Gladbach,Borussia Dortmund,4,2
Augsburg,Bochum,0,1
Hertha Berlin,FC Koln,2,0
Hoffenheim,Wolfsburg,1,2
Bayer Leverkusen,VfB Stuttgart,2,0
Werder Bremen,RB Leipzig,1,2
Schalke 04,Bayern Munich,0,2
Mainz 05,Eintracht Frankfurt,1,1
Freiburg,Union Berlin,4,1
Borussia M.Gladbach,VfB Stuttgart,3,1
Augsburg,Eintracht Frankfurt,1,2
Hertha Berlin,Bayern Munich,2,3
Mainz 05,Wolfsburg,0,3
Hoffenheim,RB Leipzig,1,3
Borussia Dortmund,Bochum,3,0
Werder Bremen,Schalke 04,2,1
Bayer Leverkusen,Union Berlin,5,0
Freiburg,FC Koln,2,0
Werder Bremen,Hertha Berlin,1,0
Wolfsburg,Bochum,4,0
VfB Stuttgart,Augsburg,2,1
Bayern Munich,Mainz 05,6,2
RB Leipzig,Bayer Leverkusen,2,0
Eintracht Frankfurt,Borussia Dortmund,1,2
Union Berlin,Borussia M.Gladbach,2,1
Schalke 04,Freiburg,0,2
FC Koln,Hoffenheim,1,1
Mainz 05,FC Koln,5,0
Hoffenheim,Bayern Munich,0,2
Borussia Dortmund,VfB Stuttgart,5,0
Bayer Leverkusen,Wolfsburg,2,2
Freiburg,Werder Bremen,2,0
Augsburg,RB Leipzig,3,3
Borussia M.Gladbach,Eintracht Frankfurt,1,3
Bochum,Union Berlin,2,1
Hertha Berlin,Schalke 04,2,1
Schalke 04,Hoffenheim,0,3
Werder Bremen,Mainz 05,0,2
Eintracht Frankfurt,Bayer Leverkusen,5,1
Wolfsburg,Borussia M.Gladbach,2,2
VfB Stuttgart,Bochum,4,1
RB Leipzig,Hertha Berlin,3,2
FC Koln,Augsburg,3,2
Union Berlin,Borussia Dortmund,2,0
Bayern Munich,Freiburg,5,0
Hoffenheim,Werder Bremen,1,2
Bochum,Eintracht Frankfurt,3,0
Augsburg,Wolfsburg,1,1
Bayer Leverkusen,Schalke 04,4,0
Mainz 05,RB Leipzig,1,1
Borussia Dortmund,Bayern Munich,2,2
Borussia M.Gladbach,FC Koln,5,2
Hertha Berlin,Freiburg,2,2
VfB Stuttgart,Union Berlin,0,1
Bayern Munich,Bayer Leverkusen,4,0
RB Leipzig,Bochum,4,0
Freiburg,Mainz 05,2,1
FC Koln,Borussia Dortmund,3,2
Eintracht Frankfurt,Union Berlin,2,0
Wolfsburg,VfB Stuttgart,3,2
Werder Bremen,Borussia M.Gladbach,5,1
Hertha Berlin,Hoffenheim,1,1
Schalke 04,Augsburg,2,3
Mainz 05,Hertha Berlin,1,1
Borussia Dortmund,Schalke 04,1,0
Bayer Leverkusen,Werder Bremen,1,1
Augsburg,Bayern Munich,1,0
VfB Stuttgart,Eintracht Frankfurt,1,3
Borussia M.Gladbach,RB Leipzig,3,0
Union Berlin,Wolfsburg,2,0
Bochum,FC Koln,1,1
Hoffenheim,Freiburg,0,0
Werder Bremen,Augsburg,0,1
Bayern Munich,VfB Stuttgart,2,2
RB Leipzig,Borussia Dortmund,3,0
Hoffenheim,Mainz 05,4,1
Eintracht Frankfurt,Wolfsburg,0,1
Hertha Berlin,Bayer Leverkusen,2,2
Schalke 04,Bochum,3,1
FC Koln,Union Berlin,0,1
Freiburg,Borussia M.Gladbach,0,0
Borussia Dortmund,Hoffenheim,1,0
Bayer Leverkusen,Freiburg,2,3
Union Berlin,Bayern Munich,1,1
Wolfsburg,FC Koln,2,4
Bochum,Werder Bremen,0,2
VfB Stuttgart,Schalke 04,1,1
Eintracht Frankfurt,RB Leipzig,4,0
Augsburg,Hertha Berlin,0,2
Borussia M.Gladbach,Mainz 05,0,1
Freiburg,Bochum,1,0
Mainz 05,Bayer Leverkusen,0,3
Hoffenheim,Augsburg,1,0
Hertha Berlin,Borussia Dortmund,0,1
Schalke 04,Union Berlin,1,6
RB Leipzig,Wolfsburg,2,0
Bayern Munich,Borussia M.Gladbach,1,1
FC Koln,VfB Stuttgart,0,0
Werder Bremen,Eintracht Frankfurt,3,4
Borussia M.Gladbach,Hertha Berlin,1,0
Wolfsburg,Schalke 04,0,0
Borussia Dortmund,Werder Bremen,2,3
Bayer Leverkusen,Hoffenheim,0,3
Augsburg,Mainz 05,1,2
VfB Stuttgart,Freiburg,0,1
Union Berlin,RB Leipzig,2,1
Eintracht Frankfurt,FC Koln,1,1
Bochum,Bayern Munich,0,7
Freiburg,Borussia Dortmund,1,3
Hoffenheim,Bochum,3,2
Hertha Berlin,Eintracht Frankfurt,1,1
Bayer Leverkusen,Augsburg,1,2
RB Leipzig,FC Koln,2,2
Werder Bremen,VfB Stuttgart,2,2
Schalke 04,Borussia M.Gladbach,2,2
Mainz 05,Union Berlin,0,0
Bayern Munich,Wolfsburg,2,0
