home,away,home_score,away_score
Borussia M.Gladbach,Hannover 96,2,1
Wolfsburg,Mainz 05,1,1
Hamburger SV,Werder Bremen,0,0
Freiburg,Hoffenheim,3,2
Hertha Berlin,Bayern Munich,2,2
FC Koln,RB Leipzig,1,2
Borussia M.Gladbach,VfB Stuttgart,2,0
Schalke 04,Bayern Munich,0,3
Augsburg,RB Leipzig,1,0
Wolfsburg,Werder Bremen,1,1
FC Koln,Eintracht Frankfurt,0,1
Hertha Berlin,Bayer Leverkusen,2,1
Freiburg,Hannover 96,1,1
Hamburger SV,Borussia Dortmund,0,3
Mainz 05,Hoffenheim,2,3
Bayern Munich,Wolfsburg,2,2
Mainz 05,Hertha Berlin,1,0
VfB Stuttgart,Augsburg,0,0
RB Leipzig,Eintracht Frankfurt,2,1
Hoffenheim,Schalke 04,2,0
Werder Bremen,Freiburg,0,0
Borussia Dortmund,Borussia M.Gladbach,6,1
Hannover 96,FC Koln,0,0
Bayer Leverkusen,Hamburger SV,3,0
Hannover 96,Hamburger SV,2,0
VfB Stuttgart,Wolfsburg,1,0
Werder Bremen,Schalke 04,1,2
Eintracht Frankfurt,Augsburg,1,2
Bayern Munich,Mainz 05,4,0
RB Leipzig,Borussia M.Gladbach,2,2
Hoffenheim,Hertha Berlin,1,1
Bayer Leverkusen,Freiburg,4,0
Borussia Dortmund,FC Koln,5,0
Hamburger SV,RB Leipzig,0,2
Mainz 05,Bayer Leverkusen,3,1
Wolfsburg,Hannover 96,1,1
Augsburg,FC Koln,3,0
Freiburg,Borussia Dortmund,0,0
Borussia M.Gladbach,Eintracht Frankfurt,0,1
Hoffenheim,Bayern Munich,2,0
Hertha Berlin,Werder Bremen,1,1
Schalke 04,VfB Stuttgart,3,1
FC Koln,Hamburger SV,1,3
Werder Bremen,Bayern Munich,0,2
Eintracht Frankfurt,Wolfsburg,0,1
Bayer Leverkusen,Hoffenheim,2,2
Augsburg,Borussia M.Gladbach,2,2
VfB Stuttgart,Mainz 05,1,0
Borussia Dortmund,Hertha Berlin,2,0
RB Leipzig,Freiburg,4,1
Hannover 96,Schalke 04,1,0
