home,away,home_score,away_score
Crystal Palace,Watford,1,0
Burnley,Tottenham,1,1
Chelsea,Everton,4,0
Manchester United,Manchester City,2,0
Liverpool,West Ham,3,2
Norwich,Leicester,1,0
Brighton,Crystal Palace,0,1
Bournemouth,Chelsea,2,2
Newcastle,Burnley,0,0
West Ham,Southampton,3,1
Watford,Liverpool,3,0
Everton,Manchester United,1,1
Tottenham,Wolves,2,3
Chelsea,Manchester United,0,2
Manchester City,West Ham,2,0
Chelsea,Tottenham,2,1
Crystal Palace,Newcastle,1,0
Burnley,Bournemouth,3,0
Sheffield United,Brighton,1,1
Southampton,Aston Villa,2,0
Leicester,Manchester City,0,1
Manchester United,Watford,3,0
Wolves,Norwich,3,0
Arsenal,Everton,3,2
Wolves,Leicester,0,0
Southampton,Burnley,1,2
Norwich,Liverpool,0,1
Aston Villa,Tottenham,2,3
Arsenal,Newcastle,4,0
Everton,Crystal Palace,3,1
Brighton,Watford,1,1
Sheffield United,Bournemouth,2,1
West Ham,Liverpool,0,2
Leicester,Chelsea,2,2
Liverpool,Southampton,4,0
Bournemouth,Aston Villa,2,1
Newcastle,Norwich,0,0
Watford,Everton,2,3
West Ham,Brighton,3,3
Crystal Palace,Sheffield United,0,1
Manchester United,Wolves,0,0
Burnley,Arsenal,0,0
Tottenham,Manchester City,2,0
Crystal Palace,Southampton,0,2
Aston Villa,Watford,2,1
Bournemouth,Brighton,3,1
Everton,Newcastle,2,2
Sheffield United,Manchester City,0,1
Chelsea,Arsenal,2,2
Tottenham,Norwich,2,1
Leicester,West Ham,4,1
Manchester United,Burnley,0,2
Wolves,Liverpool,1,2
Watford,Tottenham,0,0
West Ham,Everton,1,1
Arsenal,Sheffield United,1,1
Brighton,Aston Villa,1,1
Manchester City,Crystal Palace,2,2
Norwich,Bournemouth,1,0
Southampton,Wolves,2,3
Newcastle,Chelsea,1,0
Burnley,Leicester,2,1
Liverpool,Manchester United,2,0
Sheffield United,West Ham,1,0
Crystal Palace,Arsenal,1,1
Everton,Brighton,1,0
Leicester,Southampton,1,2
Manchester United,Norwich,4,0
Chelsea,Burnley,3,0
Wolves,Newcastle,1,1
Tottenham,Liverpool,0,1
Bournemouth,Watford,0,3
Aston Villa,Manchester City,1,6
Brighton,Chelsea,1,1
Burnley,Aston Villa,1,2
Newcastle,Leicester,0,3
Southampton,Tottenham,1,0
Watford,Wolves,2,1
Norwich,Crystal Palace,1,1
West Ham,Bournemouth,4,0
Manchester City,Everton,2,1
Arsenal,Manchester United,2,0
Liverpool,Sheffield United,2,0
Tottenham,Brighton,2,1
Aston Villa,Norwich,1,0
Bournemouth,Arsenal,1,1
Chelsea,Southampton,0,2
Crystal Palace,West Ham,2,1
Everton,Burnley,1,0
Sheffield United,Watford,1,1
Manchester United,Newcastle,4,1
Leicester,Liverpool,0,4
Wolves,Manchester City,3,2
Brighton,Bournemouth,2,0
Southampton,Crystal Palace,1,1
Watford,Aston Villa,3,0
Newcastle,Everton,1,2
Norwich,Tottenham,2,2
West Ham,Leicester,1,2
Burnley,Manchester United,0,2
Arsenal,Chelsea,1,2
Liverpool,Wolves,1,0
Manchester City,Sheffield United,2,0
Crystal Palace,Brighton,1,1
Everton,Arsenal,0,0
Newcastle,Crystal Palace,1,0
Norwich,Wolves,1,2
Aston Villa,Southampton,1,3
Bournemouth,Burnley,0,1
Brighton,Sheffield United,0,1
Manchester City,Leicester,3,1
Watford,Manchester United,2,0
Tottenham,Chelsea,0,2
West Ham,Arsenal,1,3
Liverpool,Watford,2,0
Burnley,Newcastle,1,0
Chelsea,Bournemouth,0,1
Leicester,Norwich,1,1
Sheffield United,Aston Villa,2,0
Southampton,West Ham,0,1
Wolves,Tottenham,1,2
Manchester United,Everton,1,1
Arsenal,Manchester City,0,3
Crystal Palace,Bournemouth,1,0
Burnley,Manchester City,1,4
Leicester,Watford,2,0
Wolves,West Ham,2,0
Manchester United,Tottenham,2,1
Chelsea,Aston Villa,2,1
Southampton,Norwich,2,1
Liverpool,Everton,5,2
Sheffield United,Newcastle,0,2
Arsenal,Brighton,1,2
Everton,Chelsea,3,1
Tottenham,Burnley,5,0
Watford,Crystal Palace,0,0
Bournemouth,Liverpool,0,3
Manchester City,Manchester United,1,2
Newcastle,Southampton,2,1
Norwich,Sheffield United,1,2
Aston Villa,Leicester,1,4
Brighton,Wolves,2,2
Aston Villa,Newcastle,2,0
Newcastle,Manchester City,2,2
Liverpool,Brighton,2,1
Burnley,Crystal Palace,0,2
Chelsea,West Ham,0,1
Tottenham,Bournemouth,3,2
Southampton,Watford,2,1
Wolves,Sheffield United,1,1
Norwich,Arsenal,2,2
Manchester United,Aston Villa,2,2
Leicester,Everton,2,1
West Ham,Tottenham,2,3
Watford,Burnley,0,3
Arsenal,Southampton,2,2
Bournemouth,Wolves,1,2
Brighton,Leicester,0,2
Crystal Palace,Liverpool,1,2
Everton,Norwich,0,2
Manchester City,Chelsea,2,1
Sheffield United,Manchester United,3,3
Norwich,Watford,0,2
Chelsea,Crystal Palace,2,0
Burnley,West Ham,3,0
Southampton,Everton,1,2
Tottenham,Sheffield United,1,1
Newcastle,Bournemouth,2,1
Leicester,Arsenal,2,0
Wolves,Aston Villa,2,1
Manchester United,Brighton,3,1
Liverpool,Manchester City,3,1
Bournemouth,Manchester United,1,0
Brighton,Norwich,2,0
Arsenal,Wolves,1,1
Aston Villa,Liverpool,1,2
Manchester City,Southampton,2,1
Sheffield United,Burnley,3,0
West Ham,Newcastle,2,3
Watford,Chelsea,1,2
Crystal Palace,Leicester,0,2
Everton,Tottenham,1,1
Sheffield United,Arsenal,1,0
Southampton,Leicester,0,9
Manchester City,Aston Villa,3,0
Watford,Bournemouth,0,0
West Ham,Sheffield United,1,1
Brighton,Everton,3,2
Burnley,Chelsea,2,4
Newcastle,Wolves,1,1
Norwich,Manchester United,1,3
Liverpool,Tottenham,2,1
Arsenal,Crystal Palace,2,2
Everton,West Ham,2,0
Leicester,Burnley,2,1
Tottenham,Watford,1,1
Wolves,Southampton,1,1
Aston Villa,Brighton,2,1
Bournemouth,Norwich,0,0
Chelsea,Newcastle,1,0
Crystal Palace,Manchester City,0,2
Manchester United,Liverpool,1,1
Manchester United,Arsenal,1,1
Brighton,Tottenham,3,0
Burnley,Everton,1,0
Liverpool,Leicester,2,1
Norwich,Aston Villa,1,5
Watford,Sheffield United,0,0
West Ham,Crystal Palace,1,2
Southampton,Chelsea,1,4
Arsenal,Bournemouth,1,0
Manchester City,Wolves,0,2
Newcastle,Manchester United,1,0
Sheffield United,Liverpool,0,1
Tottenham,Southampton,2,1
Wolves,Watford,2,0
Aston Villa,Burnley,2,2
Bournemouth,West Ham,2,2
Chelsea,Brighton,2,0
Crystal Palace,Norwich,2,0
Everton,Manchester City,1,3
Leicester,Newcastle,5,0
Aston Villa,West Ham,0,0
Southampton,Bournemouth,1,3
Leicester,Tottenham,2,1
Manchester City,Watford,8,0
Burnley,Norwich,2,0
Everton,Sheffield United,0,2
Newcastle,Brighton,0,0
Crystal Palace,Wolves,1,1
West Ham,Manchester United,2,0
Chelsea,Liverpool,1,2
Arsenal,Aston Villa,3,2
Liverpool,Newcastle,3,1
Manchester United,Leicester,1,0
Brighton,Burnley,1,1
Sheffield United,Southampton,0,1
Tottenham,Crystal Palace,4,0
Wolves,Chelsea,2,5
Norwich,Manchester City,3,2
Bournemouth,Everton,3,1
Watford,Arsenal,2,2
Southampton,Manchester United,1,1
West Ham,Norwich,2,0
Leicester,Bournemouth,3,1
Manchester City,Brighton,4,0
Newcastle,Watford,1,1
Chelsea,Sheffield United,2,2
Crystal Palace,Aston Villa,1,0
Burnley,Liverpool,0,3
Everton,Wolves,3,2
Arsenal,Tottenham,2,2
Wolves,Manchester United,1,1
Aston Villa,Everton,2,0
Norwich,Chelsea,2,3
Sheffield United,Leicester,1,2
Manchester United,Crystal Palace,1,2
Brighton,Southampton,0,2
Watford,West Ham,1,3
Liverpool,Arsenal,3,1
Bournemouth,Manchester City,1,3
Wolves,Burnley,1,1
Tottenham,Newcastle,0,1
Arsenal,Burnley,2,1
Aston Villa,Bournemouth,1,2
Brighton,West Ham,1,1
Everton,Watford,1,0
Norwich,Newcastle,3,1
Southampton,Liverpool,1,2
Manchester City,Tottenham,2,2
Sheffield United,Crystal Palace,1,0
Chelsea,Leicester,1,1
