home,away,home_score,away_score
Newcastle,Crystal Palace,1,0
Manchester City,Brighton,3,0
Burnley,Southampton,2,0
Arsenal,Manchester United,3,1
Leicester,Aston Villa,0,0
Norwich,Newcastle,0,3
Manchester City,Watford,5,1
Brentford,Tottenham,0,0
Chelsea,West Ham,1,0
Burnley,Wolves,1,0
Brighton,Southampton,2,2
Liverpool,Everton,2,0
Tottenham,Brighton,0,1
Southampton,Arsenal,1,0
Watford,Brentford,1,2
Manchester United,Norwich,3,2
Newcastle,Leicester,2,1
West Ham,Burnley,1,1
Crystal Palace,Arsenal,3,0
Burnley,Everton,3,2
Newcastle,Wolves,1,0
Everton,Manchester United,1,0
Arsenal,Brighton,1,2
Watford,Leeds,0,3
Southampton,Chelsea,0,6
Aston Villa,Tottenham,0,4
Brentford,West Ham,2,0
Norwich,Burnley,2,0
Leicester,Crystal Palace,2,1
Manchester City,Liverpool,2,2
Liverpool,Watford,2,0
Leeds,Southampton,1,1
Chelsea,Brentford,1,4
Burnley,Manchester City,0,2
Brighton,Norwich,0,0
Wolves,Aston Villa,2,1
Manchester United,Leicester,1,1
West Ham,Everton,2,1
Tottenham,Newcastle,5,1
Crystal Palace,Manchester City,0,0
Brighton,Tottenham,0,2
Arsenal,Liverpool,0,2
Everton,Newcastle,1,0
Wolves,Leeds,2,3
Aston Villa,Arsenal,0,1
Leicester,Brentford,2,1
Tottenham,West Ham,3,1
Tottenham,Everton,5,0
Wolves,Watford,4,0
Southampton,Newcastle,1,2
Norwich,Chelsea,1,3
Leeds,Aston Villa,0,3
Brighton,Liverpool,0,2
Brentford,Burnley,2,0
Manchester United,Tottenham,3,2
Southampton,Watford,1,2
West Ham,Aston Villa,2,1
Chelsea,Newcastle,1,0
Everton,Wolves,0,1
Leeds,Norwich,2,1
Arsenal,Leicester,2,0
Burnley,Leicester,0,2
Leicester,Leeds,1,0
Aston Villa,Southampton,4,0
Burnley,Chelsea,0,4
Wolves,Crystal Palace,0,2
Newcastle,Brighton,2,1
Norwich,Brentford,1,3
Liverpool,West Ham,1,0
Watford,Arsenal,2,3
Manchester City,Manchester United,4,1
Burnley,Tottenham,1,0
Watford,Crystal Palace,1,4
Liverpool,Leeds,6,0
Arsenal,Wolves,2,1
Southampton,Norwich,2,0
Leeds,Tottenham,0,4
Manchester United,Watford,0,0
Crystal Palace,Burnley,1,1
Brentford,Newcastle,0,2
Brighton,Aston Villa,0,2
Everton,Manchester City,0,1
West Ham,Wolves,1,0
Manchester United,Brighton,2,0
West Ham,Newcastle,1,1
Southampton,Everton,2,0
Liverpool,Norwich,3,1
Arsenal,Brentford,2,1
Aston Villa,Watford,0,1
Brighton,Burnley,0,3
Crystal Palace,Chelsea,0,1
Manchester City,Tottenham,2,3
Leeds,Manchester United,2,4
Wolves,Leicester,2,1
West Ham,Watford,1,0
Newcastle,Everton,3,1
Burnley,Manchester United,1,1
Norwich,Crystal Palace,1,1
Tottenham,Southampton,2,3
Manchester City,Brentford,2,0
Aston Villa,Leeds,3,3
Liverpool,Leicester,2,0
Wolves,Arsenal,0,1
Manchester United,Southampton,1,1
Everton,Leeds,3,0
Watford,Brighton,0,2
Brentford,Crystal Palace,0,0
Norwich,Manchester City,0,4
Tottenham,Wolves,0,2
Newcastle,Aston Villa,1,0
Burnley,Liverpool,0,1
Leicester,West Ham,2,2
Burnley,Watford,0,0
Brighton,Chelsea,1,1
Leicester,Tottenham,2,3
Brentford,Manchester United,1,3
Watford,Norwich,0,3
Everton,Aston Villa,0,1
Leeds,Newcastle,0,1
Brentford,Wolves,1,2
Manchester United,West Ham,1,0
Southampton,Manchester City,1,1
Crystal Palace,Liverpool,1,3
Leicester,Brighton,1,1
Arsenal,Burnley,0,0
Chelsea,Tottenham,2,0
Southampton,Brentford,4,1
West Ham,Norwich,2,0
Brighton,Crystal Palace,1,1
Manchester City,Chelsea,1,0
Newcastle,Watford,1,1
Norwich,Everton,2,1
Wolves,Southampton,3,1
Aston Villa,Manchester United,2,2
Liverpool,Brentford,3,0
West Ham,Leeds,2,3
Manchester United,Wolves,0,1
Newcastle,Manchester United,1,1
Watford,West Ham,1,4
Crystal Palace,Norwich,3,0
Southampton,Tottenham,1,1
Leicester,Liverpool,1,0
Chelsea,Brighton,1,1
Brentford,Manchester City,0,1
Manchester United,Burnley,3,1
Arsenal,Manchester City,1,2
Watford,Tottenham,0,1
Crystal Palace,West Ham,2,3
Everton,Brighton,2,3
Leeds,Burnley,3,1
Brentford,Aston Villa,2,1
Chelsea,Liverpool,2,2
Manchester City,Leicester,6,3
Norwich,Arsenal,0,5
Tottenham,Crystal Palace,3,0
West Ham,Southampton,2,3
Aston Villa,Chelsea,1,3
Brighton,Brentford,2,0
Norwich,Aston Villa,0,2
Manchester City,Leeds,7,0
Brighton,Wolves,0,1
Crystal Palace,Southampton,2,2
Arsenal,West Ham,2,0
Chelsea,Everton,1,1
Liverpool,Newcastle,3,1
Leeds,Arsenal,1,4
Newcastle,Manchester City,0,4
Wolves,Chelsea,0,0
Tottenham,Liverpool,2,2
Everton,Arsenal,2,1
Brentford,Watford,2,1
Manchester City,Wolves,1,0
Chelsea,Leeds,3,2
Liverpool,Aston Villa,1,0
Arsenal,Southampton,3,0
Norwich,Manchester United,0,1
Leicester,Newcastle,4,0
Burnley,West Ham,0,0
Crystal Palace,Everton,3,1
Newcastle,Norwich,1,1
Leeds,Crystal Palace,1,0
Watford,Chelsea,1,2
West Ham,Brighton,1,1
Wolves,Burnley,0,0
Southampton,Leicester,2,2
Aston Villa,Manchester City,1,2
Everton,Liverpool,1,4
Tottenham,Brentford,2,0
Manchester United,Arsenal,3,2
West Ham,Chelsea,3,2
Wolves,Liverpool,0,1
Newcastle,Burnley,1,0
Southampton,Brighton,1,1
Watford,Manchester City,1,3
Tottenham,Norwich,3,0
Leeds,Brentford,2,2
Manchester United,Crystal Palace,1,0
Aston Villa,Leicester,2,1
Arsenal,Newcastle,2,0
Crystal Palace,Aston Villa,1,2
Liverpool,Southampton,4,0
Norwich,Wolves,0,0
Brighton,Leeds,0,0
Leicester,Watford,4,2
Brentford,Everton,1,0
Manchester City,West Ham,2,1
Chelsea,Manchester United,1,1
Leicester,Chelsea,0,3
Aston Villa,Brighton,2,0
Burnley,Crystal Palace,3,3
Newcastle,Brentford,3,3
Norwich,Southampton,2,1
Watford,Manchester United,4,1
Wolves,West Ham,1,0
Liverpool,Arsenal,4,0
Manchester City,Everton,3,0
Tottenham,Leeds,2,1
Wolves,Everton,2,1
Southampton,Aston Villa,1,0
Manchester United,Manchester City,0,2
Brentford,Norwich,1,2
Chelsea,Burnley,1,1
Crystal Palace,Wolves,2,0
Brighton,Newcastle,1,1
Arsenal,Watford,1,0
Everton,Tottenham,0,0
Leeds,Leicester,1,1
West Ham,Liverpool,3,2
Leicester,Arsenal,0,2
Liverpool,Brighton,2,2
Manchester City,Crystal Palace,0,2
Newcastle,Chelsea,0,3
Burnley,Brentford,3,1
Watford,Southampton,0,1
Tottenham,Manchester United,0,3
Norwich,Leeds,1,2
Aston Villa,West Ham,1,4
Arsenal,Crystal Palace,2,2
Arsenal,Aston Villa,3,1
Chelsea,Norwich,7,0
Crystal Palace,Newcastle,1,1
Everton,Watford,2,5
Leeds,Wolves,1,1
Southampton,Burnley,2,2
Brighton,Manchester City,1,4
West Ham,Tottenham,1,0
Brentford,Leicester,1,2
Manchester United,Liverpool,0,5
Watford,Liverpool,0,5
Norwich,Brighton,0,0
Southampton,Leeds,1,0
Aston Villa,Wolves,2,3
Leicester,Manchester United,4,2
Manchester City,Burnley,2,0
Brentford,Chelsea,0,1
Everton,West Ham,0,1
Newcastle,Tottenham,2,3
Crystal Palace,Brighton,1,1
Manchester United,Everton,1,1
Wolves,Newcastle,2,1
Burnley,Norwich,0,0
Chelsea,Southampton,3,1
Leeds,Watford,1,0
Brighton,Arsenal,0,0
Crystal Palace,Leicester,2,2
Tottenham,Aston Villa,2,1
West Ham,Brentford,1,2
Liverpool,Manchester City,2,2
Chelsea,Manchester City,0,1
Manchester United,Aston Villa,0,1
Watford,Newcastle,1,1
Everton,Norwich,2,0
Leeds,West Ham,1,2
Leicester,Burnley,2,2
Brentford,Liverpool,3,3
Southampton,Wolves,0,1
Arsenal,Tottenham,3,1
Everton,Burnley,3,1
Newcastle,Leeds,1,1
Wolves,Brentford,0,2
Norwich,Watford,1,3
Burnley,Arsenal,0,1
Liverpool,Crystal Palace,3,0
Manchester City,Southampton,0,0
Aston Villa,Everton,3,0
Brighton,Leicester,2,1
West Ham,Manchester United,1,2
Tottenham,Chelsea,0,3
Crystal Palace,Tottenham,3,0
Arsenal,Norwich,1,0
Brentford,Brighton,0,1
Leicester,Manchester City,0,1
Manchester United,Newcastle,4,1
Southampton,West Ham,0,0
Watford,Wolves,0,2
Chelsea,Aston Villa,3,0
Leeds,Liverpool,0,3
West Ham,Leicester,4,1
Manchester City,Arsenal,5,0
Newcastle,Southampton,2,2
Norwich,Leicester,1,2
West Ham,Crystal Palace,2,2
Aston Villa,Brentford,1,1
Brighton,Everton,0,2
Liverpool,Chelsea,1,1
Burnley,Leeds,1,1
Tottenham,Watford,1,0
Wolves,Manchester United,0,1
Liverpool,Burnley,2,0
Manchester City,Norwich,5,0
Aston Villa,Newcastle,2,0
Crystal Palace,Brentford,0,0
Leeds,Everton,2,2
Brighton,Watford,2,0
Southampton,Manchester United,1,1
Wolves,Tottenham,0,1
Arsenal,Chelsea,0,2
