home,away,home_score,away_score
Chelsea,West Ham,1,1
Crystal Palace,Liverpool,1,2
Brighton,Leicester,0,2
West Ham,Southampton,3,0
Manchester United,Swansea,2,0
Newcastle,Huddersfield,1,0
Watford,Bournemouth,2,2
West Bromwich Albion,Burnley,1,2
Everton,Manchester City,1,3
Arsenal,Stoke,3,0
Chelsea,Tottenham,1,3
Stoke,Manchester City,0,2
Bournemouth,West Bromwich Albion,2,1
Huddersfield,Crystal Palace,0,2
Stoke,Everton,1,2
Liverpool,Watford,5,0
Crystal Palace,Manchester United,2,3
Manchester United,Liverpool,2,1
Newcastle,Southampton,3,0
West Bromwich Albion,Leicester,1,4
West Ham,Burnley,0,3
Everton,Brighton,2,0
Huddersfield,Swansea,0,0
Chelsea,Crystal Palace,2,1
Arsenal,Watford,3,0
Bournemouth,Tottenham,1,4
Arsenal,Manchester City,0,3
Burnley,Everton,2,1
Leicester,Bournemouth,1,1
Southampton,Stoke,0,0
Swansea,West Ham,4,1
Tottenham,Huddersfield,2,0
Watford,West Bromwich Albion,1,0
Liverpool,Newcastle,2,0
Brighton,Arsenal,2,1
Manchester City,Chelsea,1,0
Leicester,Stoke,1,1
Liverpool,West Ham,4,1
West Bromwich Albion,Huddersfield,1,2
Bournemouth,Newcastle,2,2
Brighton,Swansea,4,1
Burnley,Southampton,1,1
Watford,Everton,1,0
Crystal Palace,Tottenham,0,1
Manchester United,Chelsea,2,1
Chelsea,West Bromwich Albion,3,0
Watford,Chelsea,4,1
Tottenham,Arsenal,1,0
West Ham,Watford,2,0
Everton,Crystal Palace,3,1
Stoke,Brighton,1,1
Swansea,Burnley,1,0
Manchester City,Leicester,5,1
Huddersfield,Bournemouth,4,1
Newcastle,Manchester United,1,0
Southampton,Liverpool,0,2
Swansea,Arsenal,3,1
West Ham,Crystal Palace,1,1
Huddersfield,Liverpool,0,3
Chelsea,Bournemouth,0,3
Everton,Leicester,2,1
Newcastle,Burnley,1,1
Southampton,Brighton,1,1
Manchester City,West Bromwich Albion,3,0
Stoke,Watford,0,0
Tottenham,Manchester United,2,0
Burnley,Manchester City,1,1
Leicester,Swansea,1,1
Bournemouth,Stoke,2,1
Brighton,West Ham,3,1
Manchester United,Huddersfield,2,0
West Bromwich Albion,Southampton,2,3
Arsenal,Everton,5,1
Crystal Palace,Newcastle,1,1
Liverpool,Tottenham,2,2
Swansea,Liverpool,1,0
Manchester United,Stoke,3,0
Brighton,Chelsea,0,4
Burnley,Manchester United,0,1
Everton,West Bromwich Albion,1,1
Leicester,Watford,2,0
Arsenal,Crystal Palace,4,1
Stoke,Huddersfield,2,0
West Ham,Bournemouth,1,1
Manchester City,Newcastle,3,1
Southampton,Tottenham,1,1
Chelsea,Leicester,0,0
Crystal Palace,Burnley,1,0
Huddersfield,West Ham,1,4
Newcastle,Swansea,1,1
Watford,Southampton,2,2
West Bromwich Albion,Brighton,2,0
Tottenham,Everton,4,0
Bournemouth,Arsenal,2,1
Liverpool,Manchester City,4,3
Brighton,Bournemouth,2,2
Burnley,Liverpool,1,2
Leicester,Huddersfield,3,0
Stoke,Newcastle,0,1
Everton,Manchester United,0,2
Swansea,Tottenham,0,2
West Ham,West Bromwich Albion,2,1
Southampton,Crystal Palace,1,2
Manchester City,Watford,3,1
Arsenal,Chelsea,2,2
Tottenham,West Ham,1,1
Tottenham,Southampton,5,2
Watford,Leicester,2,1
West Bromwich Albion,Everton,0,0
Bournemouth,West Ham,3,3
Chelsea,Brighton,2,0
Huddersfield,Stoke,1,1
Manchester United,Burnley,2,2
Liverpool,Swansea,5,0
Newcastle,Manchester City,0,1
Crystal Palace,Arsenal,2,3
Bournemouth,Everton,2,1
Chelsea,Stoke,5,0
Huddersfield,Burnley,0,0
Liverpool,Leicester,2,1
Newcastle,Brighton,0,0
Watford,Swansea,1,2
Manchester United,Southampton,0,0
Crystal Palace,Manchester City,0,0
West Bromwich Albion,Arsenal,1,1
Everton,Swansea,3,1
Arsenal,Liverpool,3,3
Everton,Chelsea,0,0
Swansea,Crystal Palace,1,1
West Ham,Newcastle,2,3
Brighton,Watford,1,0
Stoke,West Bromwich Albion,3,1
Manchester City,Bournemouth,4,0
Southampton,Huddersfield,1,1
Burnley,Tottenham,0,3
Leicester,Manchester United,2,2
Burnley,Stoke,1,0
Huddersfield,Chelsea,1,3
Crystal Palace,Watford,2,1
Swansea,Manchester City,0,4
Newcastle,Everton,0,1
Southampton,Leicester,1,4
Liverpool,West Bromwich Albion,0,0
Tottenham,Brighton,2,0
West Ham,Arsenal,0,0
Manchester United,Bournemouth,1,0
Leicester,Crystal Palace,0,3
Watford,Huddersfield,1,4
Arsenal,Newcastle,1,0
Brighton,Burnley,0,0
Chelsea,Southampton,1,0
Stoke,West Ham,0,3
Manchester City,Tottenham,4,1
West Bromwich Albion,Manchester United,1,2
Bournemouth,Liverpool,0,4
West Ham,Chelsea,1,0
Swansea,West Bromwich Albion,1,0
Burnley,Watford,1,0
Crystal Palace,Bournemouth,2,2
Huddersfield,Brighton,2,0
Tottenham,Stoke,5,1
Newcastle,Leicester,2,3
Southampton,Arsenal,1,1
Liverpool,Everton,1,1
Manchester United,Manchester City,1,2
Leicester,Tottenham,2,1
Brighton,Crystal Palace,0,0
Watford,Manchester United,2,4
West Bromwich Albion,Newcastle,2,2
Chelsea,Swansea,1,0
Bournemouth,Burnley,1,2
Arsenal,Huddersfield,5,0
Everton,West Ham,4,0
Manchester City,Southampton,2,1
Stoke,Liverpool,0,3
Chelsea,Newcastle,3,1
Everton,Huddersfield,2,0
Brighton,Liverpool,1,5
Stoke,Swansea,2,1
Leicester,Burnley,1,0
Watford,Tottenham,1,1
West Bromwich Albion,Crystal Palace,0,0
Arsenal,Manchester United,1,3
Bournemouth,Southampton,1,1
Manchester City,West Ham,2,1
Brighton,Stoke,2,2
West Ham,Leicester,1,1
Manchester United,Brighton,1,0
Newcastle,Watford,0,3
Crystal Palace,Stoke,2,1
Tottenham,West Bromwich Albion,1,1
Swansea,Bournemouth,0,0
Liverpool,Chelsea,1,1
Southampton,Everton,4,1
Burnley,Arsenal,0,1
Huddersfield,Manchester City,1,2
Arsenal,Tottenham,2,0
Bournemouth,Huddersfield,4,0
West Bromwich Albion,Chelsea,0,4
Burnley,Swansea,2,0
Crystal Palace,Everton,2,2
Leicester,Manchester City,0,2
Liverpool,Southampton,3,0
Manchester United,Newcastle,4,1
Watford,West Ham,2,0
Burnley,Newcastle,1,0
Stoke,Leicester,2,2
Swansea,Brighton,0,1
Huddersfield,West Bromwich Albion,1,0
Newcastle,Bournemouth,0,1
Southampton,Burnley,0,1
West Ham,Liverpool,1,4
Tottenham,Crystal Palace,1,0
Manchester City,Arsenal,3,1
Chelsea,Manchester United,1,0
Everton,Watford,3,2
Manchester United,Tottenham,1,0
Watford,Stoke,0,1
West Bromwich Albion,Manchester City,2,3
Crystal Palace,West Ham,2,2
Arsenal,Swansea,2,1
Liverpool,Huddersfield,3,0
Bournemouth,Chelsea,0,1
Brighton,Southampton,1,1
Leicester,Everton,2,0
Leicester,West Bromwich Albion,1,1
West Ham,Brighton,0,3
Chelsea,Watford,4,2
Stoke,Bournemouth,1,2
Swansea,Leicester,1,2
Huddersfield,Manchester United,2,1
Manchester City,Burnley,3,0
Newcastle,Crystal Palace,1,0
Southampton,West Bromwich Albion,1,0
Everton,Arsenal,2,5
Tottenham,Liverpool,4,1
Liverpool,Manchester United,0,0
Manchester City,Stoke,7,2
Burnley,West Ham,1,1
Crystal Palace,Chelsea,2,1
Swansea,Huddersfield,2,0
Tottenham,Bournemouth,1,0
Watford,Arsenal,2,1
Brighton,Everton,1,1
Southampton,Newcastle,2,2
Arsenal,West Bromwich Albion,2,0
Huddersfield,Tottenham,0,4
Manchester United,Crystal Palace,4,0
Stoke,Southampton,2,1
West Bromwich Albion,Watford,2,2
West Ham,Swansea,1,0
Bournemouth,Leicester,0,0
Chelsea,Manchester City,0,1
Arsenal,Brighton,2,0
Everton,Burnley,0,1
Newcastle,Liverpool,1,1
West Ham,Tottenham,2,3
Burnley,Huddersfield,0,0
Everton,Bournemouth,2,1
Manchester City,Crystal Palace,5,0
Southampton,Manchester United,0,1
Stoke,Chelsea,0,4
Swansea,Watford,1,2
Leicester,Liverpool,2,3
Brighton,Newcastle,1,0
West Ham,Huddersfield,2,0
Bournemouth,Brighton,2,1
Crystal Palace,Southampton,0,1
Huddersfield,Leicester,1,1
Liverpool,Burnley,1,1
Newcastle,Stoke,2,1
Watford,Manchester City,0,6
West Bromwich Albion,West Ham,0,0
Tottenham,Swansea,0,0
Chelsea,Arsenal,0,0
Manchester United,Everton,4,0
Manchester City,Liverpool,5,0
Southampton,Watford,0,2
Arsenal,Bournemouth,3,0
Brighton,West Bromwich Albion,3,1
Everton,Tottenham,0,3
Leicester,Chelsea,1,2
Stoke,Manchester United,2,2
Burnley,Crystal Palace,1,0
Swansea,Newcastle,0,1
Manchester City,Everton,1,1
Bournemouth,Manchester City,1,2
Crystal Palace,Swansea,0,2
Huddersfield,Southampton,0,0
Newcastle,West Ham,3,0
Watford,Brighton,0,0
Manchester United,Leicester,2,0
Chelsea,Everton,2,0
West Bromwich Albion,Stoke,1,1
Tottenham,Burnley,1,1
Liverpool,Arsenal,4,0
Swansea,Manchester United,0,4
Leicester,Brighton,2,0
Liverpool,Crystal Palace,1,0
Bournemouth,Watford,0,2
Burnley,West Bromwich Albion,0,1
Southampton,West Ham,3,2
Stoke,Arsenal,1,0
Huddersfield,Newcastle,1,0
Tottenham,Chelsea,1,2
