home,away,home_score,away_score
Southampton,Everton,1,2
West Ham,Wolves,2,0
Manchester City,Manchester United,6,3
Leeds,Aston Villa,0,0
Aston Villa,Southampton,1,0
Nottingham Forest,Fulham,2,3
Wolves,Manchester City,0,3
Newcastle,Bournemouth,1,1
Tottenham,Leicester,6,2
Brentford,Arsenal,0,3
Everton,West Ham,1,0
Fulham,Brighton,2,1
Crystal Palace,Brentford,1,1
Southampton,Chelsea,2,1
Leeds,Everton,1,1
Arsenal,Aston Villa,2,1
Bournemouth,Wolves,0,0
Manchester City,Nottingham Forest,6,0
West Ham,Tottenham,1,1
Liverpool,Newcastle,2,1
Leicester,Manchester United,0,1
Everton,Liverpool,0,0
Chelsea,West Ham,2,1
Brentford,Leeds,5,2
Newcastle,Crystal Palace,0,0
Nottingham Forest,Bournemouth,2,3
Tottenham,Fulham,2,1
Wolves,Southampton,1,0
Aston Villa,Manchester City,1,1
Brighton,Leicester,5,2
Manchester United,Arsenal,3,1
Manchester United,Liverpool,2,1
Southampton,Manchester United,0,1
Brentford,Everton,1,1
Brighton,Leeds,1,0
Chelsea,Leicester,2,1
Liverpool,Bournemouth,9,0
Manchester City,Crystal Palace,4,2
Arsenal,Fulham,2,1
Aston Villa,West Ham,0,1
Wolves,Newcastle,1,1
Nottingham Forest,Tottenham,0,2
Liverpool,Crystal Palace,1,1
Tottenham,Wolves,1,0
Leicester,Southampton,1,2
Crystal Palace,Aston Villa,3,1
Everton,Nottingham Forest,1,1
Fulham,Brentford,3,2
Bournemouth,Arsenal,0,3
Leeds,Chelsea,3,0
West Ham,Brighton,0,2
Newcastle,Manchester City,3,3
Aston Villa,Everton,2,1
Brighton,Newcastle,0,0
Arsenal,Leicester,4,2
Manchester City,Bournemouth,4,0
Southampton,Leeds,2,2
Wolves,Fulham,0,0
Brentford,Manchester United,4,0
Nottingham Forest,West Ham,1,0
Chelsea,Tottenham,2,2
