home,away,home_score,away_score
Crystal Palace,Leicester,2,2
Everton,Burnley,3,1
Southampton,Manchester City,0,3
West Bromwich Albion,Liverpool,0,1
Manchester United,Chelsea,2,0
Leicester,Sunderland,2,0
Watford,West Bromwich Albion,2,0
Burnley,Stoke,1,0
Manchester United,Everton,1,1
Swansea,Tottenham,1,3
Southampton,Crystal Palace,3,1
Arsenal,West Ham,3,0
Hull,Middlesbrough,4,2
Liverpool,Bournemouth,2,2
Chelsea,Manchester City,2,1
Tottenham,Watford,4,0
West Bromwich Albion,Southampton,0,1
West Ham,Swansea,1,0
Stoke,Liverpool,1,2
Manchester City,Hull,3,1
Middlesbrough,Burnley,0,0
Bournemouth,Chelsea,1,3
Sunderland,Manchester United,0,3
Everton,Leicester,4,2
Liverpool,Everton,3,1
Manchester United,West Bromwich Albion,0,0
Burnley,Tottenham,0,2
Chelsea,Crystal Palace,1,2
Hull,West Ham,2,1
Leicester,Stoke,2,0
Watford,Sunderland,1,0
Southampton,Bournemouth,0,0
Swansea,Middlesbrough,0,0
Arsenal,Manchester City,2,2
West Bromwich Albion,Arsenal,3,1
West Ham,Leicester,2,3
Stoke,Chelsea,1,2
Sunderland,Burnley,0,0
Crystal Palace,Watford,1,0
Everton,Hull,4,0
Bournemouth,Swansea,2,0
Middlesbrough,Manchester United,1,3
Tottenham,Southampton,2,1
Manchester City,Liverpool,1,1
West Ham,Chelsea,1,2
Manchester City,Stoke,0,0
Everton,West Bromwich Albion,3,0
Hull,Swansea,2,1
Bournemouth,West Ham,3,2
Liverpool,Burnley,2,1
Leicester,Liverpool,3,1
Manchester United,Bournemouth,1,1
Stoke,Middlesbrough,2,0
Leicester,Hull,3,1
Swansea,Burnley,3,2
Watford,Southampton,3,4
West Bromwich Albion,Crystal Palace,0,2
Liverpool,Arsenal,3,1
Tottenham,Everton,3,2
Sunderland,Manchester City,0,2
Chelsea,Swansea,3,1
Crystal Palace,Middlesbrough,1,0
Everton,Sunderland,2,0
Hull,Burnley,1,1
West Bromwich Albion,Bournemouth,2,1
Watford,West Ham,1,1
Tottenham,Stoke,4,0
Bournemouth,Manchester City,0,2
Arsenal,Hull,2,0
Manchester United,Watford,2,0
Middlesbrough,Everton,0,0
Stoke,Crystal Palace,1,0
Sunderland,Southampton,0,4
West Ham,West Bromwich Albion,2,2
Liverpool,Tottenham,2,0
Burnley,Chelsea,1,1
Swansea,Leicester,2,0
Arsenal,Watford,1,2
Bournemouth,Crystal Palace,0,2
Burnley,Leicester,1,0
Middlesbrough,West Bromwich Albion,1,1
Sunderland,Tottenham,0,0
Swansea,Southampton,2,1
Liverpool,Chelsea,1,1
West Ham,Manchester City,0,4
Manchester United,Hull,0,0
Stoke,Everton,1,1
Chelsea,Arsenal,3,1
Crystal Palace,Sunderland,0,4
Everton,Bournemouth,6,3
Hull,Liverpool,2,0
Southampton,West Ham,1,3
Watford,Burnley,2,1
West Bromwich Albion,Stoke,1,0
Tottenham,Middlesbrough,1,0
Manchester City,Swansea,2,1
Leicester,Manchester United,0,3
Liverpool,Swansea,2,3
Middlesbrough,West Ham,1,3
Bournemouth,Watford,2,2
Stoke,Manchester United,1,1
West Bromwich Albion,Sunderland,2,0
Crystal Palace,Everton,0,1
Manchester City,Tottenham,2,2
Southampton,Leicester,3,0
Arsenal,Burnley,2,1
Chelsea,Hull,2,0
Tottenham,West Bromwich Albion,4,0
Watford,Middlesbrough,0,0
West Ham,Crystal Palace,3,0
Sunderland,Stoke,1,3
Swansea,Arsenal,0,4
Burnley,Southampton,1,0
Hull,Bournemouth,3,1
Leicester,Chelsea,0,3
Everton,Manchester City,4,0
Manchester United,Liverpool,1,1
Middlesbrough,Leicester,0,0
Everton,Southampton,3,0
Manchester City,Burnley,2,1
Sunderland,Liverpool,2,2
West Bromwich Albion,Hull,3,1
West Ham,Manchester United,0,2
Bournemouth,Arsenal,3,3
Crystal Palace,Swansea,1,2
Stoke,Watford,2,0
Tottenham,Chelsea,2,0
Watford,Crystal Palace,1,1
Arsenal,West Bromwich Albion,1,0
Burnley,Middlesbrough,1,0
Chelsea,Bournemouth,3,0
Leicester,Everton,0,2
Manchester United,Sunderland,3,1
Swansea,West Ham,1,4
Hull,Manchester City,0,3
Liverpool,Stoke,4,1
Southampton,Tottenham,1,4
Hull,Everton,2,2
Leicester,West Ham,1,0
Burnley,Sunderland,4,1
Chelsea,Stoke,4,2
Manchester United,Middlesbrough,2,1
Southampton,West Bromwich Albion,1,2
Swansea,Bournemouth,0,3
Liverpool,Manchester City,1,0
Watford,Tottenham,1,4
Arsenal,Crystal Palace,2,0
Everton,Liverpool,0,1
Bournemouth,Leicester,1,0
Everton,Arsenal,2,1
Middlesbrough,Liverpool,0,3
Sunderland,Chelsea,0,1
West Ham,Burnley,1,0
Crystal Palace,Manchester United,1,2
West Bromwich Albion,Swansea,3,1
Manchester City,Watford,2,0
Stoke,Southampton,0,0
Tottenham,Hull,3,0
Crystal Palace,Chelsea,0,1
Middlesbrough,Swansea,3,0
Stoke,Leicester,2,2
Sunderland,Watford,1,0
West Ham,Hull,1,0
West Bromwich Albion,Manchester United,0,2
Bournemouth,Southampton,1,3
Tottenham,Burnley,2,1
Manchester City,Arsenal,2,1
Middlesbrough,Hull,1,0
Watford,Everton,3,2
Swansea,Sunderland,3,0
Arsenal,Stoke,3,1
Burnley,Bournemouth,3,2
Hull,Crystal Palace,3,3
Leicester,Manchester City,4,2
Chelsea,West Bromwich Albion,1,0
Manchester United,Tottenham,1,0
Southampton,Middlesbrough,1,0
Liverpool,West Ham,2,2
Manchester City,Chelsea,1,3
Stoke,Burnley,2,0
Sunderland,Leicester,2,1
Tottenham,Swansea,5,0
West Bromwich Albion,Watford,3,1
Crystal Palace,Southampton,3,0
West Ham,Arsenal,1,5
Bournemouth,Liverpool,4,3
Everton,Manchester United,1,1
West Bromwich Albion,Burnley,4,0
Burnley,Manchester City,1,2
Hull,West Bromwich Albion,1,1
Swansea,Crystal Palace,5,4
Leicester,Middlesbrough,2,2
Liverpool,Sunderland,2,0
Chelsea,Tottenham,2,1
Watford,Stoke,0,1
Arsenal,Bournemouth,3,1
Manchester United,West Ham,1,1
Southampton,Everton,1,0
Manchester United,Arsenal,1,1
Crystal Palace,Manchester City,1,2
Everton,Swansea,1,1
Southampton,Liverpool,0,0
Stoke,Bournemouth,0,1
Sunderland,Hull,3,0
Watford,Leicester,2,1
Tottenham,West Ham,3,2
Middlesbrough,Chelsea,0,1
Stoke,Swansea,3,1
Bournemouth,Sunderland,1,2
Burnley,Crystal Palace,3,2
Manchester City,Middlesbrough,1,1
West Ham,Stoke,1,1
Chelsea,Everton,5,0
Arsenal,Tottenham,1,1
Liverpool,Watford,6,1
Hull,Southampton,2,1
Swansea,Manchester United,1,3
Leicester,West Bromwich Albion,1,2
Sunderland,Arsenal,1,4
Tottenham,Leicester,1,1
Watford,Hull,1,0
West Bromwich Albion,Manchester City,0,4
Manchester United,Burnley,0,0
Middlesbrough,Bournemouth,2,0
Crystal Palace,Liverpool,2,4
Everton,West Ham,2,0
Southampton,Chelsea,0,2
Liverpool,Manchester United,0,0
Bournemouth,Tottenham,0,0
Burnley,Everton,2,1
Arsenal,Middlesbrough,0,0
Hull,Stoke,0,2
Leicester,Crystal Palace,3,1
Swansea,Watford,0,0
West Ham,Sunderland,1,0
Liverpool,West Bromwich Albion,2,1
Manchester City,Southampton,1,1
Chelsea,Manchester United,4,0
Chelsea,Leicester,3,0
Manchester City,Everton,1,1
Stoke,Sunderland,2,0
West Bromwich Albion,Tottenham,1,1
Arsenal,Swansea,3,2
Bournemouth,Hull,6,1
Crystal Palace,West Ham,0,1
Middlesbrough,Watford,0,1
Southampton,Burnley,3,1
Burnley,Watford,2,0
Everton,Crystal Palace,1,1
Swansea,Liverpool,1,2
Hull,Chelsea,0,2
Watford,Bournemouth,2,2
West Ham,Middlesbrough,1,1
Sunderland,West Bromwich Albion,1,1
Manchester United,Stoke,1,1
Tottenham,Manchester City,2,0
Leicester,Southampton,0,0
Burnley,Arsenal,0,1
Manchester United,Leicester,4,1
Middlesbrough,Tottenham,1,2
Stoke,West Bromwich Albion,1,1
Sunderland,Crystal Palace,2,3
Swansea,Manchester City,1,3
Bournemouth,Everton,1,0
Liverpool,Hull,5,1
Arsenal,Chelsea,3,0
West Ham,Southampton,0,3
Sunderland,Everton,0,3
Chelsea,Liverpool,1,2
Hull,Arsenal,1,4
Leicester,Burnley,3,0
Manchester City,Bournemouth,4,0
West Bromwich Albion,West Ham,4,2
Everton,Middlesbrough,3,1
Watford,Manchester United,3,1
Crystal Palace,Stoke,4,1
Southampton,Swansea,1,0
Tottenham,Sunderland,1,0
Manchester United,Manchester City,1,2
Middlesbrough,Crystal Palace,1,2
Stoke,Tottenham,0,4
Arsenal,Southampton,2,1
Bournemouth,West Bromwich Albion,1,0
Burnley,Hull,1,1
West Ham,Watford,2,4
Liverpool,Leicester,4,1
Swansea,Chelsea,2,2
Tottenham,Liverpool,1,1
Watford,Arsenal,1,3
Leicester,Swansea,2,1
Chelsea,Burnley,3,0
Crystal Palace,Bournemouth,1,1
Everton,Stoke,1,0
Southampton,Sunderland,1,1
Hull,Manchester United,0,1
West Bromwich Albion,Middlesbrough,0,0
Manchester City,West Ham,3,1
Chelsea,West Ham,2,1
Manchester United,Southampton,2,0
Stoke,Manchester City,1,4
Swansea,Hull,0,2
Tottenham,Crystal Palace,1,0
Watford,Chelsea,1,2
West Bromwich Albion,Everton,1,2
Burnley,Liverpool,2,0
Leicester,Arsenal,0,0
Sunderland,Middlesbrough,1,2
West Ham,Bournemouth,1,0
