name,team,min,goal,assist,shot,pass,aer,mom,rating
Cody Gakpo,Liverpool,1465,7,2,1.9,0.784,1.2,0,7.06
Alexander Isak,Newcastle,1527,10,1,2.3,0.778,1.0,1,7.06
Alexis Mac Allister,Brighton,2886,10,2,2.5,0.872,0.7,4,7.05
Fabian Schär,Newcastle,3209,1,3,1.6,0.777,3.1,2,7.05
João Cancelo,Man City,1279,2,1,1.0,0.868,1.6,1,7.04
Pierre Emile Højbjerg,Tottenham,3133,4,5,0.9,0.8859999999999999,0.8,3,7.02
Eberechi Eze,Crystal Palace,2644,10,4,1.9,0.8240000000000001,0.5,4,7.02
Riyad Mahrez,Man City,1924,5,10,1.4,0.868,0.3,2,7.01
Declan Rice,West Ham,3272,4,2,1.0,0.88,1.0,1,7.01
Bryan Mbeumo,Brentford,2931,9,8,1.9,0.737,0.9,4,7.01
Yerry Mina,Everton,596,2,0,1.1,0.885,2.7,1,7.01
Ben Mee,Brentford,3272,3,2,0.8,0.7709999999999999,3.6,2,7.01
Kaoru Mitoma,Brighton,2318,7,5,1.6,0.833,0.5,4,7.0
Dan Bentley,Wolves,180,0,0,0.0,0.727,0.0,0,7.0
Pascal Groß,Brighton,3246,9,8,1.1,0.86,0.3,2,7.0
Dwight McNeil,Everton,2502,7,3,1.3,0.764,0.4,4,6.99
Michael Olise,Crystal Palace,2757,2,11,1.4,0.784,0.5,5,6.99
Willian,Fulham,2144,5,5,1.5,0.823,0.3,3,6.99
Leandro Trossard,Brighton,1326,7,2,2.4,0.7440000000000001,0.4,2,6.99
Kenny Tete,Fulham,2575,1,5,0.4,0.76,1.1,0,6.98
Thiago Silva,Chelsea,2352,0,2,0.6,0.9129999999999999,2.3,1,6.98
Granit Xhaka,Arsenal,3004,7,7,1.1,0.865,1.0,1,6.98
Martin Dúbravka,Newcastle,156,0,0,0.0,0.875,0.0,0,6.98
James Tarkowski,Everton,3420,1,1,0.8,0.812,3.2,2,6.97
Luis Díaz,Liverpool,997,4,2,1.6,0.8270000000000001,0.5,2,6.97
David Raya,Brentford,3420,0,0,0.0,0.607,0.3,3,6.97
Lucas Paquetá,West Ham,2171,4,3,1.9,0.802,1.3,4,6.97
Virgil van Dijk,Liverpool,2836,3,1,0.9,0.905,3.1,2,6.97
Ollie Watkins,Aston Villa,3136,15,6,2.3,0.6990000000000001,1.9,3,6.96
Diogo Dalot,Man Utd,2155,1,2,0.8,0.805,1.5,2,6.96
Pedro Porro,Tottenham,1138,3,3,1.7,0.753,0.1,1,6.96
James Ward Prowse,Southampton,3373,9,4,1.2,0.853,1.2,2,6.95
Rúben Neves,Wolves,3022,6,1,1.9,0.84,0.7,5,6.95
Marcus Tavernier,Bournemouth,1749,5,4,1.6,0.773,0.7,3,6.95
Son Heung Min,Tottenham,2899,10,6,2.3,0.82,0.3,2,6.95
N 39 Golo Kanté,Chelsea,520,0,1,1.1,0.825,0.3,1,6.95
Bernd Leno,Fulham,3240,0,0,0.0,0.763,0.3,3,6.94
Douglas Luiz,Aston Villa,2933,6,6,0.9,0.8640000000000001,0.7,3,6.93
João Palhinha,Fulham,3113,3,0,1.1,0.83,2.1,2,6.93
Aaron Wan Bissaka,Man Utd,1436,0,0,0.5,0.835,0.7,0,6.93
Alisson Becker,Liverpool,3330,0,1,0.0,0.8340000000000001,0.3,2,6.92
Callum Wilson,Newcastle,1887,18,5,2.4,0.677,0.7,4,6.92
Moisés Caicedo,Brighton,3141,1,1,0.8,0.888,1.0,0,6.92
Miguel Almirón,Newcastle,2508,11,2,2.0,0.845,0.2,2,6.91
Benoît Badiashile,Chelsea,904,1,0,0.5,0.897,3.2,0,6.91
Wesley Fofana,Leicester,180,0,0,1.0,0.8420000000000001,2.5,0,6.9
Christian Nørgaard,Brentford,1771,1,3,0.9,0.763,0.8,0,6.9
Luke Shaw,Man Utd,2558,1,2,0.5,0.86,1.5,1,6.9
Joe Willock,Newcastle,2578,3,6,1.7,0.851,0.5,2,6.88
Lewis Hall,Chelsea,658,0,0,1.2,0.8370000000000001,0.8,0,6.87
Emiliano Martínez,Aston Villa,3141,0,0,0.0,0.716,0.4,3,6.87
Gabriel Magalhães,Arsenal,3411,3,0,0.8,0.897,2.6,2,6.86
Oleksandr Zinchenko,Arsenal,2135,1,2,1.0,0.878,1.9,1,6.86
Jacob Ramsey,Aston Villa,2647,6,7,0.9,0.8370000000000001,0.5,1,6.86
Roberto Firmino,Liverpool,1213,11,4,1.6,0.799,0.6,2,6.85
Sèrge Aurier,Nottingham Forest,1949,1,0,0.4,0.728,1.9,1,6.85
Leandro Trossard,Arsenal,930,1,10,0.9,0.843,0.1,2,6.84
Lisandro Martínez,Man Utd,2117,1,0,0.4,0.873,1.2,0,6.84
Kalidou Koulibaly,Chelsea,1801,2,1,0.5,0.871,1.4,0,6.83
Morgan Gibbs White,Nottingham Forest,2978,5,8,1.7,0.69,1.6,5,6.83
Jadon Sancho,Man Utd,1699,6,3,0.8,0.85,0.1,0,6.82
Çaglar Söyüncü,Leicester,529,1,0,0.7,0.7879999999999999,3.4,1,6.82
Antony,Man Utd,1819,4,2,2.9,0.8220000000000001,0.2,1,6.82
Michael Keane,Everton,983,1,2,1.2,0.701,5.6,1,6.82
Alex Iwobi,Everton,3382,2,7,1.1,0.7879999999999999,0.3,0,6.82
Joachim Andersen,Crystal Palace,2784,1,0,0.7,0.797,2.7,0,6.82
Thiago Alcântara,Liverpool,1256,0,0,0.6,0.865,0.8,1,6.82
Wilfried Zaha,Crystal Palace,2295,7,2,2.4,0.813,0.2,2,6.82
Philip Billing,Bournemouth,2787,7,1,1.1,0.794,1.4,3,6.82
John McGinn,Aston Villa,2698,1,3,1.2,0.815,0.6,2,6.81
Mathias Jensen,Brentford,2830,5,6,0.6,0.757,0.3,3,6.81
Jarrod Bowen,West Ham,3237,6,5,2.0,0.727,0.9,3,6.81
Kepa,Chelsea,2566,0,0,0.0,0.807,0.4,2,6.81
Bernardo Silva,Man City,2203,4,5,0.7,0.8909999999999999,0.1,0,6.8
Tomás Soucek,West Ham,2820,2,3,0.9,0.721,3.2,1,6.8
Allan Saint Maximin,Newcastle,1119,1,5,1.1,0.7509999999999999,0.1,2,6.8
Noni Madueke,Chelsea,646,1,0,1.0,0.823,0.2,0,6.8
Jordan Ayew,Crystal Palace,2721,4,3,0.8,0.805,1.3,1,6.8
Enzo Fernández,Chelsea,1551,0,2,1.1,0.8909999999999999,0.4,0,6.8
John Stones,Man City,1849,2,2,0.5,0.932,1.4,0,6.8
Youri Tielemans,Leicester,2351,3,2,1.0,0.821,0.8,1,6.8
Cristian Romero,Tottenham,2365,0,1,0.4,0.877,2.1,1,6.8
Rúben Dias,Man City,1999,0,0,0.4,0.927,1.7,0,6.79
Hamed Traorè,Bournemouth,429,0,0,0.9,0.711,0.4,0,6.79
Darwin Núñez,Liverpool,1701,9,3,2.9,0.6709999999999999,1.2,2,6.79
Pervis Estupiñán,Brighton,2683,1,5,0.8,0.84,1.0,2,6.79
Dominic Solanke,Bournemouth,2873,6,7,2.3,0.698,1.6,3,6.79
Ibrahima Konaté,Liverpool,1551,0,0,0.6,0.872,2.6,0,6.79
Ben White,Arsenal,3068,2,5,0.3,0.866,0.9,0,6.78
Andy Robertson,Liverpool,2588,0,8,0.4,0.8420000000000001,0.6,0,6.78
Mohammed Salisu,Southampton,1973,0,1,0.9,0.768,2.5,0,6.78
William Saliba,Arsenal,2416,2,1,0.2,0.91,2.0,1,6.77
Emerson Royal,Tottenham,1737,2,1,0.7,0.831,1.1,1,6.77
Julio Enciso,Brighton,802,4,2,1.9,0.727,0.3,1,6.77
Dan Burn,Newcastle,3117,1,0,0.6,0.7859999999999999,2.2,1,6.77
Dejan Kulusevski,Tottenham,2079,2,7,1.4,0.825,0.1,1,6.77
Neto,Bournemouth,2386,0,0,0.0,0.56,0.2,2,6.76
Vicente Guaita,Crystal Palace,2430,0,0,0.0,0.675,0.4,2,6.76
Danny Welbeck,Brighton,1859,6,3,2.0,0.847,1.0,2,6.76
Nathan Aké,Man City,1876,1,0,0.3,0.9109999999999999,1.4,0,6.75
Kai Havertz,Chelsea,2580,7,1,2.0,0.8240000000000001,2.3,2,6.75
Tyrone Mings,Aston Villa,3150,1,2,0.2,0.853,1.8,1,6.75
Sven Botman,Newcastle,3129,0,0,0.6,0.868,2.1,0,6.74
Antonee Robinson,Fulham,3089,0,1,0.1,0.769,1.1,0,6.74
Ivan Perisic,Tottenham,2112,1,8,0.9,0.723,1.0,1,6.74
Dango Ouattara,Bournemouth,1246,1,3,1.4,0.6579999999999999,1.6,1,6.74
James Justin,Leicester,1254,0,0,0.4,0.815,1.6,0,6.74
Raheem Sterling,Chelsea,1905,6,3,1.5,0.789,0.2,2,6.74
Diogo Jota,Liverpool,1133,7,4,1.6,0.759,0.8,1,6.74
Jason Steele,Brighton,1350,0,1,0.0,0.88,0.1,0,6.73
Sam Johnstone,Crystal Palace,810,0,0,0.0,0.6970000000000001,0.3,1,6.73
Tyler Adams,Leeds,2157,0,0,0.2,0.8240000000000001,1.1,0,6.73
Andreas Pereira,Fulham,2718,4,6,1.9,0.737,0.3,3,6.73
Jack Harrison,Leeds,2729,5,7,1.1,0.71,0.1,4,6.72
Cheick Doucouré,Crystal Palace,2786,0,3,1.1,0.836,0.9,0,6.72
Tosin Adarabioyo,Fulham,2084,1,0,0.6,0.8240000000000001,2.4,0,6.72
Armel Bella Kotchap,Southampton,1885,0,2,0.6,0.8029999999999999,1.7,0,6.71
Álex Moreno,Aston Villa,1336,0,3,0.7,0.794,0.5,0,6.71
Shea Charles,Man City,27,0,0,0.0,0.917,2.0,0,6.71
Fabinho,Liverpool,2678,0,2,0.5,0.887,0.8,0,6.71
Timothy Castagne,Leicester,3257,2,3,0.5,0.807,1.5,0,6.71
Danilo,Nottingham Forest,983,3,2,1.2,0.643,0.3,1,6.71
Matt Doherty,Tottenham,667,1,0,0.8,0.8240000000000001,1.7,0,6.71
Amadou Onana,Everton,2496,1,2,1.0,0.84,1.8,0,6.71
Victor Lindelöf,Man Utd,1361,0,0,0.2,0.932,1.7,0,6.7
Julián Álvarez,Man City,1454,9,0,1.5,0.8270000000000001,0.3,2,6.7
Nick Pope,Newcastle,3262,0,0,0.0,0.588,0.1,2,6.7
Kiernan Dewsbury Hall,Leicester,2316,2,2,0.8,0.785,0.5,1,6.7
Saïd Benrahma,West Ham,2073,6,3,2.1,0.82,0.1,1,6.7
Emiliano Buendía,Aston Villa,2423,5,2,1.3,0.7859999999999999,0.6,2,6.7
Mason Mount,Chelsea,1658,3,2,1.4,0.8009999999999999,0.4,2,6.7
Christian Eriksen,Man Utd,2062,1,8,1.4,0.846,0.3,1,6.7
Aymeric Laporte,Man City,994,0,0,0.8,0.9309999999999999,2.0,0,6.69
Jordan Pickford,Everton,3330,0,1,0.0,0.518,0.2,2,6.69
Joe Gomez,Liverpool,1461,0,0,0.3,0.866,2.2,0,6.69
Kurt Zouma,West Ham,1991,2,0,0.8,0.845,2.2,2,6.68
Marc Guéhi,Crystal Palace,3330,1,0,0.4,0.855,1.5,0,6.68
Rodrigo,Leeds,1945,13,1,2.2,0.725,1.1,1,6.68
Reiss Nelson,Arsenal,204,3,2,1.1,0.907,0.2,1,6.68
Tim Ream,Fulham,2899,1,0,0.1,0.87,1.5,1,6.68
Lukasz Fabianski,West Ham,3114,0,0,0.0,0.581,0.5,0,6.68
Nayef Aguerd,West Ham,1596,2,0,0.7,0.789,1.8,0,6.67
Curtis Jones,Liverpool,1040,3,1,0.8,0.912,0.2,1,6.67
Evan Ferguson,Brighton,952,6,2,1.9,0.8109999999999999,0.5,0,6.67
Jefferson Lerma,Bournemouth,3256,5,0,0.9,0.8220000000000001,1.7,1,6.67
David de Gea,Man Utd,3420,0,0,0.0,0.6829999999999999,0.1,1,6.67
Jan Bednarek,Southampton,1674,0,0,0.4,0.8420000000000001,2.1,0,6.67
Pascal Struijk,Leeds,2205,2,1,0.6,0.795,2.1,0,6.66
Eric Dier,Tottenham,2817,2,1,0.5,0.8590000000000001,2.4,1,6.66
Jeffrey Schlupp,Crystal Palace,2546,3,1,0.8,0.755,0.8,1,6.66
Harvey Barnes,Leicester,2720,13,1,2.1,0.735,0.9,0,6.66
Wout Faes,Leicester,2787,1,2,0.4,0.858,1.9,0,6.66
Idrissa Gueye,Everton,2594,0,1,0.5,0.845,0.8,0,6.66
Marc Cucurella,Chelsea,1679,0,2,0.3,0.8640000000000001,0.7,0,6.65
Jorginho,Chelsea,1282,2,0,0.3,0.852,0.4,0,6.65
Joel Ward,Crystal Palace,2256,1,0,0.3,0.754,2.1,0,6.65
Wesley Fofana,Chelsea,1187,1,0,0.4,0.898,2.0,2,6.65
Issa Diop,Fulham,2009,1,0,0.1,0.871,1.3,0,6.65
Raphaël Varane,Man Utd,1917,0,0,0.3,0.865,1.8,0,6.64
Rico Henry,Brentford,3244,0,2,0.6,0.75,1.1,0,6.64
Marcel Sabitzer,Man Utd,628,0,1,1.0,0.7909999999999999,1.2,0,6.64
Sean Longstaff,Newcastle,2517,1,4,1.0,0.828,0.7,0,6.64
Tyrell Malacia,Man Utd,1395,0,0,0.2,0.8740000000000001,0.4,0,6.64
Vladimír Coufal,West Ham,2139,0,1,0.2,0.6579999999999999,1.5,0,6.64
Harry Souttar,Leicester,991,0,1,0.7,0.8140000000000001,3.2,0,6.64
Maximilian Wöber,Leeds,1264,0,0,0.6,0.713,1.7,0,6.63
Vitaly Janelt,Brentford,2212,3,1,0.4,0.809,0.9,2,6.63
Ben Davies,Tottenham,2290,2,2,0.5,0.8320000000000001,2.3,0,6.63
Maximilian Kilman,Wolves,3308,0,0,0.4,0.8340000000000001,2.3,1,6.63
Matheus Cunha,Wolves,972,2,0,1.5,0.757,0.4,1,6.63
Aaron Ramsdale,Arsenal,3420,0,0,0.0,0.634,0.2,1,6.63
Duje Caleta Car,Southampton,945,1,0,0.4,0.852,1.5,0,6.63
João Félix,Chelsea,944,4,0,2.9,0.809,0.2,1,6.63
Rasmus Kristensen,Leeds,1962,3,1,0.5,0.693,1.3,0,6.63
Dominic Calvert Lewin,Everton,1176,2,1,1.8,0.609,3.9,0,6.62
Kamaldeen Sulemana,Southampton,968,2,1,1.3,0.762,0.3,1,6.62
Lewis Dunk,Brighton,3240,1,0,0.6,0.904,1.9,0,6.62
Toti,Wolves,981,1,0,0.3,0.833,1.0,1,6.62
Manuel Akanji,Man City,2287,0,1,0.5,0.9329999999999999,0.8,0,6.62
Liam Cooper,Leeds,1427,1,0,0.6,0.787,3.1,0,6.62
Craig Dawson,Wolves,1417,1,0,0.6,0.843,2.0,0,6.62
Ben Chilwell,Chelsea,1408,2,2,0.7,0.833,1.1,0,6.62
Anthony Gordon,Everton,1097,3,0,1.6,0.7509999999999999,0.6,2,6.61
Robin Olsen,Aston Villa,280,0,0,0.0,0.523,0.0,0,6.61
Willy Boly,Nottingham Forest,687,0,1,0.2,0.7509999999999999,1.4,1,6.61
Demarai Gray,Everton,2512,4,1,1.8,0.813,0.4,1,6.61
Aaron Cresswell,West Ham,2237,0,1,0.3,0.8140000000000001,1.0,0,6.61
Leon Bailey,Aston Villa,1984,4,4,1.5,0.6920000000000001,0.7,3,6.61
Jorginho,Arsenal,855,0,1,0.4,0.8759999999999999,0.7,0,6.6
Matheus Nunes,Wolves,2480,1,1,0.8,0.823,0.6,2,6.6
Jakub Kiwior,Arsenal,427,1,0,0.1,0.862,1.1,0,6.6
Neco Williams,Nottingham Forest,1877,1,0,0.8,0.6679999999999999,0.5,1,6.6
Lloyd Kelly,Bournemouth,2041,0,2,0.1,0.8140000000000001,1.6,2,6.59
Joël Veltman,Brighton,2196,1,1,0.5,0.852,0.8,0,6.59
Boubacar Kamara,Aston Villa,1779,0,1,0.2,0.8490000000000001,0.9,0,6.59
Ché Adams,Southampton,1998,5,3,1.7,0.6759999999999999,2.2,1,6.59
Anthony Martial,Man Utd,980,6,2,1.3,0.816,0.5,0,6.59
Hugo Lloris,Tottenham,2206,0,0,0.0,0.735,0.4,0,6.59
Harry Maguire,Man Utd,762,0,0,0.2,0.8540000000000001,1.6,0,6.59
Vitalii Mykolenko,Everton,2657,0,0,0.3,0.7559999999999999,0.8,0,6.58
Pontus Jansson,Brentford,725,1,0,0.3,0.8,2.1,0,6.58
Chris Mepham,Bournemouth,2198,0,0,0.3,0.8370000000000001,2.0,0,6.58
Caoimhín Kelleher,Liverpool,90,0,0,0.0,0.941,0.0,0,6.58
Ashley Young,Aston Villa,2039,1,0,0.5,0.775,0.5,0,6.58
Luis Sinisterra,Leeds,875,5,0,1.5,0.815,0.9,1,6.58
Joe Worrall,Nottingham Forest,2217,1,0,0.2,0.785,1.8,0,6.58
Keylor Navas,Nottingham Forest,1530,0,0,0.0,0.519,0.4,2,6.58
Kyle Walker Peters,Southampton,2653,1,0,0.4,0.789,0.5,1,6.58
Ezri Konsa,Aston Villa,3323,0,0,0.2,0.889,1.5,0,6.57
Dean Henderson,Nottingham Forest,1620,0,0,0.0,0.568,0.1,2,6.57
Jordan Henderson,Liverpool,2075,0,2,0.7,0.8490000000000001,0.3,0,6.57
Ryan Christie,Bournemouth,1842,1,1,1.0,0.8270000000000001,0.5,0,6.57
Rico Lewis,Man City,905,0,0,0.4,0.922,0.0,0,6.56
Matty Cash,Aston Villa,1821,0,1,0.3,0.7859999999999999,0.5,1,6.56
Roméo Lavia,Southampton,2230,1,0,0.4,0.8640000000000001,0.3,0,6.56
Ruben Loftus Cheek,Chelsea,1543,0,1,0.4,0.8859999999999999,0.9,0,6.56
Séamus Coleman,Everton,1667,1,0,0.3,0.755,0.8,1,6.56
Danny Ings,Aston Villa,819,6,0,1.5,0.722,0.9,1,6.56
João Gomes,Wolves,651,1,0,0.4,0.795,0.6,0,6.56
Luke Ayling,Leeds,2049,2,1,0.8,0.6920000000000001,1.6,0,6.55
Scott McTominay,Man Utd,1151,1,0,0.5,0.8290000000000001,1.4,1,6.55
Leander Dendoncker,Wolves,213,0,0,0.8,0.867,0.5,0,6.55
Joe Aribo,Southampton,1229,2,0,0.7,0.741,1.4,0,6.55
Ayoze Pérez,Leicester,380,0,1,1.0,0.757,0.3,0,6.55
Clément Lenglet,Tottenham,2027,0,2,0.5,0.875,1.7,0,6.55
Levi Colwill,Brighton,1221,0,2,0.5,0.8859999999999999,2.6,0,6.54
Renan Lodi,Nottingham Forest,2222,0,1,0.5,0.713,0.6,0,6.54
Conor Gallagher,Chelsea,1616,3,1,0.8,0.845,0.5,2,6.54
Stefan Bajcetic,Liverpool,527,1,0,0.5,0.787,0.8,0,6.54
Kyle Walker,Man City,1957,0,0,0.2,0.895,0.9,0,6.54
Daniel Amartey,Leicester,1610,0,0,0.3,0.9129999999999999,1.7,1,6.53
Tyrick Mitchell,Crystal Palace,2896,0,2,0.2,0.7240000000000001,0.7,0,6.53
Angelo Ogbonna,West Ham,1236,0,0,0.2,0.8,2.2,0,6.53
Samuel Amo Ameyaw,Southampton,3,0,0,0.0,0.833,0.0,0,6.53
José Sá,Wolves,3240,0,0,0.0,0.654,0.2,2,6.53
Harvey Elliott,Liverpool,1615,1,2,1.1,0.8290000000000001,0.1,0,6.53
Marcos Senesi,Bournemouth,2496,2,0,0.3,0.8140000000000001,0.9,1,6.52
Morgan Gibbs White,Wolves,180,0,0,1.5,0.8370000000000001,1.5,0,6.52
Adam Webster,Brighton,1989,0,0,0.7,0.8859999999999999,2.2,0,6.52
Manor Solomon,Fulham,563,4,0,0.6,0.8640000000000001,0.2,0,6.52
Robin Koch,Leeds,3178,0,0,0.5,0.773,3.1,0,6.52
César Azpilicueta,Chelsea,1526,0,0,0.4,0.8370000000000001,1.2,0,6.52
Rayan Aït Nouri,Wolves,1070,1,0,0.5,0.8190000000000001,0.7,0,6.51
Matías Viña,Bournemouth,455,2,0,0.8,0.731,0.3,0,6.51
Yoane Wissa,Brentford,1601,7,3,0.8,0.722,0.6,0,6.51
Nathan Patterson,Everton,1274,0,0,0.4,0.799,0.5,0,6.51
Victor Kristiansen,Leicester,895,0,1,0.3,0.695,0.8,0,6.51
Jack Stephens,Bournemouth,1172,0,0,0.1,0.82,1.1,0,6.51
Cody Drameh,Leeds,70,0,0,0.0,0.774,1.0,0,6.51
Daniel Podence,Wolves,1773,6,0,1.3,0.705,0.2,2,6.5
João Moutinho,Wolves,1787,0,2,0.5,0.8390000000000001,0.3,0,6.5
Gianluca Scamacca,West Ham,929,3,0,1.9,0.669,1.1,0,6.5
Joël Matip,Liverpool,1093,1,0,0.4,0.867,1.8,1,6.5
Thilo Kehrer,West Ham,2231,0,2,0.3,0.8540000000000001,1.3,0,6.5
Marc Roca,Leeds,2330,1,2,1.1,0.794,0.6,0,6.5
Nélson Semedo,Wolves,2641,0,1,0.3,0.8170000000000001,0.8,0,6.5
Harrison Reed,Fulham,2882,3,4,0.5,0.7979999999999999,0.8,0,6.5
Ainsley Maitland Niles,Southampton,1405,0,0,0.0,0.8109999999999999,0.7,0,6.5
Carlos Alcaraz,Southampton,1035,4,2,1.3,0.7809999999999999,0.4,2,6.49
Wilfred Ndidi,Leicester,1683,0,0,0.3,0.84,0.9,0,6.49
Taiwo Awoniyi,Nottingham Forest,1412,10,1,1.3,0.648,0.7,1,6.49
Boubakary Soumaré,Leicester,1635,0,0,0.0,0.861,0.7,0,6.49
Matthew Craig,Tottenham,13,0,0,0.0,0.833,0.0,0,6.49
Brennan Johnson,Nottingham Forest,2941,8,3,1.4,0.628,0.5,2,6.49
Jonny Evans,Leicester,1053,0,0,0.1,0.875,2.0,1,6.49
David Datro Fofana,Chelsea,70,0,0,1.0,0.875,0.0,0,6.49
Michail Antonio,West Ham,1837,5,3,1.2,0.5760000000000001,1.5,0,6.49
Nathan Collins,Wolves,1813,0,0,0.1,0.8809999999999999,1.4,0,6.48
Tetê,Leicester,740,1,0,1.2,0.7709999999999999,0.4,1,6.48
Mohamed Elyounoussi,Southampton,2180,1,1,1.1,0.69,1.1,0,6.48
Adama Traoré,Wolves,1492,2,1,0.6,0.741,1.1,0,6.48
Fred,Man Utd,1235,2,2,0.7,0.807,0.3,0,6.48
Moussa Niakhaté,Nottingham Forest,1162,0,0,0.4,0.763,1.4,0,6.48
Abdoulaye Doucouré,Everton,1529,5,2,0.8,0.7959999999999999,0.5,0,6.48
Kostas Tsimikas,Liverpool,769,0,4,0.4,0.8540000000000001,0.4,0,6.48
Mateo Kovacic,Chelsea,1708,1,2,0.9,0.86,0.4,0,6.48
Wilfried Gnonto,Leeds,1353,2,4,0.9,0.77,0.3,1,6.48
Orel Mangala,Nottingham Forest,1558,1,1,0.3,0.81,0.4,0,6.48
Fraser Forster,Tottenham,1215,0,0,0.0,0.674,0.2,0,6.47
Lyanco,Southampton,1175,1,1,0.6,0.755,1.2,0,6.47
Davinson Sánchez,Tottenham,852,0,0,0.3,0.8690000000000001,1.6,0,6.47
Kelechi Iheanacho,Leicester,1122,5,5,1.4,0.767,0.5,1,6.47
Trevoh Chalobah,Chelsea,1604,0,0,0.4,0.885,1.2,0,6.47
Jordan Zemura,Bournemouth,1457,0,1,0.2,0.693,0.4,0,6.46
Diego Llorente,Leeds,648,0,0,0.8,0.8340000000000001,2.3,0,6.46
Romain Perraud,Southampton,1839,2,2,1.0,0.747,0.5,1,6.46
Danny Ward,Leicester,2340,0,0,0.0,0.705,0.2,1,6.46
Richarlison,Tottenham,1008,1,3,1.0,0.726,0.7,1,6.46
Bobby De Cordova Reid,Fulham,2487,4,1,0.9,0.7240000000000001,0.3,0,6.46
Crysencio Summerville,Leeds,1418,4,2,1.0,0.779,0.2,0,6.46
Ryan Yates,Nottingham Forest,1840,0,2,1.0,0.782,1.2,0,6.46
Jonny,Wolves,1263,1,0,0.5,0.841,0.8,0,6.46
Moussa Djenepo,Southampton,706,0,2,0.2,0.773,0.2,0,6.46
Marc Albrighton,Leicester,233,1,0,0.3,0.688,0.2,0,6.46
Mario Lemina,Wolves,1306,0,1,0.5,0.873,0.9,0,6.45
Adam Lallana,Brighton,730,2,1,0.5,0.8320000000000001,0.5,0,6.45
Aaron Hickey,Brentford,1931,0,1,0.4,0.847,0.5,0,6.45
Patson Daka,Leicester,1181,4,4,1.0,0.68,0.9,0,6.45
Hakim Ziyech,Chelsea,653,0,3,0.9,0.7340000000000001,0.0,1,6.45
Kevin Schade,Brentford,728,0,1,0.7,0.628,1.7,0,6.45
Conor Coady,Everton,2096,1,1,0.2,0.851,1.0,0,6.45
Tino Livramento,Southampton,26,0,0,0.0,0.737,0.0,0,6.45
