home,away,home_score,away_score
Crystal Palace,Manchester United,0,0
West Bromwich Albion,Everton,0,1
Fulham,Tottenham,0,1
Liverpool,Chelsea,0,1
Burnley,Arsenal,1,1
Sheffield United,Southampton,0,2
Aston Villa,Wolves,0,0
Brighton,Leicester,1,2
West Bromwich Albion,Newcastle,0,0
Liverpool,Fulham,0,1
Manchester City,Manchester United,0,2
Tottenham,Crystal Palace,4,1
Brighton,Crystal Palace,1,2
Leeds,Southampton,3,0
Manchester City,West Ham,2,1
West Bromwich Albion,Brighton,1,0
Leeds,Aston Villa,0,1
Newcastle,Wolves,1,1
Leicester,Arsenal,1,3
Crystal Palace,Fulham,0,0
Tottenham,Burnley,4,0
Chelsea,Manchester United,0,0
Sheffield United,Liverpool,0,2
West Ham,Sheffield United,3,0
Chelsea,Newcastle,2,0
Burnley,Fulham,1,1
Everton,Manchester City,1,3
Wolves,Leeds,1,0
Southampton,Chelsea,1,1
Burnley,West Bromwich Albion,0,0
Liverpool,Everton,0,2
Fulham,Sheffield United,1,0
West Ham,Tottenham,2,1
Aston Villa,Leicester,1,2
Arsenal,Manchester City,0,1
Manchester United,Newcastle,3,1
Leeds,Crystal Palace,2,0
Leicester,Liverpool,3,1
Crystal Palace,Burnley,0,3
Manchester City,Tottenham,3,0
Brighton,Aston Villa,0,0
Southampton,Wolves,1,2
West Bromwich Albion,Manchester United,1,1
Arsenal,Leeds,4,2
Everton,Fulham,0,2
Sheffield United,West Bromwich Albion,2,1
Wolves,Arsenal,2,1
Manchester United,Southampton,9,0
Newcastle,Crystal Palace,1,2
Burnley,Manchester City,0,2
Fulham,Leicester,0,2
Leeds,Everton,1,2
Aston Villa,West Ham,1,3
Liverpool,Brighton,0,1
Tottenham,Chelsea,0,1
Aston Villa,Arsenal,1,0
Burnley,Brighton,1,1
Newcastle,Southampton,3,2
Fulham,West Ham,0,0
Manchester United,Everton,3,3
Tottenham,West Bromwich Albion,2,0
Wolves,Leicester,0,0
Liverpool,Manchester City,1,4
Sheffield United,Chelsea,1,2
Newcastle,Leeds,1,2
Crystal Palace,West Ham,2,3
Southampton,Arsenal,1,3
West Bromwich Albion,Manchester City,0,5
Chelsea,Wolves,0,0
Burnley,Aston Villa,3,2
Brighton,Fulham,0,0
Everton,Leicester,1,1
Manchester United,Sheffield United,1,2
Tottenham,Liverpool,1,3
Everton,Newcastle,0,2
Manchester City,Sheffield United,1,0
West Bromwich Albion,Fulham,2,2
Crystal Palace,Wolves,1,0
Arsenal,Manchester United,0,0
Southampton,Aston Villa,0,1
Chelsea,Burnley,2,0
Leicester,Leeds,1,3
West Ham,Liverpool,1,3
Brighton,Tottenham,1,0
Arsenal,Newcastle,3,0
West Ham,West Bromwich Albion,2,1
Leicester,Chelsea,2,0
Manchester City,Aston Villa,2,0
Fulham,Manchester United,1,2
Liverpool,Burnley,0,1
Aston Villa,Newcastle,2,0
Sheffield United,Newcastle,1,0
Wolves,Everton,1,2
Burnley,Manchester United,0,1
Manchester City,Brighton,1,0
Tottenham,Fulham,1,1
Arsenal,Crystal Palace,0,0
Wolves,West Bromwich Albion,2,3
West Ham,Burnley,1,0
Leeds,Brighton,0,1
Fulham,Chelsea,0,1
Leicester,Southampton,2,0
Sheffield United,Tottenham,1,3
Liverpool,Manchester United,0,0
Manchester City,Crystal Palace,4,0
Southampton,Liverpool,1,0
Crystal Palace,Leicester,1,1
Chelsea,Aston Villa,1,1
Southampton,West Ham,0,0
West Bromwich Albion,Leeds,0,5
Brighton,Arsenal,0,1
Burnley,Sheffield United,1,0
Manchester United,Wolves,1,0
Newcastle,Liverpool,0,0
Everton,West Ham,0,1
Manchester United,Aston Villa,2,1
Tottenham,Leeds,3,0
Crystal Palace,Sheffield United,2,0
Brighton,Wolves,3,3
West Bromwich Albion,Arsenal,0,4
Newcastle,Leicester,1,2
Chelsea,Manchester City,1,3
Burnley,Wolves,2,1
Chelsea,West Ham,3,0
Leicester,Manchester United,2,2
Aston Villa,Crystal Palace,3,0
Fulham,Southampton,0,0
Arsenal,Chelsea,3,1
Manchester City,Newcastle,2,0
Sheffield United,Everton,0,1
Leeds,Burnley,1,0
West Ham,Brighton,2,2
Liverpool,West Bromwich Albion,1,1
Wolves,Tottenham,1,1
Wolves,Chelsea,2,1
Manchester City,West Bromwich Albion,1,1
Leeds,Newcastle,5,2
Leicester,Everton,0,2
Arsenal,Southampton,1,1
Fulham,Brighton,0,0
Liverpool,Tottenham,2,1
West Ham,Crystal Palace,1,1
Aston Villa,Burnley,0,0
Sheffield United,Manchester United,2,3
Crystal Palace,Liverpool,0,7
Southampton,Manchester City,0,1
Everton,Arsenal,2,1
Newcastle,Fulham,1,1
Brighton,Sheffield United,1,1
Tottenham,Leicester,0,2
Manchester United,Leeds,6,2
West Bromwich Albion,Aston Villa,0,3
Brighton,Southampton,1,2
Leeds,West Ham,1,2
Wolves,Aston Villa,0,1
Newcastle,West Bromwich Albion,2,1
Manchester United,Manchester City,0,0
Everton,Chelsea,1,0
Southampton,Sheffield United,3,0
Crystal Palace,Tottenham,1,1
Fulham,Liverpool,1,1
Arsenal,Burnley,0,1
Leicester,Brighton,3,0
Leicester,Fulham,1,2
West Ham,Aston Villa,2,1
Burnley,Everton,1,1
Manchester City,Fulham,2,0
West Ham,Manchester United,1,3
Chelsea,Leeds,3,1
West Bromwich Albion,Crystal Palace,1,5
Sheffield United,Leicester,1,2
Tottenham,Arsenal,2,0
Liverpool,Wolves,4,0
Burnley,Crystal Palace,1,0
Wolves,Southampton,1,1
Crystal Palace,Newcastle,0,2
Brighton,Liverpool,1,1
Manchester City,Burnley,5,0
Everton,Leeds,0,1
West Bromwich Albion,Sheffield United,1,0
Southampton,Manchester United,2,3
Chelsea,Tottenham,0,0
Arsenal,Wolves,1,2
Newcastle,Chelsea,0,2
Aston Villa,Brighton,1,2
Tottenham,Manchester City,2,0
Manchester United,West Bromwich Albion,1,0
Fulham,Everton,2,3
Sheffield United,West Ham,0,1
Leeds,Arsenal,0,0
Liverpool,Leicester,3,0
Fulham,West Bromwich Albion,2,0
Leeds,Leicester,1,4
Brighton,Burnley,0,0
Southampton,Newcastle,2,0
Everton,Manchester United,1,3
Crystal Palace,Leeds,4,1
Chelsea,Sheffield United,4,1
West Ham,Fulham,1,0
West Bromwich Albion,Tottenham,0,1
Leicester,Wolves,1,0
Manchester City,Liverpool,1,1
Arsenal,Aston Villa,0,3
Brighton,West Bromwich Albion,1,1
Burnley,Tottenham,0,1
Wolves,Crystal Palace,2,0
Sheffield United,Manchester City,0,1
Burnley,Chelsea,0,3
Liverpool,West Ham,2,1
Aston Villa,Southampton,3,4
Newcastle,Everton,2,1
Manchester United,Arsenal,0,1
Tottenham,Brighton,2,1
West Bromwich Albion,Burnley,0,0
Leeds,Wolves,0,1
Aston Villa,Leeds,0,3
West Ham,Manchester City,1,1
Fulham,Crystal Palace,1,2
Manchester United,Chelsea,0,0
Liverpool,Sheffield United,2,1
Southampton,Everton,2,0
Wolves,Newcastle,1,1
Arsenal,Leicester,0,1
Everton,Liverpool,2,2
Chelsea,Southampton,3,3
Manchester City,Arsenal,1,0
Newcastle,Manchester United,1,4
Sheffield United,Fulham,1,1
Crystal Palace,Brighton,1,1
Tottenham,West Ham,3,3
Leicester,Aston Villa,0,1
Fulham,Aston Villa,0,3
Liverpool,Arsenal,3,1
Chelsea,Crystal Palace,4,0
Everton,Brighton,4,2
Leeds,Manchester City,1,1
Newcastle,Burnley,3,1
Southampton,West Bromwich Albion,2,0
Leicester,West Ham,0,3
Arsenal,Sheffield United,2,1
Wolves,Fulham,1,0
Manchester United,Tottenham,1,6
Aston Villa,Liverpool,7,2
Aston Villa,Sheffield United,1,0
Wolves,Manchester City,1,3
Brighton,Manchester United,2,3
Crystal Palace,Everton,1,2
West Bromwich Albion,Chelsea,3,3
Burnley,Southampton,0,1
Sheffield United,Leeds,0,1
Tottenham,Newcastle,1,1
Manchester City,Leicester,2,5
West Ham,Wolves,4,0
Sheffield United,Wolves,0,2
Brighton,Chelsea,1,3
Everton,West Bromwich Albion,5,2
Leeds,Fulham,4,3
Manchester United,Crystal Palace,1,3
Arsenal,West Ham,2,1
Southampton,Tottenham,2,5
Newcastle,Brighton,0,3
Chelsea,Liverpool,0,2
Leicester,Burnley,4,2
